binner	rank	bin	precision	recall	predicted_size	real_size
admiring_curie_3	strain	1036608	1.0	0.989799878094	3137337.0	3169668.0
admiring_curie_3	strain	evo_1286_AP.033	0.19667435816	0.99598967205	15688761.0	3098001.0
admiring_curie_3	strain	1220_AJ	0.000234413813078	0.00107681538067	12008678.0	2614190.0
admiring_curie_3	strain	Sample19_56	0	0	0	29366.0
admiring_curie_3	strain	Sample22_57	0	0	0	37672.0
admiring_curie_3	strain	Sample6_722	0	0	0	7258.0
admiring_curie_3	strain	Sample23_271	0	0	0	10434.0
admiring_curie_3	strain	Sample6_289	0	0	0	14081.0
admiring_curie_3	strain	Sample23_273	0	0	0	10364.0
admiring_curie_3	strain	Sample6_527	0	0	0	9295.0
admiring_curie_3	strain	1036743	0.964253864595	0.571316803483	3020886.0	5098574.0
admiring_curie_3	strain	Sample9_2	0	0	0	33254.0
admiring_curie_3	strain	Sample22_283	0	0	0	16206.0
admiring_curie_3	strain	1048993	0.982107572092	0.385191462005	1425128.0	3633593.0
admiring_curie_3	strain	1285_BH	1.0	1.0	4566533.0	4566533.0
admiring_curie_3	strain	evo_1286_AP.026	0.203871803516	0.996125119825	15688761.0	3210938.0
admiring_curie_3	strain	Sample15_97	0	0	0	6594.0
admiring_curie_3	strain	evo_1035930.029	0.260762169428	0.967692039815	8951448.0	2412130.0
admiring_curie_3	strain	1049005	1.0	0.991147400588	4071468.0	4107833.0
admiring_curie_3	strain	1365_A	0.398966564013	0.682837884293	12008678.0	7016396.0
admiring_curie_3	strain	1286_AP	0.188844804252	0.995870959068	15688761.0	2975025.0
admiring_curie_3	strain	Sample16_19	0	0	0	77336.0
admiring_curie_3	strain	1139_AG	0.600799022174	0.991342041902	12008678.0	7277813.0
admiring_curie_3	strain	evo_1049056.031	0.197838788679	0.987714676176	16852216.0	3375491.0
admiring_curie_3	strain	evo_1286_AP.008	0.214897020867	0.996316122005	15688761.0	3383934.0
admiring_curie_3	strain	Sample19_20	0	0	0	59741.0
admiring_curie_3	strain	evo_1049056.011	0.198169724385	0.995586399253	16852216.0	3354404.0
admiring_curie_3	strain	evo_1049056.039	0.00640497368417	0.0399804427785	16852216.0	2699770.0
admiring_curie_3	strain	1049089	1.0	0.983895855985	3073975.0	3124289.0
admiring_curie_3	strain	1220_AD	1.0	0.995235475368	3464141.0	3480725.0
admiring_curie_3	strain	1030752	1.0	0.991587872161	6224913.0	6277722.0
