binner	rank	precision	recall	predicted_size	real_size
pensive_curie_5	superkingdom	1.00	0.39	788416650	2022664500
pensive_curie_5	superkingdom	0.00	nan	289650	0
pensive_curie_5	superkingdom	0.00	nan	190650	0
pensive_curie_5	superkingdom	0.00	nan	31350	0
pensive_curie_5	phylum	0.99	0.38	395152650	1023133200
pensive_curie_5	phylum	0.98	0.56	309948600	542552400
pensive_curie_5	phylum	0.97	0.23	44419350	190561800
pensive_curie_5	phylum	0.99	0.17	31460700	180991200
pensive_curie_5	phylum	0.83	0.01	681300	43789650
pensive_curie_5	phylum	0.77	0.01	483600	41636250
pensive_curie_5	phylum	0.00	nan	366300	0
pensive_curie_5	phylum	0.00	nan	282300	0
pensive_curie_5	phylum	0.00	nan	176550	0
pensive_curie_5	phylum	0.00	nan	157800	0
pensive_curie_5	phylum	0.00	nan	153300	0
pensive_curie_5	phylum	0.00	nan	118500	0
pensive_curie_5	phylum	0.00	nan	90150	0
pensive_curie_5	phylum	0.00	nan	76500	0
pensive_curie_5	phylum	0.00	nan	75150	0
pensive_curie_5	phylum	0.00	nan	58650	0
pensive_curie_5	phylum	0.00	nan	57450	0
pensive_curie_5	phylum	0.00	nan	47400	0
pensive_curie_5	phylum	0.00	nan	46500	0
pensive_curie_5	phylum	0.00	nan	42900	0
pensive_curie_5	phylum	0.00	nan	24750	0
pensive_curie_5	phylum	0.00	nan	24300	0
pensive_curie_5	phylum	0.00	nan	16050	0
pensive_curie_5	phylum	0.00	nan	16050	0
pensive_curie_5	phylum	0.00	nan	13050	0
pensive_curie_5	phylum	0.00	nan	10950	0
pensive_curie_5	phylum	0.00	nan	9450	0
pensive_curie_5	phylum	0.00	nan	9000	0
pensive_curie_5	phylum	0.00	nan	7800	0
pensive_curie_5	phylum	0.00	nan	5850	0
pensive_curie_5	phylum	0.00	nan	5700	0
pensive_curie_5	phylum	0.00	nan	5250	0
pensive_curie_5	phylum	0.00	nan	5100	0
pensive_curie_5	phylum	0.00	nan	4500	0
pensive_curie_5	phylum	0.00	nan	4350	0
pensive_curie_5	phylum	0.00	nan	4050	0
pensive_curie_5	phylum	0.00	nan	3900	0
pensive_curie_5	phylum	0.00	nan	3000	0
pensive_curie_5	phylum	0.00	nan	3000	0
pensive_curie_5	phylum	0.00	nan	2100	0
pensive_curie_5	phylum	0.00	nan	1350	0
pensive_curie_5	phylum	0.00	nan	900	0
pensive_curie_5	phylum	0.00	nan	750	0
pensive_curie_5	phylum	0.00	nan	750	0
pensive_curie_5	phylum	0.00	nan	750	0
pensive_curie_5	phylum	0.00	nan	600	0
pensive_curie_5	phylum	0.00	nan	600	0
pensive_curie_5	phylum	0.00	nan	450	0
pensive_curie_5	phylum	0.00	nan	300	0
pensive_curie_5	phylum	0.00	nan	300	0
pensive_curie_5	phylum	0.00	nan	150	0
pensive_curie_5	phylum	0.00	nan	150	0
pensive_curie_5	phylum	0.00	nan	150	0
pensive_curie_5	phylum	0.00	nan	150	0
pensive_curie_5	phylum	0.00	nan	150	0
pensive_curie_5	class	0.98	0.56	309948600	542552400
pensive_curie_5	class	0.98	0.42	189223500	443919900
