instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	0.98	0.81	457770933	553468052
superkingdom	Archaea	0.26	0.01	256111	6411802
superkingdom	Viruses	0.82	0.20	184349	736775
superkingdom	unassigned	nan	nan	103818453	1413217
phylum	Proteobacteria	0.99	0.74	183085365	243932505
phylum	Actinobacteria	0.96	0.80	121697645	145948197
phylum	Firmicutes	0.97	0.88	105451333	116336594
phylum	Bacteroidetes	0.92	0.92	45862330	45650742
phylum	Tenericutes	0.95	1.00	1674260	1600014
phylum	Euryarchaeota	0.26	0.01	256111	6411802
phylum	unassigned	nan	nan	104002802	2149992
class	Actinobacteria	0.96	0.80	121697645	145948197
class	Alphaproteobacteria	0.99	0.76	97147891	127454801
class	Clostridia	0.98	0.88	71492645	79844812
class	Betaproteobacteria	1.00	0.61	47839300	78627440
class	Bacilli	0.92	0.84	29754785	32340827
class	Gammaproteobacteria	0.97	0.99	28335944	27773710
class	Sphingobacteriia	0.90	0.98	20648827	19013960
class	Cytophagia	0.99	0.84	12297841	14411538
class	Flavobacteriia	0.84	0.97	10889070	9442158
class	Deltaproteobacteria	0.90	0.87	9762230	10076554
class	Negativicutes	0.99	1.00	4203903	4150955
class	Bacteroidia	0.99	0.72	2026592	2783086
class	Mollicutes	0.95	1.00	1674260	1600014
class	Halobacteria	0.26	0.01	256111	4877686
class	unassigned	nan	nan	104002802	2149992
order	Actinomycetales	0.96	0.80	119159501	143462610
order	Clostridiales	0.96	0.87	62968978	69444702
order	Burkholderiales	1.00	0.68	45011403	66564525
order	Rhizobiales	0.98	0.71	39489265	54087866
order	Bacillales	0.92	0.83	26978984	29943979
order	Rhodobacterales	0.98	0.95	23697730	24573518
order	Rhodospirillales	0.99	0.99	22101988	22154048
order	Sphingobacteriales	0.90	0.98	20648827	19013960
order	Cytophagales	0.99	0.84	12297841	14411538
order	Flavobacteriales	0.84	0.97	10889070	9442158
order	Desulfovibrionales	0.90	0.87	9762230	10076554
order	Sphingomonadales	0.96	0.35	8556231	23337519
order	Thermoanaerobacterales	0.98	0.81	8523667	10400110
order	Vibrionales	0.97	0.99	8469500	8287247
order	Enterobacteriales	0.91	0.99	5888605	5419845
order	Pseudomonadales	1.00	0.95	5228195	5477884
order	Alteromonadales	0.99	1.00	5032164	4980999
order	Selenomonadales	0.99	1.00	4203903	4150955
order	Legionellales	0.97	1.00	3717480	3607735
order	Caulobacterales	1.00	1.00	3302677	3301850
order	Nitrosomonadales	0.95	0.98	2827897	2734309
order	Lactobacillales	0.86	0.99	2775801	2396848
order	Acidimicrobiales	0.95	0.97	2538144	2485587
order	Bacteroidales	0.99	0.72	2026592	2783086
order	Acholeplasmatales	0.95	1.00	1674260	1600014
order	Halobacteriales	0.26	0.01	256111	4877686
order	unassigned	nan	nan	104002802	2149992
family	Comamonadaceae	1.00	0.99	37377738	37691258
family	Cellulomonadaceae	0.88	0.97	34482435	31237913
family	Pseudonocardiaceae	0.97	0.97	32704286	32681267
family	Rhodobacteraceae	0.98	0.95	23697730	24573518
family	Rhodospirillaceae	0.99	0.99	22101988	22154048
family	Sphingobacteriaceae	0.90	0.98	20648827	19013960
family	Clostridiaceae	0.94	0.94	18928084	18916804
family	Clostridiales Family XVI. Incertae Sedis	0.97	0.94	14485688	14888857
family	Rhizobiaceae	0.98	0.69	13097144	18598125
family	Nocardiaceae	1.00	1.00	13026938	13003876
family	Intrasporangiaceae	1.00	0.99	12353030	12422925
family	Cytophagaceae	0.99	0.84	12297841	14411538
family	Flavobacteriaceae	0.84	0.97	10889070	9442158
family	Phyllobacteriaceae	0.75	0.91	10458095	8674992
family	Xanthobacteraceae	0.99	0.99	10206567	10190100
family	Desulfovibrionaceae	0.90	0.87	9762230	10076554
family	Clostridiales Family XIX. Incertae Sedis	0.95	0.60	9596540	15210881
family	Sphingomonadaceae	0.96	0.35	8556231	23337519
family	Thermoanaerobacteraceae	0.98	0.81	8523667	10400110
family	Vibrionaceae	0.97	0.99	8469500	8287247
family	Microbacteriaceae	0.91	0.97	8333275	7792846
family	Lachnospiraceae	0.99	0.99	8214576	8225026
family	Paenibacillaceae	0.67	0.74	8199968	7400375
family	Peptostreptococcaceae	0.99	1.00	7748215	7719747
family	Oxalobacteraceae	1.00	0.26	7633665	28873267
family	Mycobacteriaceae	0.97	0.99	6860028	6676999
family	Planococcaceae	0.95	0.87	6695324	7245311
family	Promicromonosporaceae	1.00	0.98	6476082	6599454
family	Enterobacteriaceae	0.91	0.99	5888605	5419845
family	Bradyrhizobiaceae	0.98	0.60	5449636	8874968
family	Pseudomonadaceae	1.00	0.95	5228195	5477884
family	Ferrimonadaceae	0.99	1.00	5032164	4980999
family	Propionibacteriaceae	0.98	1.00	4210783	4125126
family	Veillonellaceae	0.99	1.00	4203903	4150955
family	Legionellaceae	0.97	1.00	3717480	3607735
family	Caulobacteraceae	1.00	1.00	3302677	3301850
family	Nitrosomonadaceae	0.95	0.98	2827897	2734309
family	Enterococcaceae	0.86	0.99	2775801	2396848
family	Bacillaceae	1.00	0.94	2774840	2948556
family	Acidimicrobiaceae	0.95	0.97	2538144	2485587
family	Peptococcaceae	1.00	0.94	2467780	2625413
family	Porphyromonadaceae	0.99	0.99	2026592	2044131
family	Acholeplasmataceae	0.95	1.00	1674260	1600014
family	Eubacteriaceae	0.50	0.41	1528095	1857974
family	Streptomycetaceae	1.00	0.04	712644	18428033
family	Aurantimonadaceae	1.00	0.04	277823	7749681
family	Halobacteriaceae	0.26	0.01	256111	4877686
family	unassigned	nan	nan	113311654	11854717
genus	Cellulomonas	0.99	0.96	21396270	22124132
genus	Lechevalieria	0.97	0.96	20183649	20408997
genus	Phaeospirillum	0.99	0.99	14905576	15012162
genus	Carboxydocella	0.97	0.94	14485688	14888857
genus	Sinorhizobium	0.98	0.94	13097144	13774939
genus	Oerskovia	0.69	0.99	13086165	9113781
genus	Kibdelosporangium	0.98	1.00	12520637	12272270
genus	Ohtaekwangia	0.99	0.84	12297841	14411538
genus	Sphingobacterium	0.84	0.96	10866291	9481390
genus	Aquamicrobium	0.75	0.91	10458095	8674992
genus	Pedobacter	0.97	1.00	9782536	9532570
genus	Desulfovibrio	0.90	0.87	9762230	10076554
genus	Acetoanaerobium	0.95	0.60	9596540	15210881
genus	Paracoccus	0.98	0.92	8942446	9589943
genus	Phycicoccus	1.00	0.99	8715221	8785183
genus	Sphingomonas	0.96	0.35	8556231	23337519
genus	Vibrio	0.97	0.99	8469500	8287247
genus	Butyrivibrio	0.99	0.99	8214576	8225026
genus	Paenibacillus	0.67	0.74	8199968	7400375
genus	Rhodobacter	0.97	0.99	7706494	7530868
genus	Massilia	1.00	0.26	7633665	28873267
genus	Nocardia	0.99	1.00	7327805	7282241
genus	Clostridium	0.99	0.99	7252716	7261293
genus	Azospirillum	0.99	0.99	7196412	7141886
genus	Mycobacterium	0.97	0.99	6860028	6676999
genus	Sporosarcina	0.95	0.87	6695324	7245311
genus	Promicromonospora	1.00	0.98	6476082	6599454
genus	Rahnella	0.91	0.99	5888605	5419845
genus	Rhodococcus	1.00	0.99	5699133	5721635
genus	Bosea	0.98	0.60	5449636	8874968
genus	Azotobacter	1.00	0.95	5228195	5477884
genus	Pseudoxanthobacter	0.98	0.99	5201907	5163876
genus	Ferrimonas	0.99	1.00	5032164	4980999
genus	Xanthobacter	1.00	0.99	5004660	5026224
genus	Moorella	0.98	0.92	4848547	5136963
genus	Formosa	0.65	1.00	4811282	3154949
genus	Tessaracoccus	0.98	1.00	4210783	4125126
genus	Propionispora	0.99	1.00	4203903	4150955
genus	Rhodobaca	0.74	0.78	4051860	3845886
genus	Diaphorobacter	1.00	0.97	3977047	4083860
genus	Curtobacterium	0.99	0.95	3749508	3925652
genus	Tatlockia	0.97	1.00	3717480	3607735
genus	Thermoanaerobacter	0.99	0.69	3675120	5263147
genus	Janibacter	0.99	0.99	3637809	3637742
genus	Butyricicoccus	0.90	1.00	3629765	3268385
genus	Phenylobacterium	1.00	1.00	3302677	3301850
genus	Chryseobacterium	0.97	0.91	3126462	3329601
genus	Roseinatronobacter	0.76	0.63	2996930	3606821
genus	Lutispora	0.82	0.71	2974582	3459146
genus	Olleya	1.00	1.00	2951326	2957608
genus	Intestinibacter	1.00	0.99	2925325	2937124
genus	Nitrosomonas	0.95	0.98	2827897	2734309
genus	Tetragenococcus	0.86	0.99	2775801	2396848
genus	Bacillus	1.00	0.94	2774840	2948556
genus	Caminicella	0.91	0.98	2646994	2472183
genus	Peptoclostridium	0.99	1.00	2580682	2550032
genus	Ferrithrix	0.95	0.97	2538144	2485587
genus	Desulfotomaculum	1.00	0.94	2467780	2625413
genus	Caloranaerobacter	1.00	0.99	2424027	2455797
genus	Tepidibacter	0.99	1.00	2242208	2232591
genus	Porphyromonas	0.99	0.99	2026592	2044131
genus	Acholeplasma	0.95	1.00	1674260	1600014
genus	Garciella	0.50	0.41	1528095	1857974
genus	Halobacterium	0.26	0.01	256111	4877686
genus	unassigned	nan	nan	152286579	75507023
species	Phaeospirillum fulvum	0.99	0.99	14905576	15012162
species	Carboxydocella sporoproducens	0.97	0.94	14485688	14888857
species	Sinorhizobium meliloti	0.98	0.94	13097144	13774939
species	Kibdelosporangium aridum	0.98	1.00	12520637	12272270
species	Lechevalieria aerocolonigenes	0.96	0.93	10424245	10667666
species	Lechevalieria flava	0.98	0.98	9759404	9741331
species	Acetoanaerobium noterae	0.95	0.60	9596540	15210881
species	Paracoccus pantotrophus	0.98	0.92	8942446	9589943
species	Paenibacillus frigoriresistens	0.67	0.74	8199968	7400375
species	Rhodobacter capsulatus	0.97	0.99	7706494	7530868
species	uncultured Massilia sp.	1.00	0.26	7633665	28873267
species	Azospirillum brasilense	0.99	0.99	7196412	7141886
species	Sporosarcina newyorkensis	0.95	0.87	6695324	7245311
species	Promicromonospora umidemergens	1.00	0.98	6476082	6599454
species	Ohtaekwangia koreensis	0.91	0.80	6344503	7222220
species	Ohtaekwangia kribbensis	0.85	0.71	5953338	7189318
species	Rahnella aquatilis	0.91	0.99	5888605	5419845
species	Sphingobacterium nematocida	0.84	0.93	5512460	4981289
species	Sphingobacterium psychroaquaticum	0.84	0.99	5353831	4500101
species	Azotobacter vinelandii	1.00	0.95	5228195	5477884
species	Pseudoxanthobacter soli	0.98	0.99	5201907	5163876
species	Ferrimonas marina	0.99	1.00	5032164	4980999
species	Xanthobacter autotrophicus	1.00	0.99	5004660	5026224
species	Pedobacter agri	0.98	1.00	4862720	4779416
species	Moorella thermoacetica	0.98	0.92	4848547	5136963
species	Formosa spongicola	0.65	1.00	4811282	3154949
species	Butyrivibrio fibrisolvens	1.00	0.99	4792185	4834992
species	Vibrio gazogenes	0.99	1.00	4658598	4627085
species	Clostridium grantii	1.00	0.99	4455732	4473091
species	Tessaracoccus bendigoensis	0.98	1.00	4210783	4125126
species	Propionispora hippei	0.99	1.00	4203903	4150955
species	Rhodobaca barguzinensis	0.74	0.78	4051860	3845886
species	Cellulomonas terrae	0.96	0.83	4009665	4652222
species	Diaphorobacter oryzae	1.00	0.97	3977047	4083860
species	Desulfovibrio alkalitolerans	0.78	1.00	3962347	3111934
species	Vibrio cincinnatiensis	0.95	0.99	3810902	3660162
species	Curtobacterium sp. B20	0.99	0.95	3749508	3925652
