instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	0.00	nan	174925	0
superkingdom	unassigned	nan	nan	6445	0
phylum	Firmicutes	0.00	nan	70926	0
phylum	Proteobacteria	0.00	nan	11157	0
phylum	unassigned	nan	nan	99287	181370
class	Bacilli	0.00	nan	37672	0
class	Clostridia	0.00	nan	33254	0
class	Deltaproteobacteria	0.00	nan	9295	0
class	Betaproteobacteria	0.00	nan	1862	0
class	unassigned	nan	nan	99287	181370
order	Clostridiales	0.00	nan	33254	0
order	unassigned	nan	nan	148116	181370
family	unassigned	nan	nan	181370	181370
genus	unassigned	nan	nan	181370	181370
species	unassigned	nan	nan	181370	181370
