instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	0.00	nan	7789	0
superkingdom	unassigned	nan	nan	173581	0
phylum	Proteobacteria	0.00	nan	7789	0
phylum	unassigned	nan	nan	173581	181370
class	Gammaproteobacteria	0.00	nan	7789	0
class	unassigned	nan	nan	173581	181370
order	Aeromonadales	0.00	nan	7789	0
order	unassigned	nan	nan	173581	181370
family	Aeromonadaceae	0.00	nan	7789	0
family	unassigned	nan	nan	173581	181370
genus	Aeromonas	0.00	nan	7789	0
genus	unassigned	nan	nan	173581	181370
species	Aeromonas veronii	0.00	nan	7789	0
species	unassigned	nan	nan	173581	181370
