instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	0.00	nan	112163	0
superkingdom	unassigned	nan	nan	361685	473848
phylum	Bacteroidetes	0.00	nan	59390	0
phylum	Firmicutes	0.00	nan	15334	0
phylum	Proteobacteria	0.00	nan	7819	0
phylum	unassigned	nan	nan	391305	473848
class	Bacteroidia	0.00	nan	59390	0
class	Erysipelotrichia	0.00	nan	15334	0
class	Gammaproteobacteria	0.00	nan	7819	0
class	unassigned	nan	nan	391305	473848
order	Bacteroidales	0.00	nan	59390	0
order	Erysipelotrichales	0.00	nan	15334	0
order	Enterobacteriales	0.00	nan	7819	0
order	unassigned	nan	nan	391305	473848
family	Prevotellaceae	0.00	nan	35794	0
family	Erysipelotrichaceae	0.00	nan	15334	0
family	Bacteroidaceae	0.00	nan	8398	0
family	Enterobacteriaceae	0.00	nan	7819	0
family	unassigned	nan	nan	406503	473848
genus	Prevotella	0.00	nan	35794	0
genus	Bacteroides	0.00	nan	8398	0
genus	Escherichia	0.00	nan	7819	0
genus	unassigned	nan	nan	421837	473848
species	Erysipelotrichaceae bacterium 5_2_54FAA	0.00	nan	15334	0
species	Escherichia coli	0.00	nan	7819	0
species	Prevotella sp. CAG:1031	0.00	nan	7550	0
species	unassigned	nan	nan	443145	0
