instance,class,precision,recall,"predicted class size","real class size"
superkingdom,Bacteria,1.00,0.02,49025535,2772292177
superkingdom,Archaea,1.00,0.02,475794,23185149
superkingdom,Eukaryota,0.00,nan,739,0
superkingdom,unassigned,nan,nan,2753574386,7599128
phylum,Proteobacteria,1.00,0.02,25087992,1521045066
phylum,Actinobacteria,1.00,0.02,10871480,643423328
phylum,Bacteroidetes,1.00,0.02,6350470,295664382
phylum,Firmicutes,0.98,0.02,4319899,269460065
phylum,Euryarchaeota,1.00,0.02,475794,23185149
phylum,Verrucomicrobia,1.00,0.03,427433,16429445
phylum,Spirochaetes,1.00,0.08,422913,5025696
phylum,Nitrospirae,1.00,0.04,93696,2114333
phylum,Thermotogae,1.00,0.01,37000,6090970
phylum,Fusobacteria,1.00,0.01,34123,6660981
phylum,Tenericutes,1.00,0.00,7549,3100471
phylum,Ascomycota,0.00,nan,739,0
phylum,unassigned,nan,nan,2754947366,7599128
class,Alphaproteobacteria,1.00,0.02,14237044,833861012
class,Actinobacteria,1.00,0.02,10871480,643423328
class,Betaproteobacteria,1.00,0.02,4718006,253679672
class,Flavobacteriia,1.00,0.03,4064300,140981969
class,Gammaproteobacteria,0.98,0.01,3272062,283564862
class,Bacilli,1.00,0.01,1537685,116695892
class,Clostridia,0.96,0.01,1345003,144027995
class,Deltaproteobacteria,1.00,0.01,1090321,148118577
class,Cytophagia,1.00,0.01,999885,77861707
class,Sphingobacteriia,1.00,0.01,574486,60469382
class,Halobacteria,1.00,0.02,475794,23185149
class,Verrucomicrobiae,1.00,0.03,427433,16429445
class,Spirochaetia,1.00,0.08,422913,5025696
class,Negativicutes,1.00,0.04,336329,8736178
class,Bacteroidia,1.00,0.02,311292,16351324
class,Nitrospira,1.00,0.04,93696,2114333
class,Thermotogae,1.00,0.01,37000,6090970
class,Fusobacteriia,1.00,0.01,34123,6660981
class,Mollicutes,1.00,0.00,7549,3100471
class,Sordariomycetes,0.00,nan,739,0
class,unassigned,nan,nan,2758219314,7599128
order,Actinomycetales,1.00,0.02,10720492,640542435
order,Rhizobiales,1.00,0.02,8069519,516395188
order,Burkholderiales,1.00,0.02,4238121,237839503
order,Sphingomonadales,1.00,0.02,3047846,175138273
order,Flavobacteriales,1.00,0.02,2959730,140981969
order,Pseudomonadales,1.00,0.02,1846741,113391256
order,Caulobacterales,1.00,0.02,1349375,54360257
order,Clostridiales,0.96,0.01,1273859,136029716
order,Bacillales,1.00,0.01,1226481,105323788
order,Cytophagales,1.00,0.01,999885,77861707
order,Sphingobacteriales,1.00,0.01,574486,60469382
order,Rhodobacterales,1.00,0.01,516024,65931920
order,Xanthomonadales,1.00,0.01,498043,90382558
order,Halobacteriales,1.00,0.02,475794,23185149
order,Enterobacteriales,0.87,0.01,455432,41775600
order,Verrucomicrobiales,1.00,0.03,427433,16429445
order,Spirochaetales,1.00,0.08,422913,5025696
order,Selenomonadales,1.00,0.04,336329,8736178
order,Desulfovibrionales,1.00,0.01,332042,53019523
order,Bacteroidales,1.00,0.02,311292,16351324
order,Lactobacillales,1.00,0.03,311204,11372104
order,Syntrophobacterales,1.00,0.02,307306,15571397
order,Rhodospirillales,1.00,0.01,279712,22035374
order,Coriobacteriales,1.00,0.05,144969,2880893
order,Nitrospirales,1.00,0.04,93696,2114333
order,Desulfobacterales,1.00,0.00,92057,71999076
order,Rhodocyclales,1.00,0.01,86211,9152768
order,Vibrionales,1.00,0.00,62856,14976603
order,Aeromonadales,1.00,0.01,53035,6399900
order,Oceanospirillales,1.00,0.00,51531,12493329
order,Thermoanaerobacterales,1.00,0.01,43414,5160684
order,Thermotogales,1.00,0.01,37000,6090970
order,Fusobacteriales,1.00,0.01,34123,6660981
order,Halanaerobiales,1.00,0.01,26006,2837595
order,Mycoplasmatales,1.00,0.00,7549,3100471
