@SampleID:high_1
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2157	superkingdom	2157	Archaea	34806000.0
2	superkingdom	2	Bacteria	7389027300.0
976	phylum	2|976	Bacteria|Bacteroidetes	809410950.0
1224	phylum	2|1224	Bacteria|Proteobacteria	3877672050.0
203691	phylum	2|203691	Bacteria|Spirochaetes	24129450.0
544448	phylum	2|544448	Bacteria|Tenericutes	6266100.0
74201	phylum	2|74201	Bacteria|Verrucomicrobia	75459750.0
1239	phylum	2|1239	Bacteria|Firmicutes	747907350.0
201174	phylum	2|201174	Bacteria|Actinobacteria	1833145500.0
40117	phylum	2|40117	Bacteria|Nitrospirae	946200.0
28890	phylum	2157|28890	Archaea|Euryarchaeota	34806000.0
200918	phylum	2|200918	Bacteria|Thermotogae	10171950.0
32066	phylum	2|32066	Bacteria|Fusobacteria	2946450.0
65842	phylum	2|65842	Bacteria|Fibrobacteres	971550.0
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	683927550.0
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	6266100.0
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	34806000.0
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	75459750.0
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	24129450.0
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	1666050.0
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	16366200.0
203693	class	2|40117|203693	Bacteria|Nitrospirae|Nitrospira	946200.0
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	412820550.0
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	404745300.0
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	318720600.0
188708	class	2|200918|188708	Bacteria|Thermotogae|Thermotogae	10171950.0
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	253276650.0
204430	class	2|65842|204430	Bacteria|Fibrobacteres|Fibrobacteria	971550.0
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	121981200.0
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	529704450.0
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	29407800.0
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	1833145500.0
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	447810300.0
203490	class	2|32066|203490	Bacteria|Fusobacteria|Fusobacteriia	2946450.0
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	2214563700.0
72273	order	2|1224|1236|72273	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales	4553250.0
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	121981200.0
84999	order	2|201174|1760|84999	Bacteria|Actinobacteria|Actinobacteria|Coriobacteriales	1278150.0
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	325182450.0
135624	order	2|1224|1236|135624	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales	14340750.0
218872	order	2|65842|204430|218872	Bacteria|Fibrobacteres|Fibrobacteria|Fibrobacterales	971550.0
53433	order	2|1239|186801|53433	Bacteria|Firmicutes|Clostridia|Halanaerobiales	4366950.0
136	order	2|203691|203692|136	Bacteria|Spirochaetes|Spirochaetia|Spirochaetales	24129450.0
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	28829250.0
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	522500550.0
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	404745300.0
203491	order	2|32066|203490|203491	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales	2946450.0
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	60267000.0
909929	order	2|1239|909932|909929	Bacteria|Firmicutes|Negativicutes|Selenomonadales	16366200.0
206351	order	2|1224|28216|206351	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	3281550.0
2037	order	2|201174|1760|2037	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	1831867350.0
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	39216900.0
91347	order	2|1224|1236|91347	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales	88981950.0
69541	order	2|1224|28221|69541	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales	19568100.0
189778	order	2|40117|203693|189778	Bacteria|Nitrospirae|Nitrospira|Nitrospirales	946200.0
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	379624350.0
768507	order	2|976|768503|768507	Bacteria|Bacteroidetes|Cytophagia|Cytophagales	253276650.0
171549	order	2|976|200643|171549	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	29407800.0
135614	order	2|1224|1236|135614	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	185016750.0
213462	order	2|1224|28221|213462	Bacteria|Proteobacteria|Deltaproteobacteria|Syntrophobacterales	22627950.0
48461	order	2|74201|203494|48461	Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales	75459750.0
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	26635500.0
186826	order	2|1239|91061|186826	Bacteria|Firmicutes|Bacilli|Lactobacillales	19682250.0
213849	order	2|1224|29547|213849	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales	1666050.0
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	412787100.0
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	168062850.0
204458	order	2|1224|28211|204458	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	91448100.0
2235	order	2157|28890|183963|2235	Archaea|Euryarchaeota|Halobacteria|Halobacteriales	34806000.0
2085	order	2|544448|31969|2085	Bacteria|Tenericutes|Mollicutes|Mycoplasmatales	6266100.0
206389	order	2|1224|28216|206389	Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales	3922350.0
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	1481998650.0
213118	order	2|1224|28221|213118	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	234009300.0
2419	order	2|200918|188708|2419	Bacteria|Thermotogae|Thermotogae|Thermotogales	10171950.0
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	299038350.0
213115	order	2|1224|28221|213115	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	171604950.0
1268	family	2|201174|1760|2037|1268	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae	186142050.0
89373	family	2|976|768503|768507|89373	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae	189720900.0
82115	family	2|1224|28211|356|82115	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae	556086750.0
32033	family	2|1224|1236|135614|32033	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae	185016750.0
2092	family	2|544448|31969|2085|2092	Bacteria|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae	6266100.0
563798	family	2|976|768503|768507|563798	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae	61963500.0
119045	family	2|1224|28211|356|119045	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae	425404200.0
119043	family	2|1224|28211|356|119043	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhodobiaceae	1588950.0
543	family	2|1224|1236|91347|543	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae	88981950.0
558415	family	2|976|200643|171549|558415	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Marinilabiliaceae	2529900.0
85015	family	2|201174|1760|2037|85015	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardioidaceae	311229300.0
85017	family	2|201174|1760|2037|85017	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Promicromonosporaceae	45800700.0
2012	family	2|201174|1760|2037|2012	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Thermomonosporaceae	25028550.0
189779	family	2|40117|203693|189778|189779	Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae	946200.0
204431	family	2|65842|204430|218872|204431	Bacteria|Fibrobacteres|Fibrobacteria|Fibrobacterales|Fibrobacteraceae	971550.0
75787	family	2|1224|28216|206389|75787	Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae	3922350.0
137	family	2|203691|203692|136|137	Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae	24129450.0
2062	family	2|201174|1760|2037|2062	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Streptomycetaceae	98306850.0
75682	family	2|1224|28216|80840|75682	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae	93242250.0
135621	family	2|1224|1236|72274|135621	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	265491000.0
31989	family	2|1224|28211|204455|31989	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae	168062850.0
33958	family	2|1239|91061|186826|33958	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	5157150.0
85034	family	2|201174|1760|2037|85034	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Glycomycetaceae	6279300.0
85030	family	2|201174|1760|2037|85030	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Geodermatophilaceae	16631250.0
1570339	family	2|1239|186801|186802|1570339	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptoniphilaceae	1943400.0
2070	family	2|201174|1760|2037|2070	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae	310519050.0
135617	family	2|1224|1236|72273|135617	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Thiotrichaceae	4553250.0
188709	family	2|200918|188708|2419|188709	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae	10171950.0
53434	family	2|1239|186801|53433|53434	Bacteria|Firmicutes|Clostridia|Halanaerobiales|Halobacteroidaceae	4366950.0
31979	family	2|1239|186801|186802|31979	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae	194124150.0
