@SampleID:medium_5000_1
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2157	superkingdom	2157	Archaea	0.0761
10239	superkingdom	10239	Viruses	0.3390
2	superkingdom	2	Bacteria	98.7246
976	phylum	2|976	Bacteria|Bacteroidetes	1.5585
1224	phylum	2|1224	Bacteria|Proteobacteria	67.8676
544448	phylum	2|544448	Bacteria|Tenericutes	0.0098
1239	phylum	2|1239	Bacteria|Firmicutes	13.0813
201174	phylum	2|201174	Bacteria|Actinobacteria	16.2074
28890	phylum	2157|28890	Archaea|Euryarchaeota	0.0761
183967	class	2157|28890|183967	Archaea|Euryarchaeota|Thermoplasmata	0.0591
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	8.3281
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.0688
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	0.0170
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	2.3220
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	0.6932
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	2.4312
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	0.0098
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	0.5672
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	0.0332
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	16.1923
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	0.9464
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	16.2074
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	0.5101
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	50.4148
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	0.9464
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.0057
84993	order	2|201174|1760|84993	Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales	0.1852
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	0.4570
135622	order	2|1224|1236|135622	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales	0.0333
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	2.1919
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	15.7188
186329	order	2|544448|31969|186329	Bacteria|Tenericutes|Mollicutes|Acholeplasmatales	0.0098
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	0.5101
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	7.0490
2301	order	2157|28890|183967|2301	Archaea|Euryarchaeota|Thermoplasmata|Thermoplasmatales	0.0591
909929	order	2|1239|909932|909929	Bacteria|Firmicutes|Negativicutes|Selenomonadales	2.3220
206350	order	2|1224|28216|206350	Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales	0.4628
206351	order	2|1224|28216|206351	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	0.0015
2037	order	2|201174|1760|2037	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	16.0223
91347	order	2|1224|1236|91347	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales	0.0060
