@SampleID:high_4
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2157	superkingdom	2157	Archaea	51861750.0
2	superkingdom	2	Bacteria	7376403000.0
976	phylum	2|976	Bacteria|Bacteroidetes	720250200.0
1224	phylum	2|1224	Bacteria|Proteobacteria	3920301000.0
203691	phylum	2|203691	Bacteria|Spirochaetes	9235650.0
544448	phylum	2|544448	Bacteria|Tenericutes	3226800.0
74201	phylum	2|74201	Bacteria|Verrucomicrobia	35950800.0
1239	phylum	2|1239	Bacteria|Firmicutes	867851400.0
201174	phylum	2|201174	Bacteria|Actinobacteria	1771666200.0
40117	phylum	2|40117	Bacteria|Nitrospirae	4990800.0
28890	phylum	2157|28890	Archaea|Euryarchaeota	51861750.0
200918	phylum	2|200918	Bacteria|Thermotogae	18615300.0
32066	phylum	2|32066	Bacteria|Fusobacteria	21132000.0
65842	phylum	2|65842	Bacteria|Fibrobacteres	3182850.0
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	482802300.0
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	691357950.0
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	3226800.0
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	51861750.0
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	35950800.0
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	9235650.0
203693	class	2|40117|203693	Bacteria|Nitrospirae|Nitrospira	4990800.0
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	23108550.0
203490	class	2|32066|203490	Bacteria|Fusobacteria|Fusobacteriia	21132000.0
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	343429200.0
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	361940550.0
188708	class	2|200918|188708	Bacteria|Thermotogae|Thermotogae	18615300.0
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	192252150.0
204430	class	2|65842|204430	Bacteria|Fibrobacteres|Fibrobacteria	3182850.0
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	149651250.0
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	577021500.0
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	34917600.0
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	1771666200.0
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	372816600.0
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	1860750.0
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	2277244200.0
72273	order	2|1224|1236|72273	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales	7188150.0
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	149651250.0
84999	order	2|201174|1760|84999	Bacteria|Actinobacteria|Actinobacteria|Coriobacteriales	6882450.0
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	292550250.0
135624	order	2|1224|1236|135624	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales	8057100.0
218872	order	2|65842|204430|218872	Bacteria|Fibrobacteres|Fibrobacteria|Fibrobacterales	3182850.0
53433	order	2|1239|186801|53433	Bacteria|Firmicutes|Clostridia|Halanaerobiales	7083900.0
136	order	2|203691|203692|136	Bacteria|Spirochaetes|Spirochaetia|Spirochaetales	9235650.0
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	17057100.0
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	544175400.0
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	343429200.0
203491	order	2|32066|203490|203491	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales	21132000.0
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	73795350.0
909929	order	2|1239|909932|909929	Bacteria|Firmicutes|Negativicutes|Selenomonadales	23108550.0
206351	order	2|1224|28216|206351	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	15889200.0
2037	order	2|201174|1760|2037	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	1764783750.0
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	32578200.0
91347	order	2|1224|1236|91347	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales	97093950.0
