@SampleID:medium_270_1
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2157	superkingdom	2157	Archaea	1890450.0
10239	superkingdom	10239	Viruses	8424750.0
2	superkingdom	2	Bacteria	2453835000.0
976	phylum	2|976	Bacteria|Bacteroidetes	38736150.0
1224	phylum	2|1224	Bacteria|Proteobacteria	1686872400.0
544448	phylum	2|544448	Bacteria|Tenericutes	244350.0
1239	phylum	2|1239	Bacteria|Firmicutes	325140600.0
201174	phylum	2|201174	Bacteria|Actinobacteria	402841500.0
28890	phylum	2157|28890	Archaea|Euryarchaeota	1890450.0
183967	class	2157|28890|183967	Archaea|Euryarchaeota|Thermoplasmata	1468350.0
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	206997750.0
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	1709850.0
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	422100.0
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	57714900.0
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	17230350.0
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	60427950.0
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	244350.0
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	14097450.0
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	826350.0
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	402465600.0
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	23522400.0
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	402841500.0
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	12677550.0
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	1253079000.0
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	23522400.0
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	141600.0
84993	order	2|201174|1760|84993	Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales	4602000.0
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	11358600.0
135622	order	2|1224|1236|135622	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales	827100.0
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	54481050.0
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	390695550.0
186329	order	2|544448|31969|186329	Bacteria|Tenericutes|Mollicutes|Acholeplasmatales	244350.0
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	12677550.0
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	175206600.0
2301	order	2157|28890|183967|2301	Archaea|Euryarchaeota|Thermoplasmata|Thermoplasmatales	1468350.0
909929	order	2|1239|909932|909929	Bacteria|Firmicutes|Negativicutes|Selenomonadales	57714900.0
206350	order	2|1224|28216|206350	Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales	11503950.0
206351	order	2|1224|28216|206351	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	38250.0
2037	order	2|201174|1760|2037	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	398239500.0
91347	order	2|1224|1236|91347	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales	148950.0
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	152516700.0
768507	order	2|976|768503|768507	Bacteria|Bacteroidetes|Cytophagia|Cytophagales	1709850.0
171549	order	2|976|200643|171549	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	826350.0
32003	order	2|1224|28216|32003	Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales	227850.0
118969	order	2|1224|1236|118969	Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales	4754100.0
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	231924000.0
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	21780150.0
186826	order	2|1239|91061|186826	Bacteria|Firmicutes|Bacilli|Lactobacillales	3945600.0
