@SampleID:medium_270_2
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2157	superkingdom	2157	Archaea	62193450.0
10239	superkingdom	10239	Viruses	10938300.0
2	superkingdom	2	Bacteria	2391321450.0
976	phylum	2|976	Bacteria|Bacteroidetes	139840050.0
1224	phylum	2|1224	Bacteria|Proteobacteria	994339950.0
544448	phylum	2|544448	Bacteria|Tenericutes	5683050.0
1239	phylum	2|1239	Bacteria|Firmicutes	451293600.0
201174	phylum	2|201174	Bacteria|Actinobacteria	800164800.0
28890	phylum	2157|28890	Archaea|Euryarchaeota	62193450.0
183967	class	2157|28890|183967	Archaea|Euryarchaeota|Thermoplasmata	21559500.0
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	411703800.0
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	8085600.0
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	40633950.0
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	8669400.0
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	259527300.0
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	30920400.0
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	5683050.0
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	239259600.0
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	4225350.0
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	138898950.0
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	21673350.0
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	800164800.0
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	105855750.0
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	356654100.0
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	21673350.0
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	52752600.0
84993	order	2|201174|1760|84993	Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales	4731600.0
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	6755100.0
135622	order	2|1224|1236|135622	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales	121447950.0
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	279940200.0
