@SampleID:high_5
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2157	superkingdom	2157	Archaea	60695700.0
2	superkingdom	2	Bacteria	7363373400.0
976	phylum	2|976	Bacteria|Bacteroidetes	691164300.0
1224	phylum	2|1224	Bacteria|Proteobacteria	3970618200.0
203691	phylum	2|203691	Bacteria|Spirochaetes	9088500.0
544448	phylum	2|544448	Bacteria|Tenericutes	6426300.0
74201	phylum	2|74201	Bacteria|Verrucomicrobia	34821450.0
1239	phylum	2|1239	Bacteria|Firmicutes	792097200.0
201174	phylum	2|201174	Bacteria|Actinobacteria	1812077550.0
40117	phylum	2|40117	Bacteria|Nitrospirae	3949200.0
28890	phylum	2157|28890	Archaea|Euryarchaeota	60695700.0
200918	phylum	2|200918	Bacteria|Thermotogae	25293750.0
32066	phylum	2|32066	Bacteria|Fusobacteria	12977400.0
65842	phylum	2|65842	Bacteria|Fibrobacteres	4859550.0
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	679039350.0
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	6426300.0
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	60695700.0
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	34821450.0
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	9088500.0
203693	class	2|40117|203693	Bacteria|Nitrospirae|Nitrospira	3949200.0
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	23275350.0
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	380556900.0
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	353756250.0
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	388264950.0
188708	class	2|200918|188708	Bacteria|Thermotogae|Thermotogae	25293750.0
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	160626900.0
204430	class	2|65842|204430	Bacteria|Fibrobacteres|Fibrobacteria	4859550.0
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	145314300.0
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	570848550.0
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	31466850.0
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	1812077550.0
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	3137850.0
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	382822200.0
203490	class	2|32066|203490	Bacteria|Fusobacteria|Fusobacteriia	12977400.0
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	2334770250.0
72273	order	2|1224|1236|72273	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales	7108500.0
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	145314300.0
84999	order	2|201174|1760|84999	Bacteria|Actinobacteria|Actinobacteria|Coriobacteriales	11949450.0
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	254738550.0
135624	order	2|1224|1236|135624	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales	11277900.0
218872	order	2|65842|204430|218872	Bacteria|Fibrobacteres|Fibrobacteria|Fibrobacterales	4859550.0
