@SampleID:high_3
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2157	superkingdom	2157	Archaea	57398550.0
2	superkingdom	2	Bacteria	7367885100.0
976	phylum	2|976	Bacteria|Bacteroidetes	781756050.0
1224	phylum	2|1224	Bacteria|Proteobacteria	3826132050.0
203691	phylum	2|203691	Bacteria|Spirochaetes	13941750.0
544448	phylum	2|544448	Bacteria|Tenericutes	4703550.0
74201	phylum	2|74201	Bacteria|Verrucomicrobia	37298550.0
1239	phylum	2|1239	Bacteria|Firmicutes	879599400.0
201174	phylum	2|201174	Bacteria|Actinobacteria	1757221050.0
40117	phylum	2|40117	Bacteria|Nitrospirae	4632900.0
28890	phylum	2157|28890	Archaea|Euryarchaeota	57398550.0
200918	phylum	2|200918	Bacteria|Thermotogae	30921600.0
32066	phylum	2|32066	Bacteria|Fusobacteria	27365700.0
65842	phylum	2|65842	Bacteria|Fibrobacteres	4312500.0
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	621129600.0
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	4703550.0
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	57398550.0
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	37298550.0
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	13941750.0
203693	class	2|40117|203693	Bacteria|Nitrospirae|Nitrospira	4632900.0
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	32828550.0
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	515197050.0
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	346160100.0
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	331573800.0
188708	class	2|200918|188708	Bacteria|Thermotogae|Thermotogae	30921600.0
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	220083450.0
204430	class	2|65842|204430	Bacteria|Fibrobacteres|Fibrobacteria	4312500.0
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	176406000.0
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	562276050.0
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	39106500.0
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	1757221050.0
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	2347500.0
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	447598200.0
203490	class	2|32066|203490	Bacteria|Fusobacteria|Fusobacteriia	27365700.0
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	2192780700.0
72273	order	2|1224|1236|72273	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales	6236850.0
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	176406000.0
