"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	2772292177	2772292177	"Gold Standard"
"superkingdom"	"Archaea"	1	1	23185149	23185149	"Gold Standard"
"superkingdom"	"unassigned"	NA	NA	7599128	0	"Gold Standard"
"phylum"	"Proteobacteria"	1	1	1521045066	1521045066	"Gold Standard"
"phylum"	"Actinobacteria"	1	1	643423328	643423328	"Gold Standard"
"phylum"	"Bacteroidetes"	1	1	295664382	295664382	"Gold Standard"
"phylum"	"Firmicutes"	1	1	269460065	269460065	"Gold Standard"
"phylum"	"Euryarchaeota"	1	1	23185149	23185149	"Gold Standard"
"phylum"	"Verrucomicrobia"	1	1	16429445	16429445	"Gold Standard"
"phylum"	"Fusobacteria"	1	1	6660981	6660981	"Gold Standard"
"phylum"	"Thermotogae"	1	1	6090970	6090970	"Gold Standard"
"phylum"	"Spirochaetes"	1	1	5025696	5025696	"Gold Standard"
"phylum"	"Fibrobacteres"	1	1	3277440	3277440	"Gold Standard"
"phylum"	"Tenericutes"	1	1	3100471	3100471	"Gold Standard"
"phylum"	"Nitrospirae"	1	1	2114333	2114333	"Gold Standard"
"phylum"	"unassigned"	NA	NA	7599128	0	"Gold Standard"
"class"	"Alphaproteobacteria"	1	1	833861012	833861012	"Gold Standard"
"class"	"Actinobacteria"	1	1	643423328	643423328	"Gold Standard"
"class"	"Gammaproteobacteria"	1	1	283564862	283564862	"Gold Standard"
"class"	"Betaproteobacteria"	1	1	253679672	253679672	"Gold Standard"
"class"	"Deltaproteobacteria"	1	1	148118577	148118577	"Gold Standard"
"class"	"Clostridia"	1	1	144027995	144027995	"Gold Standard"
"class"	"Flavobacteriia"	1	1	140981969	140981969	"Gold Standard"
"class"	"Bacilli"	1	1	116695892	116695892	"Gold Standard"
"class"	"Cytophagia"	1	1	77861707	77861707	"Gold Standard"
"class"	"Sphingobacteriia"	1	1	60469382	60469382	"Gold Standard"
"class"	"Halobacteria"	1	1	23185149	23185149	"Gold Standard"
"class"	"Verrucomicrobiae"	1	1	16429445	16429445	"Gold Standard"
"class"	"Bacteroidia"	1	1	16351324	16351324	"Gold Standard"
"class"	"Negativicutes"	1	1	8736178	8736178	"Gold Standard"
"class"	"Fusobacteriia"	1	1	6660981	6660981	"Gold Standard"
"class"	"Thermotogae"	1	1	6090970	6090970	"Gold Standard"
"class"	"Spirochaetia"	1	1	5025696	5025696	"Gold Standard"
"class"	"Fibrobacteria"	1	1	3277440	3277440	"Gold Standard"
"class"	"Mollicutes"	1	1	3100471	3100471	"Gold Standard"
"class"	"Nitrospira"	1	1	2114333	2114333	"Gold Standard"
"class"	"Epsilonproteobacteria"	1	1	1820943	1820943	"Gold Standard"
"class"	"unassigned"	NA	NA	7599128	0	"Gold Standard"
"order"	"Actinomycetales"	1	1	640542435	640542435	"Gold Standard"
"order"	"Rhizobiales"	1	1	516395188	516395188	"Gold Standard"
"order"	"Burkholderiales"	1	1	237839503	237839503	"Gold Standard"
"order"	"Sphingomonadales"	1	1	175138273	175138273	"Gold Standard"
"order"	"Flavobacteriales"	1	1	140981969	140981969	"Gold Standard"
"order"	"Clostridiales"	1	1	136029716	136029716	"Gold Standard"
"order"	"Pseudomonadales"	1	1	113391256	113391256	"Gold Standard"
"order"	"Bacillales"	1	1	105323788	105323788	"Gold Standard"
"order"	"Xanthomonadales"	1	1	90382558	90382558	"Gold Standard"
"order"	"Cytophagales"	1	1	77861707	77861707	"Gold Standard"
"order"	"Desulfobacterales"	1	1	71999076	71999076	"Gold Standard"
"order"	"Rhodobacterales"	1	1	65931920	65931920	"Gold Standard"
"order"	"Sphingobacteriales"	1	1	60469382	60469382	"Gold Standard"
"order"	"Caulobacterales"	1	1	54360257	54360257	"Gold Standard"
"order"	"Desulfovibrionales"	1	1	53019523	53019523	"Gold Standard"
"order"	"Enterobacteriales"	1	1	41775600	41775600	"Gold Standard"
"order"	"Halobacteriales"	1	1	23185149	23185149	"Gold Standard"
"order"	"Rhodospirillales"	1	1	22035374	22035374	"Gold Standard"
"order"	"Verrucomicrobiales"	1	1	16429445	16429445	"Gold Standard"
"order"	"Bacteroidales"	1	1	16351324	16351324	"Gold Standard"
"order"	"Syntrophobacterales"	1	1	15571397	15571397	"Gold Standard"
"order"	"Vibrionales"	1	1	14976603	14976603	"Gold Standard"
"order"	"Oceanospirillales"	1	1	12493329	12493329	"Gold Standard"
"order"	"Lactobacillales"	1	1	11372104	11372104	"Gold Standard"
"order"	"Rhodocyclales"	1	1	9152768	9152768	"Gold Standard"
"order"	"Selenomonadales"	1	1	8736178	8736178	"Gold Standard"
"order"	"Desulfuromonadales"	1	1	7528581	7528581	"Gold Standard"
"order"	"Neisseriales"	1	1	6687401	6687401	"Gold Standard"
"order"	"Fusobacteriales"	1	1	6660981	6660981	"Gold Standard"
"order"	"Aeromonadales"	1	1	6399900	6399900	"Gold Standard"
"order"	"Thermotogales"	1	1	6090970	6090970	"Gold Standard"
"order"	"Thermoanaerobacterales"	1	1	5160684	5160684	"Gold Standard"
"order"	"Spirochaetales"	1	1	5025696	5025696	"Gold Standard"
"order"	"Thiotrichales"	1	1	4145616	4145616	"Gold Standard"
"order"	"Fibrobacterales"	1	1	3277440	3277440	"Gold Standard"
"order"	"Mycoplasmatales"	1	1	3100471	3100471	"Gold Standard"
"order"	"Coriobacteriales"	1	1	2880893	2880893	"Gold Standard"
"order"	"Halanaerobiales"	1	1	2837595	2837595	"Gold Standard"
"order"	"Nitrospirales"	1	1	2114333	2114333	"Gold Standard"
"order"	"Campylobacterales"	1	1	1820943	1820943	"Gold Standard"
"order"	"unassigned"	NA	NA	7599128	0	"Gold Standard"
"family"	"Rhizobiaceae"	1	1	233314299	233314299	"Gold Standard"
"family"	"Microbacteriaceae"	1	1	194907090	194907090	"Gold Standard"
"family"	"Comamonadaceae"	1	1	170149075	170149075	"Gold Standard"
"family"	"Sphingomonadaceae"	1	1	168469319	168469319	"Gold Standard"
"family"	"Methylobacteriaceae"	1	1	162653027	162653027	"Gold Standard"
"family"	"Flavobacteriaceae"	1	1	140981969	140981969	"Gold Standard"
"family"	"Pseudomonadaceae"	1	1	109345834	109345834	"Gold Standard"
"family"	"Nocardioidaceae"	1	1	97503781	97503781	"Gold Standard"
"family"	"Xanthomonadaceae"	1	1	90382558	90382558	"Gold Standard"
"family"	"Pseudonocardiaceae"	1	1	86183502	86183502	"Gold Standard"
"family"	"Streptomycetaceae"	1	1	66646645	66646645	"Gold Standard"
"family"	"Rhodobacteraceae"	1	1	65931920	65931920	"Gold Standard"
"family"	"Paenibacillaceae"	1	1	61773578	61773578	"Gold Standard"
"family"	"Desulfobacteraceae"	1	1	55956594	55956594	"Gold Standard"
"family"	"Caulobacteraceae"	1	1	54360257	54360257	"Gold Standard"
"family"	"Nocardiaceae"	1	1	52214963	52214963	"Gold Standard"
"family"	"Desulfovibrionaceae"	1	1	50536393	50536393	"Gold Standard"
"family"	"Clostridiaceae"	1	1	50365611	50365611	"Gold Standard"
"family"	"Cytophagaceae"	1	1	48663420	48663420	"Gold Standard"
"family"	"Micrococcaceae"	1	1	43419111	43419111	"Gold Standard"
"family"	"Oxalobacteraceae"	1	1	42788199	42788199	"Gold Standard"
"family"	"Enterobacteriaceae"	1	1	41775600	41775600	"Gold Standard"
"family"	"Bacillaceae"	1	1	41037029	41037029	"Gold Standard"
"family"	"Hyphomicrobiaceae"	1	1	36626430	36626430	"Gold Standard"
"family"	"Phyllobacteriaceae"	1	1	36566390	36566390	"Gold Standard"
"family"	"Sphingobacteriaceae"	1	1	31195562	31195562	"Gold Standard"
"family"	"Intrasporangiaceae"	1	1	30879476	30879476	"Gold Standard"
"family"	"Bradyrhizobiaceae"	1	1	29876564	29876564	"Gold Standard"
"family"	"Chitinophagaceae"	1	1	29273820	29273820	"Gold Standard"
"family"	"Peptococcaceae"	1	1	24562063	24562063	"Gold Standard"
"family"	"Cyclobacteriaceae"	1	1	24460231	24460231	"Gold Standard"
"family"	"Halobacteriaceae"	1	1	23185149	23185149	"Gold Standard"
"family"	"Lachnospiraceae"	1	1	22287488	22287488	"Gold Standard"
"family"	"Acetobacteraceae"	1	1	22035374	22035374	"Gold Standard"
"family"	"Alcaligenaceae"	1	1	18103721	18103721	"Gold Standard"
"family"	"Verrucomicrobiaceae"	1	1	16429445	16429445	"Gold Standard"
"family"	"Desulfobulbaceae"	1	1	16042482	16042482	"Gold Standard"
"family"	"Syntrophobacteraceae"	1	1	15571397	15571397	"Gold Standard"
"family"	"Vibrionaceae"	1	1	14976603	14976603	"Gold Standard"
