instance,class,precision,recall,"predicted class size","real class size"
superkingdom,Bacteria,0.99,0.97,541183968,553468052
superkingdom,Archaea,0.51,0.40,5011184,6411802
superkingdom,unassigned,nan,nan,15834694,1413217
phylum,Proteobacteria,0.99,0.96,235514516,243932505
phylum,Actinobacteria,0.97,0.98,146922642,145948197
phylum,Firmicutes,0.99,0.94,110023365,116336594
phylum,Bacteroidetes,0.99,0.93,42936318,45650742
phylum,Euryarchaeota,0.97,0.36,2389946,6411802
phylum,Tenericutes,0.99,1.00,1606492,1600014
phylum,Cyanobacteria,0.00,nan,395166,0
phylum,unassigned,nan,nan,22241401,2149992
class,Actinobacteria,0.97,0.98,146922642,145948197
class,Alphaproteobacteria,1.00,0.94,120196009,127454801
class,Betaproteobacteria,1.00,0.99,78273803,78627440
class,Clostridia,0.99,0.95,76398473,79844812
class,Gammaproteobacteria,0.99,0.99,27742753,27773710
class,Bacilli,0.99,0.84,27443287,32340827
class,Sphingobacteriia,0.73,0.91,23798824,19013960
class,Flavobacteriia,0.98,0.98,9496917,9442158
class,Deltaproteobacteria,0.97,0.84,8774297,10076554
class,Negativicutes,0.94,0.98,4330878,4150955
class,Bacteroidia,0.58,0.73,3488510,2783086
class,Cytophagia,0.95,0.16,2498936,14411538
class,Mollicutes,0.99,1.00,1606492,1600014
class,Thermoplasmata,0.99,1.00,1551926,1534116
class,unassigned,nan,nan,29506099,2149992
order,Actinomycetales,1.00,0.99,142323391,143462610
order,Burkholderiales,1.00,1.00,66483046,66564525
order,Clostridiales,0.99,0.93,65254316,69444702
order,Rhizobiales,0.99,0.75,40643536,54087866
order,Bacillales,0.99,0.83,24955832,29943979
order,Rhodobacterales,0.98,0.97,24215361,24573518
order,Sphingobacteriales,0.73,0.91,23798824,19013960
order,Sphingomonadales,0.99,1.00,23573597,23337519
order,Rhodospirillales,0.98,1.00,22614845,22154048
order,Thermoanaerobacterales,0.97,0.90,9588418,10400110
order,Flavobacteriales,0.99,0.98,9318689,9442158
order,Methylophilales,1.00,0.99,8867452,8904107
order,Vibrionales,0.98,0.99,8383116,8287247
order,Desulfovibrionales,0.98,0.69,7077555,10076554
order,Enterobacteriales,1.00,0.98,5334864,5419845
order,Pseudomonadales,0.99,0.95,5245107,5477884
order,Alteromonadales,0.99,1.00,4986924,4980999
order,Selenomonadales,0.94,0.98,4330878,4150955
order,Legionellales,1.00,0.99,3588345,3607735
order,Bacteroidales,0.58,0.73,3488510,2783086
order,Caulobacterales,1.00,1.00,3296363,3301850
order,Nitrosomonadales,0.98,0.98,2721982,2734309
order,Cytophagales,0.95,0.16,2498936,14411538
order,Lactobacillales,0.95,0.98,2464596,2396848
order,Acholeplasmatales,1.00,1.00,1597924,1600014
order,Thermoplasmatales,0.99,1.00,1550607,1534116
order,Acidimicrobiales,0.17,0.02,334531,2485587
order,unassigned,nan,nan,43492301,2149992
family,Comamonadaceae,1.00,0.88,33410705,37691258
family,Pseudonocardiaceae,0.98,0.94,31487532,32681267
family,Oxalobacteraceae,1.00,0.95,27535693,28873267
family,Cellulomonadaceae,0.85,0.68,24976229,31237913
family,Rhodobacteraceae,1.00,0.95,23384561,24573518
family,Sphingomonadaceae,1.00,0.99,23109734,23337519
family,Peptostreptococcaceae,0.34,0.99,22567670,7719747
family,Rhodospirillaceae,1.00,0.99,22128516,22154048
family,Sphingobacteriaceae,0.93,0.91,18501978,19013960
family,Streptomycetaceae,1.00,0.99,18381511,18428033
family,Clostridiaceae,0.97,0.82,16077158,18916804
family,Rhizobiaceae,0.97,0.75,14387723,18598125
family,"Clostridiales Family XVI. Incertae Sedis",1.00,0.94,14040437,14888857
family,Nocardiaceae,0.99,1.00,13043394,13003876
family,Intrasporangiaceae,0.97,0.97,12439410,12422925
family,Promicromonosporaceae,0.08,0.13,10044301,6599454
family,Thermoanaerobacteraceae,0.97,0.88,9448727,10400110
family,Flavobacteriaceae,0.99,0.98,9292012,9442158
family,Methylophilaceae,1.00,0.99,8829607,8904107
family,Lachnospiraceae,0.96,0.97,8276633,8225026
family,Vibrionaceae,0.99,0.98,8223511,8287247
family,Aurantimonadaceae,1.00,0.99,7708864,7749681
family,Planococcaceae,0.99,0.96,6986790,7245311
family,Phyllobacteriaceae,0.98,0.79,6983156,8674992
family,Mycobacteriaceae,0.95,0.99,6960427,6676999
family,Nocardioidaceae,0.96,0.62,6764673,10494171
family,Desulfovibrionaceae,0.99,0.59,5996116,10076554
family,Enterobacteriaceae,1.00,0.98,5334864,5419845
family,Pseudomonadaceae,1.00,0.95,5232219,5477884
family,Xanthobacteraceae,0.98,0.49,5099321,10190100
family,Ferrimonadaceae,1.00,1.00,4958478,4980999
family,Bradyrhizobiaceae,0.99,0.49,4367732,8874968
family,Paenibacillaceae,0.99,0.58,4332301,7400375
family,Propionibacteriaceae,0.90,0.93,4280521,4125126
family,Veillonellaceae,0.95,0.98,4251598,4150955
family,Microbacteriaceae,0.98,0.52,4138963,7792846
family,Legionellaceae,1.00,0.99,3588345,3607735
family,Caulobacteraceae,1.00,1.00,3296363,3301850
family,Bacillaceae,0.99,0.96,2838820,2948556
family,Nitrosomonadaceae,0.98,0.98,2721982,2734309
family,Peptococcaceae,0.97,0.98,2636378,2625413
family,Enterococcaceae,0.99,0.98,2352705,2396848
family,Porphyromonadaceae,0.97,0.98,2074007,2044131
family,Acholeplasmataceae,1.00,1.00,1597924,1600014
family,Picrophilaceae,1.00,1.00,1534116,1534116
family,Flammeovirgaceae,0.00,nan,1260588,0
family,Burkholderiaceae,0.00,nan,887225,0
family,Cytophagaceae,0.93,0.03,539916,14411538
family,Acidimicrobiaceae,0.17,0.02,334531,2485587
family,Staphylococcaceae,0.96,0.08,230539,2645012
family,Methylobacteriaceae,0.00,nan,83304,0
family,Ruminococcaceae,0.00,nan,32816,0
family,unassigned,nan,nan,83037222,11854717
genus,Massilia,1.00,0.92,26648871,28873267
genus,Sphingomonas,1.00,0.97,22620682,23337519
genus,Streptomyces,0.00,nan,18353080,0
genus,Peptoclostridium,0.09,0.61,18216047,2550032
genus,Variovorax,0.00,nan,17977607,0
genus,Cellulomonas,0.99,0.77,17222497,22124132
genus,Phaeospirillum,1.00,0.95,14223555,15012162
genus,Carboxydocella,1.00,0.94,14040437,14888857
genus,Paracoccus,0.65,0.94,13965035,9589943
genus,Sinorhizobium,0.97,0.94,13350296,13774939
genus,Acidovorax,0.00,nan,13016801,0
genus,Kibdelosporangium,0.99,1.00,12405037,12272270
genus,Lechevalieria,1.00,0.50,10305557,20408997
genus,Exiguobacterium,0.00,nan,9700552,0
genus,Pedobacter,1.00,1.00,9528941,9532570
genus,Clostridium,0.76,0.95,9106681,7261293
genus,Methylotenera,0.00,nan,8730808,0
genus,Vibrio,0.99,0.98,8205737,8287247
genus,Butyrivibrio,0.97,0.97,8193984,8225026
genus,Aurantimonas,0.00,nan,7696353,0
genus,Nocardia,0.99,1.00,7340288,7282241
genus,Azospirillum,1.00,0.99,7080039,7141886
genus,Sporosarcina,0.99,0.95,6955404,7245311
genus,Mesorhizobium,0.00,nan,6833786,0
genus,Mycobacterium,0.99,0.99,6700715,6676999
genus,Solitalea,0.00,nan,6198438,0
genus,Desulfovibrio,1.00,0.57,5737119,10076554
genus,Rhodococcus,1.00,0.99,5650571,5721635
genus,Rahnella,1.00,0.96,5221665,5419845
genus,Azotobacter,1.00,0.95,5194449,5477884
genus,Moorella,1.00,1.00,5120395,5136963
genus,Saccharothrix,0.00,nan,4983083,0
genus,Ferrimonas,1.00,1.00,4958478,4980999
genus,Xanthobacter,0.99,0.96,4918707,5026224
genus,Bosea,1.00,0.49,4322044,8874968
genus,Methylibium,0.00,nan,4183728,0
genus,Paenibacillus,1.00,0.55,4098740,7400375
genus,Propionibacterium,0.00,nan,4064761,0
genus,Thermoanaerobacter,0.99,0.73,3867856,5263147
genus,Janibacter,1.00,0.99,3604387,3637742
genus,Legionella,0.00,nan,3458561,0
genus,Phenylobacterium,1.00,1.00,3296363,3301850
genus,Butyricicoccus,0.99,1.00,3282852,3268385
genus,Caloranaerobacter,0.69,0.89,3184346,2455797
genus,Formosa,1.00,0.98,3106052,3154949
genus,Intestinibacter,0.97,0.98,2957852,2937124
genus,Lacinutrix,0.00,nan,2934888,0
genus,Bacillus,0.99,0.95,2823276,2948556
genus,Nitrosomonas,0.99,0.97,2684218,2734309
genus,Rhodobacter,0.86,0.30,2595682,7530868
genus,Desulfotomaculum,0.99,0.98,2581437,2625413
genus,Tetragenococcus,1.00,0.97,2335659,2396848
genus,Porphyromonas,0.99,0.98,2026011,2044131
genus,Sphingobacterium,0.89,0.18,1874582,9481390
genus,Acholeplasma,1.00,1.00,1597924,1600014
genus,Picrophilus,1.00,1.00,1534116,1534116
genus,Fulvivirga,0.00,nan,1259059,0
genus,Xylanimonas,0.00,nan,867370,0
genus,Nocardioides,0.00,nan,839594,0
genus,Herbaspirillum,0.00,nan,776029,0
genus,Magnetospirillum,0.00,nan,597536,0
genus,Sphingobium,0.00,nan,428106,0
genus,Agrobacterium,0.00,nan,398089,0
genus,Isoptericola,0.00,nan,261980,0
genus,Leifsonia,0.00,nan,258508,0
genus,Tepidibacter,1.00,0.09,195414,2232591
genus,Starkeya,0.00,nan,137157,0
genus,Tatlockia,0.99,0.03,126809,3607735
genus,Methylophilus,1.00,0.01,87333,8904107
genus,Methylobacterium,0.00,nan,58536,0
genus,Rhizobium,1.00,0.00,14779,4823186
genus,Ruminiclostridium,0.00,nan,12976,0
genus,Peptostreptococcus,0.00,nan,10831,0
genus,Chryseobacterium,1.00,0.00,9874,3329601
genus,Knoellia,0.00,nan,5956,0
genus,Aeromicrobium,1.00,0.00,3441,10494171
genus,Desulfocurvus,0.00,nan,3080,0
genus,unassigned,nan,nan,132860359,75507023
species,"Massilia sp. JS1662",0.00,nan,26488097,0
species,"Sphingomonas wittichii",0.00,nan,15860221,0
species,"Variovorax paradoxus",0.00,nan,14943594,0
species,"Streptomyces griseus",0.00,nan,14439561,0
species,"[Clostridium] sticklandii",0.00,nan,14433202,0
species,"Phaeospirillum fulvum",1.00,0.93,14041083,15012162
species,"Carboxydocella ferrireducens",0.00,nan,14040437,0
species,"Kibdelosporangium aridum",0.99,1.00,12405037,12272270
species,"Paracoccus denitrificans",0.00,nan,12339772,0
species,"Cellulomonas fimi",0.00,nan,12264851,0
species,"Sinorhizobium meliloti",0.97,0.84,11929933,13774939
species,"Acidovorax radicis",0.00,nan,11823760,0
species,"Lechevalieria aerocolonigenes",0.16,0.16,10305557,10667666
species,"Exiguobacterium antarcticum",0.00,nan,9147047,0
species,"Methylotenera mobilis",0.00,nan,8727006,0
species,"Butyrivibrio proteoclasticus",0.00,nan,8182446,0
species,"Pedobacter agri",0.59,0.99,8014249,4779416
species,"Aurantimonas coralicida",0.00,nan,7696353,0
species,"Nocardia cyriacigeorgica",0.00,nan,7323836,0
species,"Clostridium tetani",0.38,0.98,7175369,2788202
species,"Azospirillum brasilense",1.00,0.99,7080039,7141886
species,"Mesorhizobium loti",0.00,nan,6829046,0
species,"Mycobacterium neoaurum",0.00,nan,6697531,0
species,"Solitalea canadensis",0.00,nan,6198438,0
species,"Rhodococcus fascians",0.00,nan,5650571,0
species,"Sporosarcina ureae",0.00,nan,5499295,0
species,"Azotobacter vinelandii",1.00,0.95,5194449,5477884
species,"Polymorphum gilvum",0.00,nan,5162236,0
species,"Moorella thermoacetica",1.00,1.00,5120395,5136963
species,"Rahnella aquatilis",1.00,0.92,5007097,5419845
species,"Saccharothrix espanaensis",0.00,nan,4942102,0
species,"Xanthobacter autotrophicus",0.99,0.96,4916770,5026224
species,"Vibrio gazogenes",0.99,0.99,4655044,4627085
species,"Ferrimonas balearica",0.00,nan,4383400,0
species,"Bosea sp. UNC402CLCol",0.00,nan,4311932,0
species,"Propionibacterium propionicum",0.00,nan,3671634,0
species,"Janibacter hoylei",0.00,nan,3573127,0
species,"Vibrio metschnikovii",0.00,nan,3547678,0
species,"Phenylobacterium zucineum",0.00,nan,3296363,0
species,"Butyricicoccus pullicaecorum",0.99,1.00,3282852,3268385
species,"Caloranaerobacter azorensis",0.69,0.89,3184346,2455797
species,"Desulfovibrio alkalitolerans",0.98,1.00,3178660,3111934
species,"Formosa sp. AK20",0.00,nan,3106052,0
species,"Legionella longbeachae",0.00,nan,3103678,0
species,"Intestinibacter bartlettii",0.97,0.98,2957852,2937124
species,"Lacinutrix sp. 5H-3-7-4",0.00,nan,2934888,0
