binner	rank	precision	recall	predicted_size	real_size
stoic_albattani_0	superkingdom	1.00	0.25	288553950	1149303300
stoic_albattani_0	superkingdom	0.00	nan	4050	0
stoic_albattani_0	superkingdom	0.00	nan	300	0
stoic_albattani_0	phylum	1.00	0.25	285983850	1143061950
stoic_albattani_0	phylum	1.00	0.33	2060850	6241350
stoic_albattani_0	phylum	0.00	nan	120450	0
stoic_albattani_0	phylum	0.00	nan	3000	0
stoic_albattani_0	phylum	0.00	nan	3000	0
stoic_albattani_0	phylum	0.00	nan	1500	0
stoic_albattani_0	phylum	0.00	nan	750	0
stoic_albattani_0	phylum	0.00	nan	750	0
stoic_albattani_0	phylum	0.00	nan	300	0
stoic_albattani_0	phylum	0.00	nan	300	0
stoic_albattani_0	phylum	0.00	nan	150	0
stoic_albattani_0	phylum	0.00	nan	150	0
stoic_albattani_0	phylum	0.00	nan	150	0
stoic_albattani_0	class	1.00	0.26	166554900	636096000
stoic_albattani_0	class	1.00	0.28	84056250	305637750
stoic_albattani_0	class	1.00	0.17	35177100	201328200
stoic_albattani_0	class	1.00	0.33	2059200	6241350
stoic_albattani_0	class	0.00	nan	100200	0
stoic_albattani_0	class	0.00	nan	14550	0
stoic_albattani_0	class	0.00	nan	8100	0
stoic_albattani_0	class	0.00	nan	3000	0
stoic_albattani_0	class	0.00	nan	3000	0
stoic_albattani_0	class	0.00	nan	2250	0
stoic_albattani_0	class	0.00	nan	1800	0
stoic_albattani_0	class	0.00	nan	1500	0
stoic_albattani_0	class	0.00	nan	750	0
stoic_albattani_0	class	0.00	nan	750	0
stoic_albattani_0	class	0.00	nan	150	0
stoic_albattani_0	class	0.00	nan	150	0
stoic_albattani_0	class	0.00	nan	150	0
stoic_albattani_0	class	0.00	nan	150	0
stoic_albattani_0	order	1.00	0.26	162955500	619960800
stoic_albattani_0	order	1.00	0.27	82754100	305637750
stoic_albattani_0	order	1.00	0.17	34996800	201328200
stoic_albattani_0	order	1.00	0.22	3566250	16135200
stoic_albattani_0	order	1.00	0.32	1973400	6241350
stoic_albattani_0	order	0.00	nan	204000	0
stoic_albattani_0	order	0.00	nan	70500	0
stoic_albattani_0	order	0.00	nan	16950	0
stoic_albattani_0	order	0.00	nan	11250	0
stoic_albattani_0	order	0.00	nan	10950	0
stoic_albattani_0	order	0.00	nan	9600	0
stoic_albattani_0	order	0.00	nan	8100	0
stoic_albattani_0	order	0.00	nan	7050	0
stoic_albattani_0	order	0.00	nan	5850	0
stoic_albattani_0	order	0.00	nan	5550	0
stoic_albattani_0	order	0.00	nan	5100	0
stoic_albattani_0	order	0.00	nan	4350	0
stoic_albattani_0	order	0.00	nan	4050	0
stoic_albattani_0	order	0.00	nan	3900	0
stoic_albattani_0	order	0.00	nan	3000	0
stoic_albattani_0	order	0.00	nan	3000	0
stoic_albattani_0	order	0.00	nan	2850	0
stoic_albattani_0	order	0.00	nan	2250	0
stoic_albattani_0	order	0.00	nan	2100	0
stoic_albattani_0	order	0.00	nan	1800	0
stoic_albattani_0	order	0.00	nan	1500	0
stoic_albattani_0	order	0.00	nan	1350	0
stoic_albattani_0	order	0.00	nan	900	0
stoic_albattani_0	order	0.00	nan	750	0
stoic_albattani_0	order	0.00	nan	750	0
stoic_albattani_0	order	0.00	nan	750	0
stoic_albattani_0	order	0.00	nan	750	0
stoic_albattani_0	order	0.00	nan	600	0
stoic_albattani_0	order	0.00	nan	300	0
stoic_albattani_0	order	0.00	nan	300	0
stoic_albattani_0	order	0.00	nan	300	0
stoic_albattani_0	order	0.00	nan	300	0
stoic_albattani_0	order	0.00	nan	150	0
stoic_albattani_0	order	0.00	nan	150	0
stoic_albattani_0	order	0.00	nan	150	0
stoic_albattani_0	order	0.00	nan	150	0
stoic_albattani_0	order	0.00	nan	150	0
stoic_albattani_0	order	0.00	nan	150	0
stoic_albattani_0	order	0.00	nan	150	0
stoic_albattani_0	order	0.00	nan	150	0
stoic_albattani_0	order	0.00	nan	150	0
stoic_albattani_0	family	1.00	0.26	162954900	619960800
stoic_albattani_0	family	1.00	0.27	82696350	305637750
stoic_albattani_0	family	1.00	0.17	34977750	201328200
stoic_albattani_0	family	1.00	0.22	3566250	16135200
stoic_albattani_0	family	1.00	0.32	1973100	6241350
stoic_albattani_0	family	0.00	nan	64500	0
stoic_albattani_0	family	0.00	nan	45750	0
stoic_albattani_0	family	0.00	nan	36600	0
stoic_albattani_0	family	0.00	nan	25950	0
stoic_albattani_0	family	0.00	nan	16950	0
stoic_albattani_0	family	0.00	nan	11100	0
stoic_albattani_0	family	0.00	nan	10950	0
stoic_albattani_0	family	0.00	nan	9600	0
stoic_albattani_0	family	0.00	nan	8700	0
stoic_albattani_0	family	0.00	nan	8100	0
