binner	rank	precision	recall	predicted_size	real_size
pensive_curie_5	superkingdom	1.00	0.48	2357887800	4893057000
pensive_curie_5	superkingdom	0.00	nan	687900	0
pensive_curie_5	superkingdom	0.00	nan	300750	0
pensive_curie_5	superkingdom	0.00	nan	121050	0
pensive_curie_5	phylum	0.99	0.55	1455339000	2614541550
pensive_curie_5	phylum	0.99	0.48	550488150	1135488900
pensive_curie_5	phylum	0.99	0.42	225931800	535671150
pensive_curie_5	phylum	1.00	0.20	114491400	570855600
pensive_curie_5	phylum	0.00	nan	852750	0
pensive_curie_5	phylum	0.82	0.04	778500	14815650
pensive_curie_5	phylum	0.86	0.05	446100	7008300
pensive_curie_5	phylum	0.00	nan	373350	0
pensive_curie_5	phylum	0.00	nan	366750	0
pensive_curie_5	phylum	0.93	0.04	326400	7102200
pensive_curie_5	phylum	0.00	nan	279000	0
pensive_curie_5	phylum	0.00	nan	222450	0
pensive_curie_5	phylum	0.33	0.07	195750	953700
pensive_curie_5	phylum	0.00	nan	190650	0
pensive_curie_5	phylum	0.17	0.01	164700	2487750
pensive_curie_5	phylum	0.00	nan	104100	0
pensive_curie_5	phylum	0.00	nan	83400	0
pensive_curie_5	phylum	0.00	nan	74400	0
pensive_curie_5	phylum	0.00	nan	74100	0
pensive_curie_5	phylum	0.79	0.02	58950	1866450
pensive_curie_5	phylum	0.00	nan	50250	0
pensive_curie_5	phylum	0.00	nan	46650	0
pensive_curie_5	phylum	0.85	0.01	29100	2265750
pensive_curie_5	phylum	0.00	nan	26850	0
pensive_curie_5	phylum	0.00	nan	15300	0
pensive_curie_5	phylum	0.00	nan	13800	0
pensive_curie_5	phylum	0.00	nan	11850	0
pensive_curie_5	phylum	0.00	nan	10500	0
pensive_curie_5	phylum	0.00	nan	10350	0
pensive_curie_5	phylum	0.00	nan	9300	0
pensive_curie_5	phylum	0.00	nan	9150	0
pensive_curie_5	phylum	0.00	nan	9150	0
pensive_curie_5	phylum	0.00	nan	8700	0
pensive_curie_5	phylum	0.00	nan	8700	0
pensive_curie_5	phylum	0.00	nan	8400	0
pensive_curie_5	phylum	0.00	nan	6900	0
pensive_curie_5	phylum	0.00	nan	6600	0
pensive_curie_5	phylum	0.00	nan	5550	0
pensive_curie_5	phylum	0.00	nan	3450	0
pensive_curie_5	phylum	0.00	nan	2700	0
pensive_curie_5	phylum	0.00	nan	2550	0
pensive_curie_5	phylum	0.00	nan	2550	0
pensive_curie_5	phylum	0.00	nan	2400	0
pensive_curie_5	phylum	0.00	nan	2250	0
pensive_curie_5	phylum	0.00	nan	2100	0
pensive_curie_5	phylum	0.00	nan	1950	0
pensive_curie_5	phylum	0.00	nan	1950	0
pensive_curie_5	phylum	0.00	nan	1650	0
pensive_curie_5	phylum	0.00	nan	1500	0
pensive_curie_5	phylum	0.00	nan	1350	0
pensive_curie_5	phylum	0.00	nan	1050	0
pensive_curie_5	phylum	0.00	nan	750	0
pensive_curie_5	phylum	0.00	nan	450	0
pensive_curie_5	phylum	0.00	nan	450	0
pensive_curie_5	phylum	0.00	nan	300	0
pensive_curie_5	phylum	0.00	nan	300	0
pensive_curie_5	phylum	0.00	nan	150	0
pensive_curie_5	class	0.99	0.53	878000250	1635394800
pensive_curie_5	class	0.99	0.48	550488150	1135488900
pensive_curie_5	class	0.97	0.65	421551150	630498300
pensive_curie_5	class	0.99	0.51	172031850	333116550
pensive_curie_5	class	0.88	0.46	107423550	203921550
pensive_curie_5	class	0.97	0.36	75765900	204490800
pensive_curie_5	class	0.98	0.27	52926300	188314650
pensive_curie_5	class	0.96	0.26	38129850	142339050
pensive_curie_5	class	0.98	0.12	25305600	210338700
pensive_curie_5	class	0.88	0.20	6909300	30779250
pensive_curie_5	class	0.89	0.04	5929200	125246850
pensive_curie_5	class	0.86	0.41	1130850	2387850
pensive_curie_5	class	0.82	0.04	778500	14815650
pensive_curie_5	class	0.48	0.02	545550	14239950
pensive_curie_5	class	0.86	0.05	446100	7008300
pensive_curie_5	class	0.00	nan	372900	0
pensive_curie_5	class	0.92	0.04	323100	7102200
