instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	1.00	1.00	1927003218	1929262649
superkingdom	Archaea	0.00	nan	16822	0
superkingdom	unassigned	nan	nan	2242609	0
phylum	Proteobacteria	1.00	1.00	1062209160	1063750082
phylum	Actinobacteria	1.00	1.00	448445831	449215719
phylum	Bacteroidetes	1.00	1.00	201308515	201872649
phylum	Firmicutes	1.00	1.00	187728400	187941298
phylum	Thermotogae	0.98	1.00	6164278	6090970
phylum	Spirochaetes	1.00	0.99	4988141	5025696
phylum	Verrucomicrobia	0.97	1.00	4444305	4320165
phylum	Fibrobacteres	1.00	0.99	3263512	3277440
phylum	Tenericutes	0.96	0.96	3092681	3100471
phylum	Fusobacteria	1.00	0.90	2305848	2553826
phylum	Nitrospirae	1.00	0.68	1439094	2114333
phylum	Cyanobacteria	0.00	nan	27524	0
phylum	Euryarchaeota	0.00	nan	1407	0
phylum	unassigned	nan	nan	3843953	0
class	Alphaproteobacteria	1.00	1.00	680585542	680933509
class	Actinobacteria	1.00	1.00	448445831	449215719
class	Gammaproteobacteria	1.00	0.99	243596921	244077075
class	Bacilli	1.00	0.99	110858588	111794841
class	Betaproteobacteria	0.99	0.99	101680709	101587125
class	Flavobacteriia	1.00	0.99	73883374	73983875
class	Clostridia	0.99	1.00	73479856	73235155
class	Cytophagia	1.00	0.92	55921950	60444997
class	Sphingobacteriia	1.00	0.99	55266529	55641084
class	Deltaproteobacteria	0.99	0.81	29059680	35331430
class	Bacteroidia	0.74	0.99	15905381	11802693
class	Thermotogae	0.99	1.00	6140614	6090970
class	Spirochaetia	1.00	0.99	4988141	5025696
class	Verrucomicrobiae	0.98	1.00	4397042	4320165
class	Epsilonproteobacteria	0.42	1.00	4360954	1820943
class	Fibrobacteria	1.00	0.99	3263512	3277440
class	Mollicutes	0.96	0.96	3092681	3100471
class	Negativicutes	1.00	0.99	2895486	2911302
class	Fusobacteriia	1.00	0.90	2305848	2553826
class	Nitrospira	1.00	0.68	1439094	2114333
class	Halobacteria	0.00	nan	1407	0
class	unassigned	nan	nan	7693509	0
order	Actinomycetales	1.00	1.00	448417610	449215719
order	Rhizobiales	1.00	0.99	442736860	444765031
order	Sphingomonadales	1.00	0.97	148280276	152310437
order	Pseudomonadales	1.00	0.99	109032384	110117112
order	Bacillales	1.00	0.99	104357745	105323788
order	Burkholderiales	1.00	0.98	89065079	89999797
order	Xanthomonadales	1.00	0.99	83141542	83373719
order	Flavobacteriales	1.00	0.99	73794038	73983875
order	Clostridiales	0.99	0.99	70758084	70828443
order	Cytophagales	1.00	0.92	55921950	60444997
order	Sphingobacteriales	1.00	0.99	55266529	55641084
order	Caulobacterales	1.00	0.98	53278569	54360257
order	Rhodospirillales	0.99	0.96	21397385	22035374
order	Desulfovibrionales	0.99	0.75	20335513	26789202
order	Enterobacteriales	0.98	1.00	19111101	18743207
order	Bacteroidales	0.74	0.99	15905381	11802693
order	Vibrionales	0.99	0.98	14776606	14976603
order	Rhodobacterales	0.62	1.00	11926629	7462410
order	Oceanospirillales	0.97	0.92	8518381	8985274
order	Neisseriales	0.97	0.97	6698965	6687401
order	Lactobacillales	0.99	0.99	6426575	6471053
order	Thermotogales	0.99	1.00	6140614	6090970
order	Desulfobacterales	0.96	0.97	5027892	4974095
order	Spirochaetales	1.00	0.99	4988141	5025696
order	Rhodocyclales	0.98	0.98	4903315	4899927
order	Verrucomicrobiales	0.98	1.00	4397042	4320165
order	Thiotrichales	0.98	1.00	4220830	4145616
order	Aeromonadales	0.99	1.00	3776573	3735544
order	Desulfuromonadales	0.98	0.99	3616525	3568133
order	Fibrobacterales	1.00	0.99	3263512	3277440
order	Selenomonadales	1.00	0.99	2895486	2911302
