instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	0.00	nan	284799	0
superkingdom	unassigned	nan	nan	654570	939369
phylum	Firmicutes	0.00	nan	246939	0
phylum	Bacteroidetes	0.00	nan	22140	0
phylum	Proteobacteria	0.00	nan	15720	0
phylum	unassigned	nan	nan	654570	939369
class	Clostridia	0.00	nan	185223	0
class	Bacilli	0.00	nan	61716	0
class	Bacteroidia	0.00	nan	22140	0
class	Gammaproteobacteria	0.00	nan	15720	0
class	unassigned	nan	nan	654570	939369
order	Clostridiales	0.00	nan	185223	0
order	Lactobacillales	0.00	nan	47607	0
order	Bacteroidales	0.00	nan	22140	0
order	Enterobacteriales	0.00	nan	15720	0
order	Bacillales	0.00	nan	14109	0
order	unassigned	nan	nan	654570	939369
family	Clostridiaceae	0.00	nan	185223	0
family	Lactobacillaceae	0.00	nan	27000	0
family	Bacteroidaceae	0.00	nan	22140	0
family	Leuconostocaceae	0.00	nan	20607	0
family	Enterobacteriaceae	0.00	nan	15720	0
family	Staphylococcaceae	0.00	nan	14109	0
family	unassigned	nan	nan	654570	939369
genus	Clostridium	0.00	nan	185223	0
genus	Lactobacillus	0.00	nan	27000	0
genus	Bacteroides	0.00	nan	22140	0
genus	Leuconostoc	0.00	nan	20607	0
genus	Escherichia	0.00	nan	15720	0
genus	Staphylococcus	0.00	nan	14109	0
genus	unassigned	nan	nan	654570	939369
species	Clostridium clostridioforme CAG:132	0.00	nan	68543	0
species	Clostridium sp. M62/1	0.00	nan	65338	0
species	Clostridium sp. ATCC 29733	0.00	nan	51342	0
species	Lactobacillus fermentum	0.00	nan	27000	0
species	Leuconostoc citreum	0.00	nan	20607	0
species	Escherichia coli	0.00	nan	15720	0
species	Staphylococcus equorum	0.00	nan	14109	0
species	unassigned	nan	nan	676710	0
