instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	1.00	1.00	33943176	33943176
phylum	Proteobacteria	1.00	1.00	30309583	30309583
phylum	Bacteroidetes	1.00	1.00	3633593	3633593
class	Alphaproteobacteria	1.00	1.00	15144554	15144554
class	Gammaproteobacteria	1.00	1.00	8701293	8701293
class	Deltaproteobacteria	1.00	1.00	6463736	6463736
class	Flavobacteriia	1.00	1.00	3633593	3633593
order	Rhodobacterales	1.00	1.00	15144554	15144554
order	Desulfobacterales	1.00	1.00	6463736	6463736
order	Pseudomonadales	1.00	1.00	6277722	6277722
order	Flavobacteriales	1.00	1.00	3633593	3633593
order	Xanthomonadales	1.00	1.00	2423571	2423571
family	Rhodobacteraceae	1.00	1.00	15144554	15144554
family	Desulfobacteraceae	1.00	1.00	6463736	6463736
family	Pseudomonadaceae	1.00	1.00	6277722	6277722
family	Flavobacteriaceae	1.00	1.00	3633593	3633593
family	Xanthomonadaceae	1.00	1.00	2423571	2423571
genus	Paracoccus	1.00	1.00	15144554	15144554
genus	Desulfatibacillum	1.00	1.00	6463736	6463736
genus	Pseudomonas	1.00	1.00	6277722	6277722
genus	Nonlabens	1.00	1.00	3633593	3633593
genus	Xylella	1.00	1.00	2423571	2423571
species	Paracoccus denitrificans	1.00	1.00	15144554	15144554
species	Desulfatibacillum alkenivorans	1.00	1.00	6463736	6463736
species	Pseudomonas aeruginosa	1.00	1.00	6277722	6277722
species	Nonlabens dokdonensis	1.00	1.00	3633593	3633593
species	Xylella fastidiosa	1.00	1.00	2423571	2423571
