"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	0.34	53474355	154946832	"evil_yalow_2"
"superkingdom"	"Eukaryota"	0	NA	2342	0	"evil_yalow_2"
"superkingdom"	"unassigned"	NA	NA	101975629	324124	"evil_yalow_2"
"phylum"	"Proteobacteria"	1	0.36	23889680	65522942	"evil_yalow_2"
"phylum"	"Firmicutes"	0.82	0.3	11599450	32153772	"evil_yalow_2"
"phylum"	"Bacteroidetes"	1	0.27	8701864	32778490	"evil_yalow_2"
"phylum"	"Actinobacteria"	1	0.28	2220618	8047258	"evil_yalow_2"
"phylum"	"Chloroflexi"	1	0.16	1190166	7279109	"evil_yalow_2"
"phylum"	"Tenericutes"	1	0	4964	9165261	"evil_yalow_2"
"phylum"	"Spirochaetes"	0	NA	1327	0	"evil_yalow_2"
"phylum"	"Acidobacteria"	0	NA	1082	0	"evil_yalow_2"
"phylum"	"Cyanobacteria"	0	NA	861	0	"evil_yalow_2"
"phylum"	"unassigned"	NA	NA	107842314	505494	"evil_yalow_2"
"class"	"Betaproteobacteria"	1	0.34	7548293	22078814	"evil_yalow_2"
"class"	"Alphaproteobacteria"	1	0.32	7063845	22376676	"evil_yalow_2"
"class"	"Sphingobacteriia"	1	0.2	5965711	29144897	"evil_yalow_2"
"class"	"Gammaproteobacteria"	0.99	0.37	5431627	14603716	"evil_yalow_2"
"class"	"Bacilli"	1	0.28	4436618	15750864	"evil_yalow_2"
"class"	"Clostridia"	0.84	0.23	3831615	13746445	"evil_yalow_2"
"class"	"Deltaproteobacteria"	1	0.35	2254059	6463736	"evil_yalow_2"
"class"	"Actinobacteria"	1	0.28	2220618	8047258	"evil_yalow_2"
"class"	"Flavobacteriia"	0.98	0.36	1321966	3633593	"evil_yalow_2"
"class"	"Negativicutes"	1	0.41	1099528	2656463	"evil_yalow_2"
"class"	"Ktedonobacteria"	1	0.07	497029	7279109	"evil_yalow_2"
"class"	"Mollicutes"	1	0	4964	9165261	"evil_yalow_2"
