"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"unassigned"	NA	NA	123939	0	"adoring_lalande - Gold Standard_3"
"phylum"	"unassigned"	NA	NA	123939	0	"adoring_lalande - Gold Standard_3"
"class"	"unassigned"	NA	NA	123939	0	"adoring_lalande - Gold Standard_3"
"order"	"unassigned"	NA	NA	123939	0	"adoring_lalande - Gold Standard_3"
"family"	"unassigned"	NA	NA	123939	0	"adoring_lalande - Gold Standard_3"
"genus"	"unassigned"	NA	NA	123939	0	"adoring_lalande - Gold Standard_3"
"species"	"unassigned"	NA	NA	123939	0	"adoring_lalande - Gold Standard_3"
"superkingdom"	"Bacteria"	0	NA	93924	0	"fervent_sammet_12"
"superkingdom"	"unassigned"	NA	NA	30015	0	"fervent_sammet_12"
"phylum"	"Proteobacteria"	0	NA	9994	0	"fervent_sammet_12"
"phylum"	"unassigned"	NA	NA	113945	0	"fervent_sammet_12"
"class"	"Betaproteobacteria"	0	NA	9994	0	"fervent_sammet_12"
"class"	"unassigned"	NA	NA	113945	0	"fervent_sammet_12"
"order"	"Burkholderiales"	0	NA	9994	0	"fervent_sammet_12"
"order"	"unassigned"	NA	NA	113945	0	"fervent_sammet_12"
"family"	"Sutterellaceae"	0	NA	9994	0	"fervent_sammet_12"
"family"	"unassigned"	NA	NA	113945	0	"fervent_sammet_12"
"genus"	"Sutterella"	0	NA	9994	0	"fervent_sammet_12"
"genus"	"unassigned"	NA	NA	113945	0	"fervent_sammet_12"
"species"	"unassigned"	NA	NA	123939	0	"fervent_sammet_12"
"superkingdom"	"Bacteria"	0	NA	93924	0	"fervent_sammet_2"
"superkingdom"	"unassigned"	NA	NA	30015	0	"fervent_sammet_2"
"phylum"	"Proteobacteria"	0	NA	9994	0	"fervent_sammet_2"
"phylum"	"Actinobacteria"	0	NA	6594	0	"fervent_sammet_2"
"phylum"	"unassigned"	NA	NA	107351	0	"fervent_sammet_2"
"class"	"Betaproteobacteria"	0	NA	9994	0	"fervent_sammet_2"
"class"	"Actinobacteria"	0	NA	6594	0	"fervent_sammet_2"
"class"	"unassigned"	NA	NA	107351	0	"fervent_sammet_2"
"order"	"Burkholderiales"	0	NA	9994	0	"fervent_sammet_2"
"order"	"Actinomycetales"	0	NA	6594	0	"fervent_sammet_2"
"order"	"unassigned"	NA	NA	107351	0	"fervent_sammet_2"
"family"	"Sutterellaceae"	0	NA	9994	0	"fervent_sammet_2"
"family"	"unassigned"	NA	NA	113945	0	"fervent_sammet_2"
"genus"	"Sutterella"	0	NA	9994	0	"fervent_sammet_2"
"genus"	"unassigned"	NA	NA	113945	0	"fervent_sammet_2"
"species"	"unassigned"	NA	NA	123939	0	"fervent_sammet_2"
"superkingdom"	"Bacteria"	0	NA	62807700	0	"lonely_davinci_0"
"superkingdom"	"Viruses"	0	NA	2100	0	"lonely_davinci_0"
"superkingdom"	"unassigned"	NA	NA	19674900	0	"lonely_davinci_0"
"phylum"	"Firmicutes"	0	NA	36357000	0	"lonely_davinci_0"
"phylum"	"Proteobacteria"	0	NA	823200	0	"lonely_davinci_0"
"phylum"	"Verrucomicrobia"	0	NA	54000	0	"lonely_davinci_0"
"phylum"	"phylum_uncultured bacterium"	0	NA	3000	0	"lonely_davinci_0"
"phylum"	"Bacteroidetes"	0	NA	1500	0	"lonely_davinci_0"
"phylum"	"phylum_Inoviridae"	0	NA	1500	0	"lonely_davinci_0"
"phylum"	"Actinobacteria"	0	NA	1200	0	"lonely_davinci_0"
"phylum"	"Spirochaetes"	0	NA	1200	0	"lonely_davinci_0"
"phylum"	"Acetothermia"	0	NA	300	0	"lonely_davinci_0"
"phylum"	"Planctomycetes"	0	NA	300	0	"lonely_davinci_0"
"phylum"	"unassigned"	NA	NA	45241500	0	"lonely_davinci_0"
"class"	"Clostridia"	0	NA	35728500	0	"lonely_davinci_0"
"class"	"Betaproteobacteria"	0	NA	706500	0	"lonely_davinci_0"
"class"	"Gammaproteobacteria"	0	NA	89700	0	"lonely_davinci_0"
"class"	"Verrucomicrobiae"	0	NA	54000	0	"lonely_davinci_0"
"class"	"Bacilli"	0	NA	17400	0	"lonely_davinci_0"
"class"	"Alphaproteobacteria"	0	NA	5400	0	"lonely_davinci_0"
"class"	"class_uncultured bacterium"	0	NA	3000	0	"lonely_davinci_0"
"class"	"class_Inoviridae"	0	NA	1500	0	"lonely_davinci_0"
"class"	"Actinobacteria"	0	NA	1200	0	"lonely_davinci_0"
"class"	"Bacteroidia"	0	NA	1200	0	"lonely_davinci_0"
"class"	"Spirochaetia"	0	NA	1200	0	"lonely_davinci_0"
