"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	27681966	27681966	"Gold Standard"
"phylum"	"Proteobacteria"	1	1	20196632	20196632	"Gold Standard"
"phylum"	"Firmicutes"	1	1	4004609	4004609	"Gold Standard"
"phylum"	"Actinobacteria"	1	1	3480725	3480725	"Gold Standard"
"class"	"Betaproteobacteria"	1	1	14294209	14294209	"Gold Standard"
"class"	"Gammaproteobacteria"	1	1	5902423	5902423	"Gold Standard"
"class"	"Clostridia"	1	1	4004609	4004609	"Gold Standard"
"class"	"Actinobacteria"	1	1	3480725	3480725	"Gold Standard"
"order"	"Burkholderiales"	1	1	14294209	14294209	"Gold Standard"
"order"	"Xanthomonadales"	1	1	5902423	5902423	"Gold Standard"
"order"	"Clostridiales"	1	1	4004609	4004609	"Gold Standard"
"order"	"Actinomycetales"	1	1	3480725	3480725	"Gold Standard"
"family"	"Oxalobacteraceae"	1	1	14294209	14294209	"Gold Standard"
"family"	"Xanthomonadaceae"	1	1	5902423	5902423	"Gold Standard"
"family"	"Clostridiaceae"	1	1	4004609	4004609	"Gold Standard"
"family"	"Intrasporangiaceae"	1	1	3480725	3480725	"Gold Standard"
"genus"	"Janthinobacterium"	1	1	14294209	14294209	"Gold Standard"
"genus"	"Clostridium"	1	1	4004609	4004609	"Gold Standard"
"genus"	"Tetrasphaera"	1	1	3480725	3480725	"Gold Standard"
"genus"	"Lysobacter"	1	1	3288233	3288233	"Gold Standard"
"genus"	"Rhodanobacter"	1	1	2614190	2614190	"Gold Standard"
"species"	"Clostridium caminithermale"	1	1	4004609	4004609	"Gold Standard"
"species"	"Tetrasphaera duodecadis"	1	1	3480725	3480725	"Gold Standard"
"species"	"Lysobacter oryzae"	1	1	3288233	3288233	"Gold Standard"
"species"	"unassigned"	NA	NA	16908399	0	"Gold Standard"
"superkingdom"	"Bacteria"	1	0.38	10461112	27681966	"evil_yalow_2"
"superkingdom"	"unassigned"	NA	NA	17220854	0	"evil_yalow_2"
"phylum"	"Proteobacteria"	1	0.36	7307786	20196632	"evil_yalow_2"
"phylum"	"Actinobacteria"	1	0.42	1460611	3480725	"evil_yalow_2"
"phylum"	"Firmicutes"	1	0.3	1182101	4004609	"evil_yalow_2"
"phylum"	"Acidobacteria"	0	NA	1082	0	"evil_yalow_2"
"phylum"	"unassigned"	NA	NA	17730386	0	"evil_yalow_2"
"class"	"Betaproteobacteria"	1	0.34	4915459	14294209	"evil_yalow_2"
"class"	"Gammaproteobacteria"	1	0.31	1835468	5902423	"evil_yalow_2"
"class"	"Actinobacteria"	1	0.42	1460611	3480725	"evil_yalow_2"
"class"	"Clostridia"	1	0.26	1032153	4004609	"evil_yalow_2"
"class"	"Deltaproteobacteria"	0	NA	1713	0	"evil_yalow_2"
"class"	"Bacilli"	0	NA	1371	0	"evil_yalow_2"
"class"	"Solibacteres"	0	NA	782	0	"evil_yalow_2"
"class"	"class_Proteobacteria bacterium JGI 0001002-H11"	0	NA	634	0	"evil_yalow_2"
"class"	"Acidobacteriia"	0	NA	300	0	"evil_yalow_2"
"class"	"Alphaproteobacteria"	0	NA	252	0	"evil_yalow_2"
"class"	"unassigned"	NA	NA	18433223	0	"evil_yalow_2"
"order"	"Burkholderiales"	1	0.33	4786487	14294209	"evil_yalow_2"
"order"	"Xanthomonadales"	1	0.31	1817067	5902423	"evil_yalow_2"
"order"	"Actinomycetales"	1	0.42	1460611	3480725	"evil_yalow_2"
"order"	"Clostridiales"	1	0.21	849596	4004609	"evil_yalow_2"
"order"	"Bacillales"	0	NA	1371	0	"evil_yalow_2"
"order"	"Pseudomonadales"	0	NA	1084	0	"evil_yalow_2"
"order"	"Solibacterales"	0	NA	782	0	"evil_yalow_2"
"order"	"order_Proteobacteria bacterium JGI 0001002-H11"	0	NA	634	0	"evil_yalow_2"
"order"	"Methylococcales"	0	NA	618	0	"evil_yalow_2"
"order"	"Acidobacteriales"	0	NA	300	0	"evil_yalow_2"
"order"	"Enterobacteriales"	0	NA	269	0	"evil_yalow_2"
"order"	"unassigned"	NA	NA	18763147	0	"evil_yalow_2"
"family"	"Oxalobacteraceae"	1	0.32	4578121	14294209	"evil_yalow_2"
"family"	"Xanthomonadaceae"	1	0.31	1814188	5902423	"evil_yalow_2"
"family"	"Intrasporangiaceae"	1	0.35	1210900	3480725	"evil_yalow_2"
"family"	"Clostridiaceae"	1	0.06	241539	4004609	"evil_yalow_2"
"family"	"Comamonadaceae"	0	NA	2049	0	"evil_yalow_2"
"family"	"Bacillaceae"	0	NA	1371	0	"evil_yalow_2"
"family"	"Burkholderiaceae"	0	NA	1157	0	"evil_yalow_2"
"family"	"Pseudomonadaceae"	0	NA	1084	0	"evil_yalow_2"
"family"	"Solibacteraceae"	0	NA	782	0	"evil_yalow_2"
"family"	"family_Proteobacteria bacterium JGI 0001002-H11"	0	NA	634	0	"evil_yalow_2"
"family"	"Methylococcaceae"	0	NA	618	0	"evil_yalow_2"
"family"	"Acidobacteriaceae"	0	NA	300	0	"evil_yalow_2"
"family"	"Enterobacteriaceae"	0	NA	269	0	"evil_yalow_2"
"family"	"unassigned"	NA	NA	19828954	0	"evil_yalow_2"
"genus"	"Janthinobacterium"	1	0.17	2438352	14294209	"evil_yalow_2"
"genus"	"Lysobacter"	1	0.31	1015671	3288233	"evil_yalow_2"
"genus"	"Rhodanobacter"	1	0.24	620166	2614190	"evil_yalow_2"
"genus"	"Massilia"	0	NA	55902	0	"evil_yalow_2"
"genus"	"Clostridium"	1	0	19979	4004609	"evil_yalow_2"
"genus"	"Caloramator"	0	NA	8912	0	"evil_yalow_2"
"genus"	"genus_Oxalobacteraceae bacterium JGI 0001004-K23"	0	NA	3681	0	"evil_yalow_2"
"genus"	"Alkaliphilus"	0	NA	2368	0	"evil_yalow_2"
"genus"	"Dyella"	0	NA	1972	0	"evil_yalow_2"
"genus"	"Pseudomonas"	0	NA	1084	0	"evil_yalow_2"
"genus"	"Candidatus Solibacter"	0	NA	782	0	"evil_yalow_2"
"genus"	"genus_Proteobacteria bacterium JGI 0001002-H11"	0	NA	634	0	"evil_yalow_2"
"genus"	"Burkholderia"	0	NA	490	0	"evil_yalow_2"
"genus"	"genus_Oxalobacteraceae bacterium JGI 0001002-K6"	0	NA	400	0	"evil_yalow_2"
"genus"	"unassigned"	NA	NA	23511573	0	"evil_yalow_2"
"species"	"Oxalobacteraceae bacterium JGI 0001004-K23"	0	NA	3681	0	"evil_yalow_2"
"species"	"Alkaliphilus metalliredigens"	0	NA	2368	0	"evil_yalow_2"
"species"	"Janthinobacterium sp. CG3"	0	NA	1179	0	"evil_yalow_2"
"species"	"Candidatus Solibacter usitatus"	0	NA	782	0	"evil_yalow_2"
"species"	"Janthinobacterium sp. HH01"	0	NA	699	0	"evil_yalow_2"
"species"	"Proteobacteria bacterium JGI 0001002-H11"	0	NA	634	0	"evil_yalow_2"
"species"	"Oxalobacteraceae bacterium JGI 0001002-K6"	0	NA	400	0	"evil_yalow_2"
"species"	"Rhodanobacter thiooxydans"	0	NA	383	0	"evil_yalow_2"
"species"	"Dyella japonica"	0	NA	368	0	"evil_yalow_2"
"species"	"unassigned"	NA	NA	27671472	0	"evil_yalow_2"
"superkingdom"	"Bacteria"	1	0.38	10577196	27681966	"fervent_sammet_2"
"superkingdom"	"unassigned"	NA	NA	17104770	0	"fervent_sammet_2"
