"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"unassigned"	NA	NA	4458484	0	"adoring_lalande - Gold Standard_0"
"phylum"	"unassigned"	NA	NA	4458484	0	"adoring_lalande - Gold Standard_0"
"class"	"unassigned"	NA	NA	4458484	0	"adoring_lalande - Gold Standard_0"
"order"	"unassigned"	NA	NA	4458484	0	"adoring_lalande - Gold Standard_0"
"family"	"unassigned"	NA	NA	4458484	0	"adoring_lalande - Gold Standard_0"
"genus"	"unassigned"	NA	NA	4458484	0	"adoring_lalande - Gold Standard_0"
"species"	"unassigned"	NA	NA	4458484	0	"adoring_lalande - Gold Standard_0"
"superkingdom"	"Bacteria"	0	NA	116287	0	"fervent_sammet_10"
"superkingdom"	"unassigned"	NA	NA	4342197	0	"fervent_sammet_10"
"phylum"	"Proteobacteria"	0	NA	59860	0	"fervent_sammet_10"
"phylum"	"Firmicutes"	0	NA	56427	0	"fervent_sammet_10"
"phylum"	"unassigned"	NA	NA	4342197	0	"fervent_sammet_10"
"class"	"Gammaproteobacteria"	0	NA	59860	0	"fervent_sammet_10"
"class"	"Clostridia"	0	NA	43779	0	"fervent_sammet_10"
"class"	"unassigned"	NA	NA	4354845	0	"fervent_sammet_10"
"order"	"Enterobacteriales"	0	NA	59860	0	"fervent_sammet_10"
"order"	"Clostridiales"	0	NA	43779	0	"fervent_sammet_10"
"order"	"unassigned"	NA	NA	4354845	0	"fervent_sammet_10"
"family"	"Enterobacteriaceae"	0	NA	59860	0	"fervent_sammet_10"
"family"	"unassigned"	NA	NA	4398624	0	"fervent_sammet_10"
"genus"	"unassigned"	NA	NA	4458484	0	"fervent_sammet_10"
"species"	"unassigned"	NA	NA	4458484	0	"fervent_sammet_10"
"superkingdom"	"Bacteria"	0	NA	116287	0	"fervent_sammet_1"
"superkingdom"	"unassigned"	NA	NA	4342197	0	"fervent_sammet_1"
"phylum"	"Proteobacteria"	0	NA	59860	0	"fervent_sammet_1"
"phylum"	"Firmicutes"	0	NA	56427	0	"fervent_sammet_1"
"phylum"	"unassigned"	NA	NA	4342197	0	"fervent_sammet_1"
"class"	"Gammaproteobacteria"	0	NA	59860	0	"fervent_sammet_1"
"class"	"Clostridia"	0	NA	43779	0	"fervent_sammet_1"
"class"	"unassigned"	NA	NA	4354845	0	"fervent_sammet_1"
"order"	"Enterobacteriales"	0	NA	59860	0	"fervent_sammet_1"
"order"	"Clostridiales"	0	NA	43779	0	"fervent_sammet_1"
"order"	"unassigned"	NA	NA	4354845	0	"fervent_sammet_1"
"family"	"Enterobacteriaceae"	0	NA	59860	0	"fervent_sammet_1"
"family"	"unassigned"	NA	NA	4398624	0	"fervent_sammet_1"
"genus"	"unassigned"	NA	NA	4458484	0	"fervent_sammet_1"
"species"	"unassigned"	NA	NA	4458484	0	"fervent_sammet_1"
"superkingdom"	"Bacteria"	0	NA	35207700	0	"lonely_davinci_1"
"superkingdom"	"Eukaryota"	0	NA	783900	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_Promoter probe vector pPR9TT"	0	NA	66300	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_synthetic construct"	0	NA	33300	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_Plasmid pTD1"	0	NA	3300	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_Cloning vector pLMB509"	0	NA	1500	0	"lonely_davinci_1"
"superkingdom"	"Viruses"	0	NA	1200	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_Cloning vector pFH2191"	0	NA	1200	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_MISSA donor vector pL-ccdB"	0	NA	900	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_Shuttle vector pBS423"	0	NA	900	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_Broad host range vector vector pCVD068"	0	NA	600	0	"lonely_davinci_1"
"superkingdom"	"Archaea"	0	NA	300	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_Plant transient expression vector pGR2i-dCP:GFP"	0	NA	300	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_Relication competent episomal DNA MSSI1.162"	0	NA	300	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_Transformation vector pGFPBSDZ-SW2"	0	NA	300	0	"lonely_davinci_1"
"superkingdom"	"superkingdom_Yeast integrative vector pBS42"	0	NA	300	0	"lonely_davinci_1"
"superkingdom"	"unassigned"	NA	NA	38043000	0	"lonely_davinci_1"
"phylum"	"Proteobacteria"	0	NA	8009100	0	"lonely_davinci_1"
"phylum"	"phylum_uncultured bacterium"	0	NA	7347600	0	"lonely_davinci_1"
"phylum"	"Firmicutes"	0	NA	4184400	0	"lonely_davinci_1"
"phylum"	"Bacteroidetes"	0	NA	1018800	0	"lonely_davinci_1"
"phylum"	"Actinobacteria"	0	NA	831300	0	"lonely_davinci_1"
"phylum"	"Nematoda"	0	NA	502800	0	"lonely_davinci_1"
"phylum"	"phylum_Promoter probe vector pPR9TT"	0	NA	66300	0	"lonely_davinci_1"
"phylum"	"Spirochaetes"	0	NA	60000	0	"lonely_davinci_1"
"phylum"	"phylum_synthetic construct"	0	NA	33300	0	"lonely_davinci_1"
"phylum"	"Fusobacteria"	0	NA	6300	0	"lonely_davinci_1"
"phylum"	"Tenericutes"	0	NA	3900	0	"lonely_davinci_1"
"phylum"	"phylum_Plasmid pTD1"	0	NA	3300	0	"lonely_davinci_1"
"phylum"	"Cyanobacteria"	0	NA	2100	0	"lonely_davinci_1"
"phylum"	"Deferribacteres"	0	NA	1800	0	"lonely_davinci_1"
"phylum"	"Echinodermata"	0	NA	1800	0	"lonely_davinci_1"
"phylum"	"Arthropoda"	0	NA	1500	0	"lonely_davinci_1"
"phylum"	"phylum_Cloning vector pLMB509"	0	NA	1500	0	"lonely_davinci_1"
"phylum"	"phylum_uncultured bacterium Rlip1"	0	NA	1500	0	"lonely_davinci_1"
"phylum"	"Nitrospirae"	0	NA	1200	0	"lonely_davinci_1"
"phylum"	"phylum_Caudovirales"	0	NA	1200	0	"lonely_davinci_1"
"phylum"	"phylum_Cloning vector pFH2191"	0	NA	1200	0	"lonely_davinci_1"
"phylum"	"Chlorobi"	0	NA	900	0	"lonely_davinci_1"
"phylum"	"Chloroflexi"	0	NA	900	0	"lonely_davinci_1"
"phylum"	"phylum_MISSA donor vector pL-ccdB"	0	NA	900	0	"lonely_davinci_1"
"phylum"	"phylum_Shuttle vector pBS423"	0	NA	900	0	"lonely_davinci_1"
"phylum"	"Verrucomicrobia"	0	NA	600	0	"lonely_davinci_1"
"phylum"	"phylum_Broad host range vector vector pCVD068"	0	NA	600	0	"lonely_davinci_1"
"phylum"	"Cnidaria"	0	NA	300	0	"lonely_davinci_1"
"phylum"	"Planctomycetes"	0	NA	300	0	"lonely_davinci_1"
"phylum"	"Poribacteria"	0	NA	300	0	"lonely_davinci_1"
"phylum"	"Synergistetes"	0	NA	300	0	"lonely_davinci_1"
"phylum"	"phylum_Plant transient expression vector pGR2i-dCP:GFP"	0	NA	300	0	"lonely_davinci_1"
"phylum"	"phylum_Relication competent episomal DNA MSSI1.162"	0	NA	300	0	"lonely_davinci_1"
"phylum"	"phylum_Transformation vector pGFPBSDZ-SW2"	0	NA	300	0	"lonely_davinci_1"
"phylum"	"phylum_Yeast integrative vector pBS42"	0	NA	300	0	"lonely_davinci_1"
"phylum"	"unassigned"	NA	NA	52057200	0	"lonely_davinci_1"
"class"	"class_uncultured bacterium"	0	NA	7347600	0	"lonely_davinci_1"
"class"	"Gammaproteobacteria"	0	NA	5950800	0	"lonely_davinci_1"
"class"	"Clostridia"	0	NA	1895100	0	"lonely_davinci_1"
"class"	"Bacilli"	0	NA	1273200	0	"lonely_davinci_1"
"class"	"Bacteroidia"	0	NA	951300	0	"lonely_davinci_1"
"class"	"Actinobacteria"	0	NA	831300	0	"lonely_davinci_1"
"class"	"Alphaproteobacteria"	0	NA	747300	0	"lonely_davinci_1"
"class"	"Chromadorea"	0	NA	501600	0	"lonely_davinci_1"
"class"	"Betaproteobacteria"	0	NA	383700	0	"lonely_davinci_1"
"class"	"class_Firmicutes bacterium CAG:94"	0	NA	335100	0	"lonely_davinci_1"
