"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Viruses"	1	1	181370	181370	"adoring_lalande - Gold Standard_3"
"superkingdom"	"unassigned"	NA	NA	324124	0	"adoring_lalande - Gold Standard_3"
"phylum"	"unassigned"	NA	NA	505494	0	"adoring_lalande - Gold Standard_3"
"class"	"unassigned"	NA	NA	505494	0	"adoring_lalande - Gold Standard_3"
"order"	"unassigned"	NA	NA	505494	0	"adoring_lalande - Gold Standard_3"
"family"	"unassigned"	NA	NA	505494	0	"adoring_lalande - Gold Standard_3"
"genus"	"unassigned"	NA	NA	505494	0	"adoring_lalande - Gold Standard_3"
"species"	"unassigned"	NA	NA	505494	0	"adoring_lalande - Gold Standard_3"
"superkingdom"	"Bacteria"	0	NA	120501	0	"prickly_fermi_10"
"superkingdom"	"unassigned"	NA	NA	384993	0	"prickly_fermi_10"
"phylum"	"Proteobacteria"	0	NA	60158	0	"prickly_fermi_10"
"phylum"	"Bacteroidetes"	0	NA	49909	0	"prickly_fermi_10"
"phylum"	"Firmicutes"	0	NA	10434	0	"prickly_fermi_10"
"phylum"	"unassigned"	NA	NA	384993	0	"prickly_fermi_10"
"class"	"Gammaproteobacteria"	0	NA	50164	0	"prickly_fermi_10"
"class"	"Bacteroidia"	0	NA	49909	0	"prickly_fermi_10"
"class"	"Clostridia"	0	NA	10434	0	"prickly_fermi_10"
"class"	"Betaproteobacteria"	0	NA	9994	0	"prickly_fermi_10"
"class"	"unassigned"	NA	NA	384993	0	"prickly_fermi_10"
"order"	"Bacteroidales"	0	NA	49909	0	"prickly_fermi_10"
"order"	"Enterobacteriales"	0	NA	27776	0	"prickly_fermi_10"
"order"	"Pseudomonadales"	0	NA	14081	0	"prickly_fermi_10"
"order"	"Clostridiales"	0	NA	10434	0	"prickly_fermi_10"
"order"	"Burkholderiales"	0	NA	9994	0	"prickly_fermi_10"
"order"	"Aeromonadales"	0	NA	8307	0	"prickly_fermi_10"
"order"	"unassigned"	NA	NA	384993	0	"prickly_fermi_10"
"family"	"Bacteroidaceae"	0	NA	49909	0	"prickly_fermi_10"
"family"	"Enterobacteriaceae"	0	NA	27776	0	"prickly_fermi_10"
"family"	"Pseudomonadaceae"	0	NA	14081	0	"prickly_fermi_10"
"family"	"Ruminococcaceae"	0	NA	10434	0	"prickly_fermi_10"
"family"	"Sutterellaceae"	0	NA	9994	0	"prickly_fermi_10"
"family"	"Aeromonadaceae"	0	NA	8307	0	"prickly_fermi_10"
"family"	"unassigned"	NA	NA	384993	0	"prickly_fermi_10"
"genus"	"Bacteroides"	0	NA	49909	0	"prickly_fermi_10"
"genus"	"Escherichia"	0	NA	27776	0	"prickly_fermi_10"
"genus"	"Pseudomonas"	0	NA	14081	0	"prickly_fermi_10"
"genus"	"Faecalibacterium"	0	NA	10434	0	"prickly_fermi_10"
