"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	184142109	184142109	"Gold Standard"
"phylum"	"Proteobacteria"	1	1	77452463	77452463	"Gold Standard"
"phylum"	"Actinobacteria"	1	1	66462026	66462026	"Gold Standard"
"phylum"	"Bacteroidetes"	1	1	20719094	20719094	"Gold Standard"
"phylum"	"Firmicutes"	1	1	17908512	17908512	"Gold Standard"
"phylum"	"Tenericutes"	1	1	1600014	1600014	"Gold Standard"
"class"	"Actinobacteria"	1	1	66462026	66462026	"Gold Standard"
"class"	"Betaproteobacteria"	1	1	37777374	37777374	"Gold Standard"
"class"	"Alphaproteobacteria"	1	1	27729470	27729470	"Gold Standard"
"class"	"Sphingobacteriia"	1	1	14234544	14234544	"Gold Standard"
"class"	"Bacilli"	1	1	10045387	10045387	"Gold Standard"
"class"	"Clostridia"	1	1	7863125	7863125	"Gold Standard"
"class"	"Deltaproteobacteria"	1	1	6964620	6964620	"Gold Standard"
"class"	"Flavobacteriia"	1	1	6484550	6484550	"Gold Standard"
"class"	"Gammaproteobacteria"	1	1	4980999	4980999	"Gold Standard"
"class"	"Mollicutes"	1	1	1600014	1600014	"Gold Standard"
"order"	"Actinomycetales"	1	1	66462026	66462026	"Gold Standard"
"order"	"Burkholderiales"	1	1	28873267	28873267	"Gold Standard"
"order"	"Sphingomonadales"	1	1	19604434	19604434	"Gold Standard"
"order"	"Sphingobacteriales"	1	1	14234544	14234544	"Gold Standard"
"order"	"Bacillales"	1	1	10045387	10045387	"Gold Standard"
"order"	"Methylophilales"	1	1	8904107	8904107	"Gold Standard"
"order"	"Clostridiales"	1	1	7863125	7863125	"Gold Standard"
"order"	"Desulfovibrionales"	1	1	6964620	6964620	"Gold Standard"
"order"	"Flavobacteriales"	1	1	6484550	6484550	"Gold Standard"
"order"	"Alteromonadales"	1	1	4980999	4980999	"Gold Standard"
"order"	"Rhizobiales"	1	1	4823186	4823186	"Gold Standard"
"order"	"Caulobacterales"	1	1	3301850	3301850	"Gold Standard"
"order"	"Acholeplasmatales"	1	1	1600014	1600014	"Gold Standard"
"family"	"Oxalobacteraceae"	1	1	28873267	28873267	"Gold Standard"
"family"	"Cellulomonadaceae"	1	1	22124132	22124132	"Gold Standard"
"family"	"Sphingomonadaceae"	1	1	19604434	19604434	"Gold Standard"
"family"	"Sphingobacteriaceae"	1	1	14234544	14234544	"Gold Standard"
"family"	"Nocardiaceae"	1	1	13003876	13003876	"Gold Standard"
"family"	"Nocardioidaceae"	1	1	10494171	10494171	"Gold Standard"
"family"	"Methylophilaceae"	1	1	8904107	8904107	"Gold Standard"
"family"	"Paenibacillaceae"	1	1	7400375	7400375	"Gold Standard"
"family"	"Desulfovibrionaceae"	1	1	6964620	6964620	"Gold Standard"
"family"	"Mycobacteriaceae"	1	1	6676999	6676999	"Gold Standard"
"family"	"Promicromonosporaceae"	1	1	6599454	6599454	"Gold Standard"
"family"	"Flavobacteriaceae"	1	1	6484550	6484550	"Gold Standard"
"family"	"Ferrimonadaceae"	1	1	4980999	4980999	"Gold Standard"
"family"	"Rhizobiaceae"	1	1	4823186	4823186	"Gold Standard"
"family"	"Clostridiaceae"	1	1	4473091	4473091	"Gold Standard"
"family"	"Microbacteriaceae"	1	1	3925652	3925652	"Gold Standard"
"family"	"Intrasporangiaceae"	1	1	3637742	3637742	"Gold Standard"
"family"	"Lachnospiraceae"	1	1	3390034	3390034	"Gold Standard"
"family"	"Caulobacteraceae"	1	1	3301850	3301850	"Gold Standard"
"family"	"Staphylococcaceae"	1	1	2645012	2645012	"Gold Standard"
"family"	"Acholeplasmataceae"	1	1	1600014	1600014	"Gold Standard"
"genus"	"Massilia"	1	1	28873267	28873267	"Gold Standard"
"genus"	"Cellulomonas"	1	1	22124132	22124132	"Gold Standard"
"genus"	"Sphingomonas"	1	1	19604434	19604434	"Gold Standard"
"genus"	"Aeromicrobium"	1	1	10494171	10494171	"Gold Standard"
"genus"	"Sphingobacterium"	1	1	9481390	9481390	"Gold Standard"
"genus"	"Methylophilus"	1	1	8904107	8904107	"Gold Standard"
"genus"	"Paenibacillus"	1	1	7400375	7400375	"Gold Standard"
"genus"	"Nocardia"	1	1	7282241	7282241	"Gold Standard"
"genus"	"Desulfovibrio"	1	1	6964620	6964620	"Gold Standard"
"genus"	"Mycobacterium"	1	1	6676999	6676999	"Gold Standard"
"genus"	"Promicromonospora"	1	1	6599454	6599454	"Gold Standard"
"genus"	"Rhodococcus"	1	1	5721635	5721635	"Gold Standard"
"genus"	"Ferrimonas"	1	1	4980999	4980999	"Gold Standard"
"genus"	"Rhizobium"	1	1	4823186	4823186	"Gold Standard"
"genus"	"Pedobacter"	1	1	4753154	4753154	"Gold Standard"
"genus"	"Clostridium"	1	1	4473091	4473091	"Gold Standard"
"genus"	"Curtobacterium"	1	1	3925652	3925652	"Gold Standard"
"genus"	"Janibacter"	1	1	3637742	3637742	"Gold Standard"
"genus"	"Butyrivibrio"	1	1	3390034	3390034	"Gold Standard"
"genus"	"Chryseobacterium"	1	1	3329601	3329601	"Gold Standard"
"genus"	"Phenylobacterium"	1	1	3301850	3301850	"Gold Standard"
"genus"	"Formosa"	1	1	3154949	3154949	"Gold Standard"
"genus"	"Salinicoccus"	1	1	2645012	2645012	"Gold Standard"
"genus"	"Acholeplasma"	1	1	1600014	1600014	"Gold Standard"
"species"	"uncultured Massilia sp."	1	1	28873267	28873267	"Gold Standard"
"species"	"Aeromicrobium ponti"	1	1	10494171	10494171	"Gold Standard"
