"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Viruses"	1	1	736775	736775	"gold_standard_0"
"phylum"	"unassigned"	NA	NA	736775	0	"gold_standard_0"
"class"	"unassigned"	NA	NA	736775	0	"gold_standard_0"
"order"	"unassigned"	NA	NA	736775	0	"gold_standard_0"
"family"	"unassigned"	NA	NA	736775	0	"gold_standard_0"
"genus"	"unassigned"	NA	NA	736775	0	"gold_standard_0"
"species"	"unassigned"	NA	NA	736775	0	"gold_standard_0"
"superkingdom"	"unassigned"	NA	NA	736775	0	"evil_yalow_1"
"phylum"	"unassigned"	NA	NA	736775	0	"evil_yalow_1"
"class"	"unassigned"	NA	NA	736775	0	"evil_yalow_1"
"order"	"unassigned"	NA	NA	736775	0	"evil_yalow_1"
"family"	"unassigned"	NA	NA	736775	0	"evil_yalow_1"
"genus"	"unassigned"	NA	NA	736775	0	"evil_yalow_1"
"species"	"unassigned"	NA	NA	736775	0	"evil_yalow_1"
"superkingdom"	"unassigned"	NA	NA	736775	0	"fervent_sammet_0"
"phylum"	"unassigned"	NA	NA	736775	0	"fervent_sammet_0"
"class"	"unassigned"	NA	NA	736775	0	"fervent_sammet_0"
"order"	"unassigned"	NA	NA	736775	0	"fervent_sammet_0"
"family"	"unassigned"	NA	NA	736775	0	"fervent_sammet_0"
"genus"	"unassigned"	NA	NA	736775	0	"fervent_sammet_0"
"species"	"unassigned"	NA	NA	736775	0	"fervent_sammet_0"
"superkingdom"	"Viruses"	1	0.28	4767300	16849500	"lonely_davinci_6"
"superkingdom"	"Bacteria"	0	NA	3354000	0	"lonely_davinci_6"
"superkingdom"	"Eukaryota"	0	NA	8400	0	"lonely_davinci_6"
"superkingdom"	"unassigned"	NA	NA	8719800	0	"lonely_davinci_6"
"phylum"	"phylum_Microviridae"	0	NA	2792100	0	"lonely_davinci_6"
"phylum"	"Firmicutes"	0	NA	1286700	0	"lonely_davinci_6"
"phylum"	"phylum_uncultured bacterium"	0	NA	1071300	0	"lonely_davinci_6"
"phylum"	"phylum_Papillomaviridae"	0	NA	392400	0	"lonely_davinci_6"
"phylum"	"Bacteroidetes"	0	NA	92400	0	"lonely_davinci_6"
"phylum"	"phylum_Circoviridae"	0	NA	63000	0	"lonely_davinci_6"
"phylum"	"phylum_Sewage-associated circular DNA virus-22"	0	NA	62100	0	"lonely_davinci_6"
"phylum"	"phylum_Rodent stool-associated circular genome virus"	0	NA	18000	0	"lonely_davinci_6"
"phylum"	"phylum_uncultured marine virus"	0	NA	17100	0	"lonely_davinci_6"
"phylum"	"phylum_Hexamitidae"	0	NA	7500	0	"lonely_davinci_6"
"phylum"	"Proteobacteria"	0	NA	6900	0	"lonely_davinci_6"
"phylum"	"phylum_Faecal-associated gemycircularvirus 8"	0	NA	4800	0	"lonely_davinci_6"
"phylum"	"phylum_Sewage-associated gemycircularvirus-3"	0	NA	4200	0	"lonely_davinci_6"
