"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	553468052	553468052	"Gold Standard"
"superkingdom"	"Archaea"	1	1	6411802	6411802	"Gold Standard"
"superkingdom"	"Viruses"	1	1	736775	736775	"Gold Standard"
"superkingdom"	"unassigned"	NA	NA	1413217	0	"Gold Standard"
"phylum"	"Proteobacteria"	1	1	243932505	243932505	"Gold Standard"
"phylum"	"Actinobacteria"	1	1	145948197	145948197	"Gold Standard"
"phylum"	"Firmicutes"	1	1	116336594	116336594	"Gold Standard"
"phylum"	"Bacteroidetes"	1	1	45650742	45650742	"Gold Standard"
"phylum"	"Euryarchaeota"	1	1	6411802	6411802	"Gold Standard"
"phylum"	"Tenericutes"	1	1	1600014	1600014	"Gold Standard"
"phylum"	"unassigned"	NA	NA	2149992	0	"Gold Standard"
"class"	"Actinobacteria"	1	1	145948197	145948197	"Gold Standard"
"class"	"Alphaproteobacteria"	1	1	127454801	127454801	"Gold Standard"
"class"	"Clostridia"	1	1	79844812	79844812	"Gold Standard"
"class"	"Betaproteobacteria"	1	1	78627440	78627440	"Gold Standard"
"class"	"Bacilli"	1	1	32340827	32340827	"Gold Standard"
"class"	"Gammaproteobacteria"	1	1	27773710	27773710	"Gold Standard"
"class"	"Sphingobacteriia"	1	1	19013960	19013960	"Gold Standard"
"class"	"Cytophagia"	1	1	14411538	14411538	"Gold Standard"
"class"	"Deltaproteobacteria"	1	1	10076554	10076554	"Gold Standard"
"class"	"Flavobacteriia"	1	1	9442158	9442158	"Gold Standard"
"class"	"Halobacteria"	1	1	4877686	4877686	"Gold Standard"
"class"	"Negativicutes"	1	1	4150955	4150955	"Gold Standard"
"class"	"Bacteroidia"	1	1	2783086	2783086	"Gold Standard"
"class"	"Mollicutes"	1	1	1600014	1600014	"Gold Standard"
"class"	"Thermoplasmata"	1	1	1534116	1534116	"Gold Standard"
"class"	"unassigned"	NA	NA	2149992	0	"Gold Standard"
"order"	"Actinomycetales"	1	1	143462610	143462610	"Gold Standard"
"order"	"Clostridiales"	1	1	69444702	69444702	"Gold Standard"
"order"	"Burkholderiales"	1	1	66564525	66564525	"Gold Standard"
"order"	"Rhizobiales"	1	1	54087866	54087866	"Gold Standard"
"order"	"Bacillales"	1	1	29943979	29943979	"Gold Standard"
"order"	"Rhodobacterales"	1	1	24573518	24573518	"Gold Standard"
"order"	"Sphingomonadales"	1	1	23337519	23337519	"Gold Standard"
"order"	"Rhodospirillales"	1	1	22154048	22154048	"Gold Standard"
"order"	"Sphingobacteriales"	1	1	19013960	19013960	"Gold Standard"
"order"	"Cytophagales"	1	1	14411538	14411538	"Gold Standard"
"order"	"Thermoanaerobacterales"	1	1	10400110	10400110	"Gold Standard"
"order"	"Desulfovibrionales"	1	1	10076554	10076554	"Gold Standard"
"order"	"Flavobacteriales"	1	1	9442158	9442158	"Gold Standard"
"order"	"Methylophilales"	1	1	8904107	8904107	"Gold Standard"
"order"	"Vibrionales"	1	1	8287247	8287247	"Gold Standard"
"order"	"Pseudomonadales"	1	1	5477884	5477884	"Gold Standard"
"order"	"Enterobacteriales"	1	1	5419845	5419845	"Gold Standard"
"order"	"Alteromonadales"	1	1	4980999	4980999	"Gold Standard"
"order"	"Halobacteriales"	1	1	4877686	4877686	"Gold Standard"
"order"	"Selenomonadales"	1	1	4150955	4150955	"Gold Standard"
"order"	"Legionellales"	1	1	3607735	3607735	"Gold Standard"
"order"	"Caulobacterales"	1	1	3301850	3301850	"Gold Standard"
"order"	"Bacteroidales"	1	1	2783086	2783086	"Gold Standard"
"order"	"Nitrosomonadales"	1	1	2734309	2734309	"Gold Standard"
"order"	"Acidimicrobiales"	1	1	2485587	2485587	"Gold Standard"
"order"	"Lactobacillales"	1	1	2396848	2396848	"Gold Standard"
"order"	"Acholeplasmatales"	1	1	1600014	1600014	"Gold Standard"
"order"	"Thermoplasmatales"	1	1	1534116	1534116	"Gold Standard"
"order"	"Neisseriales"	1	1	424499	424499	"Gold Standard"
"order"	"unassigned"	NA	NA	2149992	0	"Gold Standard"
"family"	"Comamonadaceae"	1	1	37691258	37691258	"Gold Standard"
"family"	"Pseudonocardiaceae"	1	1	32681267	32681267	"Gold Standard"
"family"	"Cellulomonadaceae"	1	1	31237913	31237913	"Gold Standard"
"family"	"Oxalobacteraceae"	1	1	28873267	28873267	"Gold Standard"
"family"	"Rhodobacteraceae"	1	1	24573518	24573518	"Gold Standard"
"family"	"Sphingomonadaceae"	1	1	23337519	23337519	"Gold Standard"
"family"	"Rhodospirillaceae"	1	1	22154048	22154048	"Gold Standard"
"family"	"Sphingobacteriaceae"	1	1	19013960	19013960	"Gold Standard"
"family"	"Clostridiaceae"	1	1	18916804	18916804	"Gold Standard"
"family"	"Rhizobiaceae"	1	1	18598125	18598125	"Gold Standard"
"family"	"Streptomycetaceae"	1	1	18428033	18428033	"Gold Standard"
"family"	"Clostridiales Family XIX. Incertae Sedis"	1	1	15210881	15210881	"Gold Standard"
"family"	"Clostridiales Family XVI. Incertae Sedis"	1	1	14888857	14888857	"Gold Standard"
"family"	"Cytophagaceae"	1	1	14411538	14411538	"Gold Standard"
"family"	"Nocardiaceae"	1	1	13003876	13003876	"Gold Standard"
"family"	"Intrasporangiaceae"	1	1	12422925	12422925	"Gold Standard"
"family"	"Nocardioidaceae"	1	1	10494171	10494171	"Gold Standard"
"family"	"Thermoanaerobacteraceae"	1	1	10400110	10400110	"Gold Standard"
"family"	"Xanthobacteraceae"	1	1	10190100	10190100	"Gold Standard"
"family"	"Desulfovibrionaceae"	1	1	10076554	10076554	"Gold Standard"
"family"	"Flavobacteriaceae"	1	1	9442158	9442158	"Gold Standard"
"family"	"Methylophilaceae"	1	1	8904107	8904107	"Gold Standard"
"family"	"Bradyrhizobiaceae"	1	1	8874968	8874968	"Gold Standard"
"family"	"Phyllobacteriaceae"	1	1	8674992	8674992	"Gold Standard"
"family"	"Vibrionaceae"	1	1	8287247	8287247	"Gold Standard"
"family"	"Lachnospiraceae"	1	1	8225026	8225026	"Gold Standard"
"family"	"Microbacteriaceae"	1	1	7792846	7792846	"Gold Standard"
"family"	"Aurantimonadaceae"	1	1	7749681	7749681	"Gold Standard"
"family"	"Peptostreptococcaceae"	1	1	7719747	7719747	"Gold Standard"
"family"	"Paenibacillaceae"	1	1	7400375	7400375	"Gold Standard"
"family"	"Planococcaceae"	1	1	7245311	7245311	"Gold Standard"
"family"	"Mycobacteriaceae"	1	1	6676999	6676999	"Gold Standard"
