"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Viruses"	1	1	181370	181370	"adoring_lalande - Gold Standard_3"
"phylum"	"unassigned"	NA	NA	181370	0	"adoring_lalande - Gold Standard_3"
"class"	"unassigned"	NA	NA	181370	0	"adoring_lalande - Gold Standard_3"
"order"	"unassigned"	NA	NA	181370	0	"adoring_lalande - Gold Standard_3"
"family"	"unassigned"	NA	NA	181370	0	"adoring_lalande - Gold Standard_3"
"genus"	"unassigned"	NA	NA	181370	0	"adoring_lalande - Gold Standard_3"
"species"	"unassigned"	NA	NA	181370	0	"adoring_lalande - Gold Standard_3"
"superkingdom"	"Bacteria"	0	NA	35300	0	"fervent_sammet_12"
"superkingdom"	"unassigned"	NA	NA	146070	0	"fervent_sammet_12"
"phylum"	"Proteobacteria"	0	NA	1537	0	"fervent_sammet_12"
"phylum"	"unassigned"	NA	NA	179833	0	"fervent_sammet_12"
"class"	"Gammaproteobacteria"	0	NA	1537	0	"fervent_sammet_12"
"class"	"unassigned"	NA	NA	179833	0	"fervent_sammet_12"
"order"	"Aeromonadales"	0	NA	269	0	"fervent_sammet_12"
"order"	"unassigned"	NA	NA	181101	0	"fervent_sammet_12"
"family"	"Aeromonadaceae"	0	NA	269	0	"fervent_sammet_12"
"family"	"unassigned"	NA	NA	181101	0	"fervent_sammet_12"
"genus"	"unassigned"	NA	NA	181370	0	"fervent_sammet_12"
"species"	"unassigned"	NA	NA	181370	0	"fervent_sammet_12"
"superkingdom"	"Bacteria"	0	NA	65028	0	"fervent_sammet_2"
"superkingdom"	"unassigned"	NA	NA	116342	0	"fervent_sammet_2"
"phylum"	"Firmicutes"	0	NA	33254	0	"fervent_sammet_2"
"phylum"	"Proteobacteria"	0	NA	2046	0	"fervent_sammet_2"
"phylum"	"unassigned"	NA	NA	146070	0	"fervent_sammet_2"
"class"	"Gammaproteobacteria"	0	NA	2046	0	"fervent_sammet_2"
"class"	"unassigned"	NA	NA	179324	0	"fervent_sammet_2"
"order"	"Aeromonadales"	0	NA	269	0	"fervent_sammet_2"
"order"	"unassigned"	NA	NA	181101	0	"fervent_sammet_2"
"family"	"Aeromonadaceae"	0	NA	269	0	"fervent_sammet_2"
"family"	"unassigned"	NA	NA	181101	0	"fervent_sammet_2"
"genus"	"unassigned"	NA	NA	181370	0	"fervent_sammet_2"
"species"	"unassigned"	NA	NA	181370	0	"fervent_sammet_2"
"superkingdom"	"Bacteria"	0	NA	4106100	0	"lonely_davinci_0"
"superkingdom"	"Viruses"	1	0.07	1259700	17767200	"lonely_davinci_0"
"superkingdom"	"Eukaryota"	0	NA	300	0	"lonely_davinci_0"
"superkingdom"	"unassigned"	NA	NA	12401100	0	"lonely_davinci_0"
"phylum"	"Bacteroidetes"	0	NA	2504700	0	"lonely_davinci_0"
"phylum"	"phylum_Microviridae"	0	NA	628800	0	"lonely_davinci_0"
"phylum"	"phylum_uncultured bacterium"	0	NA	243300	0	"lonely_davinci_0"
"phylum"	"phylum_uncultured marine virus"	0	NA	63600	0	"lonely_davinci_0"
"phylum"	"Firmicutes"	0	NA	48300	0	"lonely_davinci_0"
"phylum"	"Proteobacteria"	0	NA	13800	0	"lonely_davinci_0"
"phylum"	"Cyanobacteria"	0	NA	12900	0	"lonely_davinci_0"
"phylum"	"Nematoda"	0	NA	300	0	"lonely_davinci_0"
"phylum"	"phylum_uncultured phage"	0	NA	300	0	"lonely_davinci_0"
"phylum"	"unassigned"	NA	NA	14251200	0	"lonely_davinci_0"
"class"	"Bacteroidia"	0	NA	2503800	0	"lonely_davinci_0"
"class"	"class_Microviridae"	0	NA	628800	0	"lonely_davinci_0"
"class"	"class_uncultured bacterium"	0	NA	243300	0	"lonely_davinci_0"
"class"	"class_uncultured marine virus"	0	NA	63600	0	"lonely_davinci_0"
"class"	"Clostridia"	0	NA	35100	0	"lonely_davinci_0"
"class"	"Gammaproteobacteria"	0	NA	12900	0	"lonely_davinci_0"
"class"	"class_Nostocales"	0	NA	12900	0	"lonely_davinci_0"
"class"	"class_Firmicutes bacterium ASF500"	0	NA	12600	0	"lonely_davinci_0"
"class"	"class_Proteobacteria bacterium JGI 0000113-P07"	0	NA	900	0	"lonely_davinci_0"
"class"	"Chromadorea"	0	NA	300	0	"lonely_davinci_0"
"class"	"class_uncultured phage"	0	NA	300	0	"lonely_davinci_0"
"class"	"unassigned"	NA	NA	14252700	0	"lonely_davinci_0"
"order"	"Bacteroidales"	0	NA	2503800	0	"lonely_davinci_0"
"order"	"order_Microviridae"	0	NA	628800	0	"lonely_davinci_0"
"order"	"order_uncultured bacterium"	0	NA	243300	0	"lonely_davinci_0"
"order"	"order_uncultured marine virus"	0	NA	63600	0	"lonely_davinci_0"
"order"	"Clostridiales"	0	NA	35100	0	"lonely_davinci_0"
"order"	"Nostocales"	0	NA	12900	0	"lonely_davinci_0"
"order"	"Aeromonadales"	0	NA	12600	0	"lonely_davinci_0"
"order"	"order_Firmicutes bacterium ASF500"	0	NA	12600	0	"lonely_davinci_0"
"order"	"order_Proteobacteria bacterium JGI 0000113-P07"	0	NA	900	0	"lonely_davinci_0"
"order"	"Rhabditida"	0	NA	300	0	"lonely_davinci_0"
"order"	"order_uncultured phage"	0	NA	300	0	"lonely_davinci_0"
"order"	"unassigned"	NA	NA	14253000	0	"lonely_davinci_0"
"family"	"Prevotellaceae"	0	NA	2449800	0	"lonely_davinci_0"
"family"	"Microviridae"	0	NA	628800	0	"lonely_davinci_0"
"family"	"family_uncultured bacterium"	0	NA	243300	0	"lonely_davinci_0"
"family"	"family_uncultured marine virus"	0	NA	63600	0	"lonely_davinci_0"
"family"	"Clostridiaceae"	0	NA	26100	0	"lonely_davinci_0"
"family"	"Nostocaceae"	0	NA	12900	0	"lonely_davinci_0"
"family"	"Aeromonadaceae"	0	NA	12600	0	"lonely_davinci_0"
"family"	"family_Firmicutes bacterium ASF500"	0	NA	12600	0	"lonely_davinci_0"
"family"	"Porphyromonadaceae"	0	NA	3600	0	"lonely_davinci_0"
"family"	"Lachnospiraceae"	0	NA	1500	0	"lonely_davinci_0"
"family"	"family_Proteobacteria bacterium JGI 0000113-P07"	0	NA	900	0	"lonely_davinci_0"
"family"	"Bacteroidaceae"	0	NA	600	0	"lonely_davinci_0"
"family"	"Ancylostomatidae"	0	NA	300	0	"lonely_davinci_0"
"family"	"family_uncultured phage"	0	NA	300	0	"lonely_davinci_0"
"family"	"unassigned"	NA	NA	14310300	0	"lonely_davinci_0"
"genus"	"Prevotella"	0	NA	2449800	0	"lonely_davinci_0"
"genus"	"genus_uncultured bacterium"	0	NA	243300	0	"lonely_davinci_0"
