"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"unassigned"	NA	NA	939369	0	"Gold Standard"
"phylum"	"unassigned"	NA	NA	939369	0	"Gold Standard"
"class"	"unassigned"	NA	NA	939369	0	"Gold Standard"
"order"	"unassigned"	NA	NA	939369	0	"Gold Standard"
"family"	"unassigned"	NA	NA	939369	0	"Gold Standard"
"genus"	"unassigned"	NA	NA	939369	0	"Gold Standard"
"species"	"unassigned"	NA	NA	939369	0	"Gold Standard"
"superkingdom"	"Bacteria"	0	NA	51549	0	"evil_yalow_1"
"superkingdom"	"unassigned"	NA	NA	887820	0	"evil_yalow_1"
"phylum"	"unassigned"	NA	NA	939369	0	"evil_yalow_1"
"class"	"unassigned"	NA	NA	939369	0	"evil_yalow_1"
"order"	"unassigned"	NA	NA	939369	0	"evil_yalow_1"
"family"	"unassigned"	NA	NA	939369	0	"evil_yalow_1"
"genus"	"unassigned"	NA	NA	939369	0	"evil_yalow_1"
"species"	"unassigned"	NA	NA	939369	0	"evil_yalow_1"
"superkingdom"	"Bacteria"	0	NA	63215	0	"fervent_sammet_0"
"superkingdom"	"unassigned"	NA	NA	876154	0	"fervent_sammet_0"
"phylum"	"Firmicutes"	0	NA	34546	0	"fervent_sammet_0"
"phylum"	"Proteobacteria"	0	NA	17003	0	"fervent_sammet_0"
"phylum"	"unassigned"	NA	NA	887820	0	"fervent_sammet_0"
"class"	"Bacilli"	0	NA	34546	0	"fervent_sammet_0"
"class"	"Alphaproteobacteria"	0	NA	17003	0	"fervent_sammet_0"
"class"	"unassigned"	NA	NA	887820	0	"fervent_sammet_0"
"order"	"unassigned"	NA	NA	939369	0	"fervent_sammet_0"
"family"	"unassigned"	NA	NA	939369	0	"fervent_sammet_0"
"genus"	"unassigned"	NA	NA	939369	0	"fervent_sammet_0"
"species"	"unassigned"	NA	NA	939369	0	"fervent_sammet_0"
"superkingdom"	"Bacteria"	0	NA	916210	0	"modest_babbage_1"
"superkingdom"	"unassigned"	NA	NA	23159	0	"modest_babbage_1"
"phylum"	"Proteobacteria"	0	NA	406794	0	"modest_babbage_1"
"phylum"	"Firmicutes"	0	NA	360859	0	"modest_babbage_1"
"phylum"	"Bacteroidetes"	0	NA	22140	0	"modest_babbage_1"
"phylum"	"Cyanobacteria"	0	NA	3923	0	"modest_babbage_1"
"phylum"	"unassigned"	NA	NA	145653	0	"modest_babbage_1"
"class"	"Clostridia"	0	NA	283453	0	"modest_babbage_1"
"class"	"Deltaproteobacteria"	0	NA	202412	0	"modest_babbage_1"
"class"	"Alphaproteobacteria"	0	NA	69413	0	"modest_babbage_1"
"class"	"Bacilli"	0	NA	55781	0	"modest_babbage_1"
"class"	"Bacteroidia"	0	NA	22140	0	"modest_babbage_1"
"class"	"unassigned"	NA	NA	306170	0	"modest_babbage_1"
"order"	"Clostridiales"	0	NA	199500	0	"modest_babbage_1"
"order"	"Desulfovibrionales"	0	NA	151651	0	"modest_babbage_1"
"order"	"Thermoanaerobacterales"	0	NA	83953	0	"modest_babbage_1"
"order"	"Bacillales"	0	NA	55781	0	"modest_babbage_1"
"order"	"Bacteroidales"	0	NA	22140	0	"modest_babbage_1"
"order"	"Rhizobiales"	0	NA	2564	0	"modest_babbage_1"
"order"	"unassigned"	NA	NA	423780	0	"modest_babbage_1"
"family"	"Thermoanaerobacteraceae"	0	NA	83953	0	"modest_babbage_1"
"family"	"Paenibacillaceae"	0	NA	55781	0	"modest_babbage_1"
"family"	"Desulfovibrionaceae"	0	NA	47054	0	"modest_babbage_1"
"family"	"Rhizobiaceae"	0	NA	2564	0	"modest_babbage_1"
"family"	"unassigned"	NA	NA	750017	0	"modest_babbage_1"
"genus"	"unassigned"	NA	NA	939369	0	"modest_babbage_1"
"species"	"unassigned"	NA	NA	939369	0	"modest_babbage_1"
"superkingdom"	"Bacteria"	0	NA	916210	0	"modest_babbage_2"
"superkingdom"	"unassigned"	NA	NA	23159	0	"modest_babbage_2"
"phylum"	"Proteobacteria"	0	NA	406794	0	"modest_babbage_2"
"phylum"	"Firmicutes"	0	NA	360859	0	"modest_babbage_2"
"phylum"	"Bacteroidetes"	0	NA	22140	0	"modest_babbage_2"
"phylum"	"Cyanobacteria"	0	NA	3923	0	"modest_babbage_2"
"phylum"	"unassigned"	NA	NA	145653	0	"modest_babbage_2"
"class"	"Clostridia"	0	NA	283453	0	"modest_babbage_2"
"class"	"Deltaproteobacteria"	0	NA	202412	0	"modest_babbage_2"
"class"	"Alphaproteobacteria"	0	NA	69413	0	"modest_babbage_2"
"class"	"Bacilli"	0	NA	55781	0	"modest_babbage_2"
"class"	"Bacteroidia"	0	NA	22140	0	"modest_babbage_2"
"class"	"unassigned"	NA	NA	306170	0	"modest_babbage_2"
"order"	"Clostridiales"	0	NA	199500	0	"modest_babbage_2"
"order"	"Desulfovibrionales"	0	NA	151651	0	"modest_babbage_2"
"order"	"Thermoanaerobacterales"	0	NA	83953	0	"modest_babbage_2"
"order"	"Bacillales"	0	NA	55781	0	"modest_babbage_2"
"order"	"Bacteroidales"	0	NA	22140	0	"modest_babbage_2"
"order"	"Rhizobiales"	0	NA	2564	0	"modest_babbage_2"
"order"	"unassigned"	NA	NA	423780	0	"modest_babbage_2"
"family"	"Thermoanaerobacteraceae"	0	NA	83953	0	"modest_babbage_2"
"family"	"Paenibacillaceae"	0	NA	55781	0	"modest_babbage_2"
"family"	"Desulfovibrionaceae"	0	NA	47054	0	"modest_babbage_2"
"family"	"Rhizobiaceae"	0	NA	2564	0	"modest_babbage_2"
"family"	"unassigned"	NA	NA	750017	0	"modest_babbage_2"
"genus"	"unassigned"	NA	NA	939369	0	"modest_babbage_2"
"species"	"unassigned"	NA	NA	939369	0	"modest_babbage_2"
"superkingdom"	"unassigned"	NA	NA	939369	0	"modest_babbage_4"
"phylum"	"unassigned"	NA	NA	939369	0	"modest_babbage_4"
"class"	"unassigned"	NA	NA	939369	0	"modest_babbage_4"
"order"	"unassigned"	NA	NA	939369	0	"modest_babbage_4"
"family"	"unassigned"	NA	NA	939369	0	"modest_babbage_4"
"genus"	"unassigned"	NA	NA	939369	0	"modest_babbage_4"
"species"	"unassigned"	NA	NA	939369	0	"modest_babbage_4"
