"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	58753980	58753980	"Gold Standard"
"phylum"	"Bacteroidetes"	1	1	29144897	29144897	"Gold Standard"
"phylum"	"Firmicutes"	1	1	17763441	17763441	"Gold Standard"
"phylum"	"Chloroflexi"	1	1	7279109	7279109	"Gold Standard"
"phylum"	"Actinobacteria"	1	1	4566533	4566533	"Gold Standard"
"class"	"Sphingobacteriia"	1	1	29144897	29144897	"Gold Standard"
"class"	"Bacilli"	1	1	15750864	15750864	"Gold Standard"
"class"	"Ktedonobacteria"	1	1	7279109	7279109	"Gold Standard"
"class"	"Actinobacteria"	1	1	4566533	4566533	"Gold Standard"
"class"	"Clostridia"	1	1	2012577	2012577	"Gold Standard"
"order"	"Sphingobacteriales"	1	1	29144897	29144897	"Gold Standard"
"order"	"Bacillales"	1	1	15750864	15750864	"Gold Standard"
"order"	"Ktedonobacterales"	1	1	7279109	7279109	"Gold Standard"
"order"	"Actinomycetales"	1	1	4566533	4566533	"Gold Standard"
"order"	"Clostridiales"	1	1	2012577	2012577	"Gold Standard"
"family"	"Chitinophagaceae"	1	1	29144897	29144897	"Gold Standard"
"family"	"Thermosporotrichaceae"	1	1	7279109	7279109	"Gold Standard"
"family"	"Proteinivoraceae"	1	1	2012577	2012577	"Gold Standard"
"family"	"unassigned"	NA	NA	20317397	0	"Gold Standard"
"genus"	"Hydrotalea"	1	1	19572379	19572379	"Gold Standard"
"genus"	"Flavisolibacter"	1	1	9572518	9572518	"Gold Standard"
"genus"	"Thermosporothrix"	1	1	7279109	7279109	"Gold Standard"
"genus"	"Anaerobranca"	1	1	2012577	2012577	"Gold Standard"
"genus"	"unassigned"	NA	NA	20317397	0	"Gold Standard"
"species"	"Hydrotalea sandarakina"	1	1	19572379	19572379	"Gold Standard"
"species"	"Thermosporothrix hazakensis"	1	1	7279109	7279109	"Gold Standard"
"species"	"Flavisolibacter ginsengiterrae"	1	1	4897781	4897781	"Gold Standard"
"species"	"Flavisolibacter ginsengisoli"	1	1	4674737	4674737	"Gold Standard"
"species"	"Anaerobranca californiensis"	1	1	2012577	2012577	"Gold Standard"
"species"	"unassigned"	NA	NA	20317397	0	"Gold Standard"
"superkingdom"	"Bacteria"	1	0.29	17302869	58753980	"evil_yalow_2"
"superkingdom"	"Eukaryota"	0	NA	2049	0	"evil_yalow_2"
"superkingdom"	"unassigned"	NA	NA	41449062	0	"evil_yalow_2"
"phylum"	"Bacteroidetes"	1	0.25	7387204	29144897	"evil_yalow_2"
"phylum"	"Firmicutes"	1	0.28	5061376	17763441	"evil_yalow_2"
"phylum"	"Chloroflexi"	1	0.16	1190166	7279109	"evil_yalow_2"
"phylum"	"Actinobacteria"	1	0.17	760007	4566533	"evil_yalow_2"
"phylum"	"Spirochaetes"	0	NA	1327	0	"evil_yalow_2"
"phylum"	"Proteobacteria"	0	NA	1210	0	"evil_yalow_2"
"phylum"	"Cyanobacteria"	0	NA	861	0	"evil_yalow_2"
"phylum"	"unassigned"	NA	NA	44351829	0	"evil_yalow_2"
"class"	"Sphingobacteriia"	1	0.2	5965711	29144897	"evil_yalow_2"
"class"	"Bacilli"	1	0.28	4422935	15750864	"evil_yalow_2"
"class"	"Actinobacteria"	1	0.17	760007	4566533	"evil_yalow_2"
"class"	"Ktedonobacteria"	1	0.07	497029	7279109	"evil_yalow_2"
"class"	"Clostridia"	1	0.22	448059	2012577	"evil_yalow_2"
"class"	"Flavobacteriia"	0	NA	22505	0	"evil_yalow_2"
"class"	"Spirochaetia"	0	NA	1327	0	"evil_yalow_2"
"class"	"Cytophagia"	0	NA	1085	0	"evil_yalow_2"
"class"	"class_Nostocales"	0	NA	861	0	"evil_yalow_2"
"class"	"Bacteroidia"	0	NA	852	0	"evil_yalow_2"
"class"	"Alphaproteobacteria"	0	NA	150	0	"evil_yalow_2"
"class"	"Gammaproteobacteria"	0	NA	150	0	"evil_yalow_2"
"class"	"unassigned"	NA	NA	46633309	0	"evil_yalow_2"
"order"	"Sphingobacteriales"	1	0.2	5965711	29144897	"evil_yalow_2"
"order"	"Bacillales"	1	0.28	4421242	15750864	"evil_yalow_2"
"order"	"Actinomycetales"	1	0.17	760007	4566533	"evil_yalow_2"
"order"	"Ktedonobacterales"	1	0.07	497029	7279109	"evil_yalow_2"
"order"	"Clostridiales"	0.99	0.06	112933	2012577	"evil_yalow_2"
"order"	"Flavobacteriales"	0	NA	22505	0	"evil_yalow_2"
"order"	"Spirochaetales"	0	NA	1327	0	"evil_yalow_2"
"order"	"Cytophagales"	0	NA	1085	0	"evil_yalow_2"
"order"	"Nostocales"	0	NA	861	0	"evil_yalow_2"
"order"	"Bacteroidales"	0	NA	852	0	"evil_yalow_2"
"order"	"unassigned"	NA	NA	46970428	0	"evil_yalow_2"
"family"	"Chitinophagaceae"	1	0.2	5686965	29144897	"evil_yalow_2"
"family"	"family_Exiguobacterium"	0	NA	4421242	0	"evil_yalow_2"
"family"	"Ktedonobacteraceae"	0	NA	497029	0	"evil_yalow_2"
"family"	"Gordoniaceae"	0	NA	136735	0	"evil_yalow_2"
"family"	"Clostridiaceae"	0	NA	35932	0	"evil_yalow_2"
"family"	"Flavobacteriaceae"	0	NA	20471	0	"evil_yalow_2"
"family"	"Sphingobacteriaceae"	0	NA	3922	0	"evil_yalow_2"
"family"	"Spirochaetaceae"	0	NA	912	0	"evil_yalow_2"
"family"	"Microchaetaceae"	0	NA	861	0	"evil_yalow_2"
"family"	"Cyclobacteriaceae"	0	NA	295	0	"evil_yalow_2"
"family"	"Prolixibacteraceae"	0	NA	252	0	"evil_yalow_2"
"family"	"Cytophagaceae"	0	NA	150	0	"evil_yalow_2"
"family"	"unassigned"	NA	NA	47949214	0	"evil_yalow_2"
"genus"	"Exiguobacterium"	0	NA	4421242	0	"evil_yalow_2"
"genus"	"Ktedonobacter"	0	NA	497029	0	"evil_yalow_2"
"genus"	"Gordonia"	0	NA	136735	0	"evil_yalow_2"
"genus"	"Flavobacterium"	0	NA	14619	0	"evil_yalow_2"
"genus"	"Clostridium"	0	NA	8089	0	"evil_yalow_2"
"genus"	"Alkaliphilus"	0	NA	1608	0	"evil_yalow_2"
"genus"	"Treponema"	0	NA	912	0	"evil_yalow_2"
"genus"	"Tolypothrix"	0	NA	861	0	"evil_yalow_2"
"genus"	"Prolixibacter"	0	NA	252	0	"evil_yalow_2"
"genus"	"unassigned"	NA	NA	53672633	0	"evil_yalow_2"
"species"	"Exiguobacterium sp. RIT341"	0	NA	522789	0	"evil_yalow_2"
"species"	"Ktedonobacter racemifer"	0	NA	497029	0	"evil_yalow_2"
"species"	"Treponema phagedenis"	0	NA	912	0	"evil_yalow_2"
"species"	"Tolypothrix bouteillei"	0	NA	861	0	"evil_yalow_2"
"species"	"Prolixibacter bellariivorans"	0	NA	252	0	"evil_yalow_2"
"species"	"unassigned"	NA	NA	57732137	0	"evil_yalow_2"
"superkingdom"	"Bacteria"	1	0.3	17452518	58753980	"fervent_sammet_2"
"superkingdom"	"Eukaryota"	0	NA	2049	0	"fervent_sammet_2"
"superkingdom"	"unassigned"	NA	NA	41299413	0	"fervent_sammet_2"
"phylum"	"Bacteroidetes"	1	0.31	8964837	29144897	"fervent_sammet_2"
"phylum"	"Firmicutes"	0.99	0.29	5238213	17763441	"fervent_sammet_2"
"phylum"	"Chloroflexi"	1	0.16	1190166	7279109	"fervent_sammet_2"
"phylum"	"Actinobacteria"	1	0.17	763051	4566533	"fervent_sammet_2"
"phylum"	"Proteobacteria"	0	NA	60656	0	"fervent_sammet_2"
"phylum"	"Spirochaetes"	0	NA	1327	0	"fervent_sammet_2"
"phylum"	"Cyanobacteria"	0	NA	861	0	"fervent_sammet_2"
"phylum"	"unassigned"	NA	NA	42534869	0	"fervent_sammet_2"
"class"	"Sphingobacteriia"	1	0.2	5965711	29144897	"fervent_sammet_2"
"class"	"Bacilli"	0.99	0.28	4477339	15750864	"fervent_sammet_2"
"class"	"Actinobacteria"	1	0.17	763051	4566533	"fervent_sammet_2"
"class"	"Ktedonobacteria"	1	0.07	497029	7279109	"fervent_sammet_2"
"class"	"Clostridia"	1	0.22	448059	2012577	"fervent_sammet_2"
"class"	"Flavobacteriia"	0	NA	195873	0	"fervent_sammet_2"
"class"	"Gammaproteobacteria"	0	NA	25041	0	"fervent_sammet_2"
"class"	"Betaproteobacteria"	0	NA	19127	0	"fervent_sammet_2"
"class"	"Alphaproteobacteria"	0	NA	8190	0	"fervent_sammet_2"
"class"	"Deltaproteobacteria"	0	NA	3384	0	"fervent_sammet_2"
