"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"unassigned"	NA	NA	4458484	0	"Gold Standard"
"phylum"	"unassigned"	NA	NA	4458484	0	"Gold Standard"
"class"	"unassigned"	NA	NA	4458484	0	"Gold Standard"
"order"	"unassigned"	NA	NA	4458484	0	"Gold Standard"
"family"	"unassigned"	NA	NA	4458484	0	"Gold Standard"
"genus"	"unassigned"	NA	NA	4458484	0	"Gold Standard"
"species"	"unassigned"	NA	NA	4458484	0	"Gold Standard"
"superkingdom"	"Bacteria"	0	NA	116287	0	"evil_yalow_0"
"superkingdom"	"unassigned"	NA	NA	4342197	0	"evil_yalow_0"
"phylum"	"Proteobacteria"	0	NA	59860	0	"evil_yalow_0"
"phylum"	"Firmicutes"	0	NA	56427	0	"evil_yalow_0"
"phylum"	"unassigned"	NA	NA	4342197	0	"evil_yalow_0"
"class"	"Gammaproteobacteria"	0	NA	59860	0	"evil_yalow_0"
"class"	"Clostridia"	0	NA	43779	0	"evil_yalow_0"
"class"	"unassigned"	NA	NA	4354845	0	"evil_yalow_0"
"order"	"Enterobacteriales"	0	NA	59860	0	"evil_yalow_0"
"order"	"Clostridiales"	0	NA	43779	0	"evil_yalow_0"
"order"	"unassigned"	NA	NA	4354845	0	"evil_yalow_0"
"family"	"Enterobacteriaceae"	0	NA	59860	0	"evil_yalow_0"
"family"	"unassigned"	NA	NA	4398624	0	"evil_yalow_0"
"genus"	"unassigned"	NA	NA	4458484	0	"evil_yalow_0"
"species"	"unassigned"	NA	NA	4458484	0	"evil_yalow_0"
"superkingdom"	"Bacteria"	0	NA	116287	0	"fervent_sammet_1"
"superkingdom"	"unassigned"	NA	NA	4342197	0	"fervent_sammet_1"
"phylum"	"Proteobacteria"	0	NA	59860	0	"fervent_sammet_1"
"phylum"	"Firmicutes"	0	NA	56427	0	"fervent_sammet_1"
"phylum"	"unassigned"	NA	NA	4342197	0	"fervent_sammet_1"
"class"	"Gammaproteobacteria"	0	NA	59860	0	"fervent_sammet_1"
"class"	"Clostridia"	0	NA	43779	0	"fervent_sammet_1"
"class"	"unassigned"	NA	NA	4354845	0	"fervent_sammet_1"
"order"	"Enterobacteriales"	0	NA	59860	0	"fervent_sammet_1"
"order"	"Clostridiales"	0	NA	43779	0	"fervent_sammet_1"
"order"	"unassigned"	NA	NA	4354845	0	"fervent_sammet_1"
"family"	"Enterobacteriaceae"	0	NA	59860	0	"fervent_sammet_1"
"family"	"unassigned"	NA	NA	4398624	0	"fervent_sammet_1"
"genus"	"unassigned"	NA	NA	4458484	0	"fervent_sammet_1"
"species"	"unassigned"	NA	NA	4458484	0	"fervent_sammet_1"
"superkingdom"	"Bacteria"	0	NA	314705	0	"modest_babbage_0"
"superkingdom"	"unassigned"	NA	NA	4143779	0	"modest_babbage_0"
"phylum"	"unassigned"	NA	NA	4458484	0	"modest_babbage_0"
"class"	"unassigned"	NA	NA	4458484	0	"modest_babbage_0"
"order"	"unassigned"	NA	NA	4458484	0	"modest_babbage_0"
"family"	"unassigned"	NA	NA	4458484	0	"modest_babbage_0"
"genus"	"unassigned"	NA	NA	4458484	0	"modest_babbage_0"
"species"	"unassigned"	NA	NA	4458484	0	"modest_babbage_0"
"superkingdom"	"Bacteria"	0	NA	4458484	0	"modest_babbage_3"
"phylum"	"Proteobacteria"	0	NA	2365102	0	"modest_babbage_3"
"phylum"	"Firmicutes"	0	NA	1030932	0	"modest_babbage_3"
"phylum"	"Bacteroidetes"	0	NA	244012	0	"modest_babbage_3"
"phylum"	"Spirochaetes"	0	NA	113597	0	"modest_babbage_3"
"phylum"	"Actinobacteria"	0	NA	76791	0	"modest_babbage_3"
"phylum"	"Nitrospirae"	0	NA	54752	0	"modest_babbage_3"
"phylum"	"Cyanobacteria"	0	NA	43779	0	"modest_babbage_3"
"phylum"	"Tenericutes"	0	NA	23466	0	"modest_babbage_3"
"phylum"	"Fibrobacteres"	0	NA	19851	0	"modest_babbage_3"
"phylum"	"unassigned"	NA	NA	486202	0	"modest_babbage_3"
"class"	"Clostridia"	0	NA	759819	0	"modest_babbage_3"
"class"	"Alphaproteobacteria"	0	NA	668010	0	"modest_babbage_3"
"class"	"Deltaproteobacteria"	0	NA	567777	0	"modest_babbage_3"
"class"	"Gammaproteobacteria"	0	NA	403210	0	"modest_babbage_3"
"class"	"Bacteroidia"	0	NA	161071	0	"modest_babbage_3"
"class"	"Epsilonproteobacteria"	0	NA	155498	0	"modest_babbage_3"
"class"	"Spirochaetia"	0	NA	113597	0	"modest_babbage_3"
"class"	"Betaproteobacteria"	0	NA	111373	0	"modest_babbage_3"
"class"	"Bacilli"	0	NA	106074	0	"modest_babbage_3"
"class"	"Cytophagia"	0	NA	82941	0	"modest_babbage_3"
"class"	"Actinobacteria"	0	NA	76791	0	"modest_babbage_3"
"class"	"Nitrospira"	0	NA	54752	0	"modest_babbage_3"
"class"	"Mollicutes"	0	NA	23466	0	"modest_babbage_3"
