"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	154946832	154946832	"Gold Standard"
"superkingdom"	"Viruses"	1	1	181370	181370	"Gold Standard"
"superkingdom"	"unassigned"	NA	NA	324124	0	"Gold Standard"
"phylum"	"Proteobacteria"	1	1	65522942	65522942	"Gold Standard"
"phylum"	"Bacteroidetes"	1	1	32778490	32778490	"Gold Standard"
"phylum"	"Firmicutes"	1	1	32153772	32153772	"Gold Standard"
"phylum"	"Tenericutes"	1	1	9165261	9165261	"Gold Standard"
"phylum"	"Actinobacteria"	1	1	8047258	8047258	"Gold Standard"
"phylum"	"Chloroflexi"	1	1	7279109	7279109	"Gold Standard"
"phylum"	"unassigned"	NA	NA	505494	0	"Gold Standard"
"class"	"Sphingobacteriia"	1	1	29144897	29144897	"Gold Standard"
"class"	"Alphaproteobacteria"	1	1	22376676	22376676	"Gold Standard"
"class"	"Betaproteobacteria"	1	1	22078814	22078814	"Gold Standard"
"class"	"Bacilli"	1	1	15750864	15750864	"Gold Standard"
"class"	"Gammaproteobacteria"	1	1	14603716	14603716	"Gold Standard"
"class"	"Clostridia"	1	1	13746445	13746445	"Gold Standard"
"class"	"Mollicutes"	1	1	9165261	9165261	"Gold Standard"
"class"	"Actinobacteria"	1	1	8047258	8047258	"Gold Standard"
"class"	"Ktedonobacteria"	1	1	7279109	7279109	"Gold Standard"
"class"	"Deltaproteobacteria"	1	1	6463736	6463736	"Gold Standard"
"class"	"Flavobacteriia"	1	1	3633593	3633593	"Gold Standard"
"class"	"Negativicutes"	1	1	2656463	2656463	"Gold Standard"
"class"	"unassigned"	NA	NA	505494	0	"Gold Standard"
"order"	"Sphingobacteriales"	1	1	29144897	29144897	"Gold Standard"
"order"	"Rhodobacterales"	1	1	22376676	22376676	"Gold Standard"
"order"	"Burkholderiales"	1	1	17463877	17463877	"Gold Standard"
"order"	"Bacillales"	1	1	15750864	15750864	"Gold Standard"
"order"	"Clostridiales"	1	1	13746445	13746445	"Gold Standard"
"order"	"Anaeroplasmatales"	1	1	9165261	9165261	"Gold Standard"
"order"	"Xanthomonadales"	1	1	8325994	8325994	"Gold Standard"
"order"	"Actinomycetales"	1	1	8047258	8047258	"Gold Standard"
"order"	"Ktedonobacterales"	1	1	7279109	7279109	"Gold Standard"
"order"	"Desulfobacterales"	1	1	6463736	6463736	"Gold Standard"
"order"	"Pseudomonadales"	1	1	6277722	6277722	"Gold Standard"
"order"	"Neisseriales"	1	1	4614937	4614937	"Gold Standard"
"order"	"Flavobacteriales"	1	1	3633593	3633593	"Gold Standard"
"order"	"Selenomonadales"	1	1	2656463	2656463	"Gold Standard"
"order"	"unassigned"	NA	NA	505494	0	"Gold Standard"
"family"	"Chitinophagaceae"	1	1	29144897	29144897	"Gold Standard"
"family"	"Rhodobacteraceae"	1	1	22376676	22376676	"Gold Standard"
"family"	"Oxalobacteraceae"	1	1	14294209	14294209	"Gold Standard"
"family"	"Anaeroplasmataceae"	1	1	9165261	9165261	"Gold Standard"
"family"	"Clostridiaceae"	1	1	9103183	9103183	"Gold Standard"
"family"	"Xanthomonadaceae"	1	1	8325994	8325994	"Gold Standard"
"family"	"Thermosporotrichaceae"	1	1	7279109	7279109	"Gold Standard"
"family"	"Desulfobacteraceae"	1	1	6463736	6463736	"Gold Standard"
"family"	"Pseudomonadaceae"	1	1	6277722	6277722	"Gold Standard"
"family"	"Chromobacteriaceae"	1	1	4614937	4614937	"Gold Standard"
