"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	25402449	25402449	"adoring_lalande - Gold Standard_3"
"phylum"	"Proteobacteria"	1	1	15016727	15016727	"adoring_lalande - Gold Standard_3"
"phylum"	"Firmicutes"	1	1	10385722	10385722	"adoring_lalande - Gold Standard_3"
"class"	"Betaproteobacteria"	1	1	7784605	7784605	"adoring_lalande - Gold Standard_3"
"class"	"Clostridia"	1	1	7729259	7729259	"adoring_lalande - Gold Standard_3"
"class"	"Alphaproteobacteria"	1	1	7232122	7232122	"adoring_lalande - Gold Standard_3"
"class"	"Negativicutes"	1	1	2656463	2656463	"adoring_lalande - Gold Standard_3"
"order"	"Clostridiales"	1	1	7729259	7729259	"adoring_lalande - Gold Standard_3"
"order"	"Rhodobacterales"	1	1	7232122	7232122	"adoring_lalande - Gold Standard_3"
"order"	"Neisseriales"	1	1	4614937	4614937	"adoring_lalande - Gold Standard_3"
"order"	"Burkholderiales"	1	1	3169668	3169668	"adoring_lalande - Gold Standard_3"
"order"	"Selenomonadales"	1	1	2656463	2656463	"adoring_lalande - Gold Standard_3"
"family"	"Rhodobacteraceae"	1	1	7232122	7232122	"adoring_lalande - Gold Standard_3"
"family"	"Clostridiaceae"	1	1	5098574	5098574	"adoring_lalande - Gold Standard_3"
"family"	"Chromobacteriaceae"	1	1	4614937	4614937	"adoring_lalande - Gold Standard_3"
"family"	"Comamonadaceae"	1	1	3169668	3169668	"adoring_lalande - Gold Standard_3"
"family"	"Veillonellaceae"	1	1	2656463	2656463	"adoring_lalande - Gold Standard_3"
"family"	"Peptostreptococcaceae"	1	1	2630685	2630685	"adoring_lalande - Gold Standard_3"
"genus"	"Anaerosporobacter"	1	1	5098574	5098574	"adoring_lalande - Gold Standard_3"
"genus"	"Andreprevotia"	1	1	4614937	4614937	"adoring_lalande - Gold Standard_3"
"genus"	"Defluviimonas"	1	1	4107833	4107833	"adoring_lalande - Gold Standard_3"
"genus"	"Lampropedia"	1	1	3169668	3169668	"adoring_lalande - Gold Standard_3"
"genus"	"Albidovulum"	1	1	3124289	3124289	"adoring_lalande - Gold Standard_3"
"genus"	"Schwartzia"	1	1	2656463	2656463	"adoring_lalande - Gold Standard_3"
"genus"	"Tepidibacter"	1	1	2630685	2630685	"adoring_lalande - Gold Standard_3"
"species"	"Anaerosporobacter mobilis"	1	1	5098574	5098574	"adoring_lalande - Gold Standard_3"
"species"	"Andreprevotia lacus"	1	1	4614937	4614937	"adoring_lalande - Gold Standard_3"
"species"	"Defluviimonas denitrificans"	1	1	4107833	4107833	"adoring_lalande - Gold Standard_3"
"species"	"Lampropedia hyalina"	1	1	3169668	3169668	"adoring_lalande - Gold Standard_3"
"species"	"Albidovulum xiamenense"	1	1	3124289	3124289	"adoring_lalande - Gold Standard_3"
"species"	"Schwartzia succinivorans"	1	1	2656463	2656463	"adoring_lalande - Gold Standard_3"
"species"	"Tepidibacter formicigenes"	1	1	2630685	2630685	"adoring_lalande - Gold Standard_3"
"superkingdom"	"Bacteria"	1	0.41	10322698	25402449	"fervent_sammet_12"
"superkingdom"	"Eukaryota"	0	NA	293	0	"fervent_sammet_12"
"superkingdom"	"unassigned"	NA	NA	15079458	0	"fervent_sammet_12"
"phylum"	"Proteobacteria"	1	0.41	6095252	15016727	"fervent_sammet_12"
"phylum"	"Firmicutes"	1	0.32	3289099	10385722	"fervent_sammet_12"
"phylum"	"unassigned"	NA	NA	16018098	0	"fervent_sammet_12"
"class"	"Betaproteobacteria"	1	0.34	2622840	7784605	"fervent_sammet_12"
"class"	"Alphaproteobacteria"	1	0.35	2564575	7232122	"fervent_sammet_12"
"class"	"Clostridia"	1	0.22	1721613	7729259	"fervent_sammet_12"
"class"	"Negativicutes"	1	0.41	1099528	2656463	"fervent_sammet_12"
"class"	"Gammaproteobacteria"	0	NA	35643	0	"fervent_sammet_12"
"class"	"Bacilli"	0	NA	12312	0	"fervent_sammet_12"
"class"	"unassigned"	NA	NA	17345938	0	"fervent_sammet_12"
"order"	"Rhodobacterales"	1	0.31	2232609	7232122	"fervent_sammet_12"
"order"	"Clostridiales"	1	0.22	1710290	7729259	"fervent_sammet_12"
"order"	"Neisseriales"	1	0.25	1136815	4614937	"fervent_sammet_12"
"order"	"Selenomonadales"	1	0.41	1099528	2656463	"fervent_sammet_12"
"order"	"Burkholderiales"	1	0.22	704948	3169668	"fervent_sammet_12"
"order"	"Pseudomonadales"	0	NA	35643	0	"fervent_sammet_12"
"order"	"Bacillales"	0	NA	9375	0	"fervent_sammet_12"
"order"	"unassigned"	NA	NA	18473241	0	"fervent_sammet_12"
"family"	"Rhodobacteraceae"	1	0.31	2232609	7232122	"fervent_sammet_12"
"family"	"Chromobacteriaceae"	1	0.25	1136815	4614937	"fervent_sammet_12"
"family"	"Veillonellaceae"	1	0.3	786861	2656463	"fervent_sammet_12"
"family"	"Comamonadaceae"	1	0.2	641386	3169668	"fervent_sammet_12"
"family"	"Clostridiaceae"	0.82	0.01	87599	5098574	"fervent_sammet_12"
"family"	"Peptostreptococcaceae"	1	0.03	79498	2630685	"fervent_sammet_12"
"family"	"Lachnospiraceae"	0	NA	54802	0	"fervent_sammet_12"
"family"	"Pseudomonadaceae"	0	NA	35643	0	"fervent_sammet_12"
"family"	"Bacillaceae"	0	NA	3772	0	"fervent_sammet_12"
"family"	"Ruminococcaceae"	0	NA	735	0	"fervent_sammet_12"
"family"	"unassigned"	NA	NA	20342729	0	"fervent_sammet_12"
"genus"	"Rhodobacter"	0	NA	1242385	0	"fervent_sammet_12"
"genus"	"Selenomonas"	0	NA	646599	0	"fervent_sammet_12"
"genus"	"Loktanella"	0	NA	441324	0	"fervent_sammet_12"
"genus"	"Clostridium"	0	NA	68128	0	"fervent_sammet_12"
"genus"	"Peptoclostridium"	0	NA	15292	0	"fervent_sammet_12"
"genus"	"Lachnoclostridium"	0	NA	3687	0	"fervent_sammet_12"
"genus"	"Cellulosilyticum"	0	NA	1345	0	"fervent_sammet_12"
"genus"	"unassigned"	NA	NA	22983689	0	"fervent_sammet_12"
"species"	"Cellulosilyticum lentocellum"	0	NA	1345	0	"fervent_sammet_12"
"species"	"unassigned"	NA	NA	25401104	0	"fervent_sammet_12"
"superkingdom"	"Bacteria"	1	0.41	10423818	25402449	"fervent_sammet_2"
"superkingdom"	"Eukaryota"	0	NA	293	0	"fervent_sammet_2"
"superkingdom"	"unassigned"	NA	NA	14978338	0	"fervent_sammet_2"
"phylum"	"Proteobacteria"	1	0.44	6656443	15016727	"fervent_sammet_2"
"phylum"	"Firmicutes"	1	0.36	3737633	10385722	"fervent_sammet_2"
"phylum"	"Actinobacteria"	0	NA	5068	0	"fervent_sammet_2"
"phylum"	"Bacteroidetes"	0	NA	4723	0	"fervent_sammet_2"
"phylum"	"unassigned"	NA	NA	14998582	0	"fervent_sammet_2"
"class"	"Betaproteobacteria"	1	0.49	3804496	7784605	"fervent_sammet_2"
"class"	"Alphaproteobacteria"	1	0.38	2753008	7232122	"fervent_sammet_2"
"class"	"Clostridia"	1	0.22	1721613	7729259	"fervent_sammet_2"
"class"	"Negativicutes"	1	0.41	1099528	2656463	"fervent_sammet_2"
"class"	"Gammaproteobacteria"	0	NA	96781	0	"fervent_sammet_2"
"class"	"Bacilli"	0	NA	73048	0	"fervent_sammet_2"
"class"	"Actinobacteria"	0	NA	5068	0	"fervent_sammet_2"
"class"	"Deltaproteobacteria"	0	NA	1880	0	"fervent_sammet_2"
"class"	"Flavobacteriia"	0	NA	1402	0	"fervent_sammet_2"
"class"	"unassigned"	NA	NA	15845625	0	"fervent_sammet_2"
"order"	"Rhodobacterales"	1	0.38	2743995	7232122	"fervent_sammet_2"
"order"	"Clostridiales"	1	0.22	1710290	7729259	"fervent_sammet_2"
"order"	"Burkholderiales"	0.97	0.47	1549601	3169668	"fervent_sammet_2"
"order"	"Neisseriales"	1	0.25	1136815	4614937	"fervent_sammet_2"
"order"	"Selenomonadales"	1	0.41	1099528	2656463	"fervent_sammet_2"
"order"	"Pseudomonadales"	0	NA	86562	0	"fervent_sammet_2"
"order"	"Bacillales"	0	NA	52471	0	"fervent_sammet_2"
"order"	"Xanthomonadales"	0	NA	2709	0	"fervent_sammet_2"
"order"	"unassigned"	NA	NA	17020478	0	"fervent_sammet_2"
