"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	33943176	33943176	"Gold Standard"
"phylum"	"Proteobacteria"	1	1	30309583	30309583	"Gold Standard"
"phylum"	"Bacteroidetes"	1	1	3633593	3633593	"Gold Standard"
"class"	"Alphaproteobacteria"	1	1	15144554	15144554	"Gold Standard"
"class"	"Gammaproteobacteria"	1	1	8701293	8701293	"Gold Standard"
"class"	"Deltaproteobacteria"	1	1	6463736	6463736	"Gold Standard"
"class"	"Flavobacteriia"	1	1	3633593	3633593	"Gold Standard"
"order"	"Rhodobacterales"	1	1	15144554	15144554	"Gold Standard"
"order"	"Desulfobacterales"	1	1	6463736	6463736	"Gold Standard"
"order"	"Pseudomonadales"	1	1	6277722	6277722	"Gold Standard"
"order"	"Flavobacteriales"	1	1	3633593	3633593	"Gold Standard"
"order"	"Xanthomonadales"	1	1	2423571	2423571	"Gold Standard"
"family"	"Rhodobacteraceae"	1	1	15144554	15144554	"Gold Standard"
"family"	"Desulfobacteraceae"	1	1	6463736	6463736	"Gold Standard"
"family"	"Pseudomonadaceae"	1	1	6277722	6277722	"Gold Standard"
"family"	"Flavobacteriaceae"	1	1	3633593	3633593	"Gold Standard"
"family"	"Xanthomonadaceae"	1	1	2423571	2423571	"Gold Standard"
"genus"	"Paracoccus"	1	1	15144554	15144554	"Gold Standard"
"genus"	"Desulfatibacillum"	1	1	6463736	6463736	"Gold Standard"
"genus"	"Pseudomonas"	1	1	6277722	6277722	"Gold Standard"
"genus"	"Nonlabens"	1	1	3633593	3633593	"Gold Standard"
"genus"	"Xylella"	1	1	2423571	2423571	"Gold Standard"
"species"	"Paracoccus denitrificans"	1	1	15144554	15144554	"Gold Standard"
"species"	"Desulfatibacillum alkenivorans"	1	1	6463736	6463736	"Gold Standard"
"species"	"Pseudomonas aeruginosa"	1	1	6277722	6277722	"Gold Standard"
"species"	"Nonlabens dokdonensis"	1	1	3633593	3633593	"Gold Standard"
"species"	"Xylella fastidiosa"	1	1	2423571	2423571	"Gold Standard"
"superkingdom"	"Bacteria"	1	0.35	11875002	33943176	"evil_yalow_2"
"superkingdom"	"unassigned"	NA	NA	22068174	0	"evil_yalow_2"
"phylum"	"Proteobacteria"	1	0.35	10473901	30309583	"evil_yalow_2"
"phylum"	"Bacteroidetes"	1	0.36	1314660	3633593	"evil_yalow_2"
"phylum"	"unassigned"	NA	NA	22154615	0	"evil_yalow_2"
"class"	"Alphaproteobacteria"	1	0.3	4498868	15144554	"evil_yalow_2"
"class"	"Gammaproteobacteria"	1	0.41	3558829	8701293	"evil_yalow_2"
"class"	"Deltaproteobacteria"	1	0.35	2252346	6463736	"evil_yalow_2"
"class"	"Flavobacteriia"	1	0.36	1299461	3633593	"evil_yalow_2"
"class"	"unassigned"	NA	NA	22333672	0	"evil_yalow_2"
"order"	"Rhodobacterales"	1	0.28	4276955	15144554	"evil_yalow_2"
"order"	"Pseudomonadales"	1	0.42	2610608	6277722	"evil_yalow_2"
"order"	"Desulfobacterales"	1	0.31	2010377	6463736	"evil_yalow_2"
"order"	"Xanthomonadales"	1	0.39	948221	2423571	"evil_yalow_2"
"order"	"Flavobacteriales"	1	0.11	402598	3633593	"evil_yalow_2"
"order"	"Rhizobiales"	0	NA	27669	0	"evil_yalow_2"
"order"	"unassigned"	NA	NA	23666748	0	"evil_yalow_2"
"family"	"Rhodobacteraceae"	1	0.28	4276955	15144554	"evil_yalow_2"
"family"	"Pseudomonadaceae"	1	0.42	2610608	6277722	"evil_yalow_2"
"family"	"Desulfobacteraceae"	1	0.3	1927207	6463736	"evil_yalow_2"
"family"	"Xanthomonadaceae"	1	0.39	948221	2423571	"evil_yalow_2"
"family"	"Flavobacteriaceae"	1	0.11	390032	3633593	"evil_yalow_2"
"family"	"unassigned"	NA	NA	23790153	0	"evil_yalow_2"
"genus"	"Paracoccus"	1	0.28	4275934	15144554	"evil_yalow_2"
"genus"	"Pseudomonas"	1	0.42	2610608	6277722	"evil_yalow_2"
"genus"	"Desulfatibacillum"	1	0.2	1312157	6463736	"evil_yalow_2"
"genus"	"Xylella"	1	0.39	948221	2423571	"evil_yalow_2"
"genus"	"Nonlabens"	1	0.02	86125	3633593	"evil_yalow_2"
"genus"	"unassigned"	NA	NA	24710131	0	"evil_yalow_2"
"species"	"Pseudomonas aeruginosa"	1	0.22	1395465	6277722	"evil_yalow_2"
"species"	"Xylella fastidiosa"	1	0.39	948221	2423571	"evil_yalow_2"
"species"	"Paracoccus denitrificans"	1	0.02	353724	15144554	"evil_yalow_2"
"species"	"Nonlabens dokdonensis"	1	0.02	86125	3633593	"evil_yalow_2"
"species"	"Desulfatibacillum alkenivorans"	1	0	4500	6463736	"evil_yalow_2"
"species"	"unassigned"	NA	NA	31155141	0	"evil_yalow_2"
"superkingdom"	"Bacteria"	1	0.35	11901615	33943176	"fervent_sammet_2"
"superkingdom"	"unassigned"	NA	NA	22041561	0	"fervent_sammet_2"
"phylum"	"Proteobacteria"	1	0.35	10523402	30309583	"fervent_sammet_2"
"phylum"	"Bacteroidetes"	1	0.38	1371931	3633593	"fervent_sammet_2"
"phylum"	"Firmicutes"	0	NA	3501	0	"fervent_sammet_2"
"phylum"	"unassigned"	NA	NA	22044342	0	"fervent_sammet_2"
"class"	"Alphaproteobacteria"	1	0.3	4513964	15144554	"fervent_sammet_2"
"class"	"Gammaproteobacteria"	1	0.41	3558829	8701293	"fervent_sammet_2"
"class"	"Deltaproteobacteria"	1	0.38	2450609	6463736	"fervent_sammet_2"
"class"	"Flavobacteriia"	1	0.38	1371931	3633593	"fervent_sammet_2"
"class"	"Bacilli"	0	NA	3501	0	"fervent_sammet_2"
"class"	"unassigned"	NA	NA	22044342	0	"fervent_sammet_2"
"order"	"Rhodobacterales"	1	0.3	4486295	15144554	"fervent_sammet_2"
"order"	"Pseudomonadales"	1	0.42	2610608	6277722	"fervent_sammet_2"
"order"	"Desulfobacterales"	1	0.31	2010377	6463736	"fervent_sammet_2"
"order"	"Xanthomonadales"	1	0.39	948221	2423571	"fervent_sammet_2"
"order"	"Flavobacteriales"	1	0.11	402598	3633593	"fervent_sammet_2"
