"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Viruses"	1	1	736775	736775	"adoring_lalande - Gold Standard_1"
"superkingdom"	"unassigned"	NA	NA	1413217	0	"adoring_lalande - Gold Standard_1"
"phylum"	"unassigned"	NA	NA	2149992	0	"adoring_lalande - Gold Standard_1"
"class"	"unassigned"	NA	NA	2149992	0	"adoring_lalande - Gold Standard_1"
"order"	"unassigned"	NA	NA	2149992	0	"adoring_lalande - Gold Standard_1"
"family"	"unassigned"	NA	NA	2149992	0	"adoring_lalande - Gold Standard_1"
"genus"	"unassigned"	NA	NA	2149992	0	"adoring_lalande - Gold Standard_1"
"species"	"unassigned"	NA	NA	2149992	0	"adoring_lalande - Gold Standard_1"
"superkingdom"	"Bacteria"	0	NA	672112	0	"prickly_fermi_11"
"superkingdom"	"Viruses"	1	0.05	36461	736775	"prickly_fermi_11"
"superkingdom"	"Eukaryota"	0	NA	35005	0	"prickly_fermi_11"
"superkingdom"	"unassigned"	NA	NA	1406414	0	"prickly_fermi_11"
"phylum"	"Firmicutes"	0	NA	447544	0	"prickly_fermi_11"
"phylum"	"Bacteroidetes"	0	NA	90284	0	"prickly_fermi_11"
"phylum"	"phylum_uncultured bacterium"	0	NA	81125	0	"prickly_fermi_11"
"phylum"	"Proteobacteria"	0	NA	53159	0	"prickly_fermi_11"
"phylum"	"phylum_Microviridae"	0	NA	36461	0	"prickly_fermi_11"
"phylum"	"unassigned"	NA	NA	1441419	0	"prickly_fermi_11"
"class"	"class_Firmicutes bacterium CAG:240"	0	NA	185271	0	"prickly_fermi_11"
"class"	"Clostridia"	0	NA	185223	0	"prickly_fermi_11"
"class"	"Bacteroidia"	0	NA	90284	0	"prickly_fermi_11"
"class"	"class_uncultured bacterium"	0	NA	81125	0	"prickly_fermi_11"
"class"	"Bacilli"	0	NA	61716	0	"prickly_fermi_11"
"class"	"class_Microviridae"	0	NA	36461	0	"prickly_fermi_11"
"class"	"Epsilonproteobacteria"	0	NA	29620	0	"prickly_fermi_11"
"class"	"Gammaproteobacteria"	0	NA	23539	0	"prickly_fermi_11"
"class"	"Erysipelotrichia"	0	NA	15334	0	"prickly_fermi_11"
"class"	"unassigned"	NA	NA	1441419	0	"prickly_fermi_11"
"order"	"order_Firmicutes bacterium CAG:240"	0	NA	185271	0	"prickly_fermi_11"
"order"	"Clostridiales"	0	NA	185223	0	"prickly_fermi_11"
"order"	"Bacteroidales"	0	NA	90284	0	"prickly_fermi_11"
"order"	"order_uncultured bacterium"	0	NA	81125	0	"prickly_fermi_11"
"order"	"Lactobacillales"	0	NA	47607	0	"prickly_fermi_11"
"order"	"order_Microviridae"	0	NA	36461	0	"prickly_fermi_11"
"order"	"Campylobacterales"	0	NA	29620	0	"prickly_fermi_11"
"order"	"Enterobacteriales"	0	NA	23539	0	"prickly_fermi_11"
"order"	"Erysipelotrichales"	0	NA	15334	0	"prickly_fermi_11"
"order"	"Bacillales"	0	NA	14109	0	"prickly_fermi_11"
"order"	"unassigned"	NA	NA	1441419	0	"prickly_fermi_11"
"family"	"family_Firmicutes bacterium CAG:240"	0	NA	185271	0	"prickly_fermi_11"
"family"	"Clostridiaceae"	0	NA	185223	0	"prickly_fermi_11"
