"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	161041752	161041752	"Gold Standard"
"superkingdom"	"Archaea"	1	1	23185149	23185149	"Gold Standard"
"phylum"	"Proteobacteria"	1	1	114985777	114985777	"Gold Standard"
"phylum"	"Actinobacteria"	1	1	23924211	23924211	"Gold Standard"
"phylum"	"Euryarchaeota"	1	1	23185149	23185149	"Gold Standard"
"phylum"	"Firmicutes"	1	1	22131764	22131764	"Gold Standard"
"class"	"Deltaproteobacteria"	1	1	78206159	78206159	"Gold Standard"
"class"	"Actinobacteria"	1	1	23924211	23924211	"Gold Standard"
"class"	"Halobacteria"	1	1	23185149	23185149	"Gold Standard"
"class"	"Clostridia"	1	1	22131764	22131764	"Gold Standard"
"class"	"Alphaproteobacteria"	1	1	19137096	19137096	"Gold Standard"
"class"	"Gammaproteobacteria"	1	1	17642522	17642522	"Gold Standard"
"order"	"Desulfobacterales"	1	1	51975838	51975838	"Gold Standard"
"order"	"Desulfovibrionales"	1	1	26230321	26230321	"Gold Standard"
"order"	"Actinomycetales"	1	1	23924211	23924211	"Gold Standard"
"order"	"Halobacteriales"	1	1	23185149	23185149	"Gold Standard"
"order"	"Clostridiales"	1	1	22131764	22131764	"Gold Standard"
"order"	"Sphingomonadales"	1	1	19137096	19137096	"Gold Standard"
"order"	"Enterobacteriales"	1	1	17642522	17642522	"Gold Standard"
"family"	"Desulfobacteraceae"	1	1	51975838	51975838	"Gold Standard"
"family"	"Desulfovibrionaceae"	1	1	26230321	26230321	"Gold Standard"
"family"	"Microbacteriaceae"	1	1	23924211	23924211	"Gold Standard"
"family"	"Halobacteriaceae"	1	1	23185149	23185149	"Gold Standard"
"family"	"Clostridiaceae"	1	1	22131764	22131764	"Gold Standard"
"family"	"Sphingomonadaceae"	1	1	19137096	19137096	"Gold Standard"
"family"	"Enterobacteriaceae"	1	1	17642522	17642522	"Gold Standard"
"genus"	"Desulfococcus"	1	1	51975838	51975838	"Gold Standard"
"genus"	"Desulfovibrio"	1	1	26230321	26230321	"Gold Standard"
"genus"	"Agromyces"	1	1	23924211	23924211	"Gold Standard"
"genus"	"Halobacterium"	1	1	23185149	23185149	"Gold Standard"
"genus"	"Clostridium"	1	1	22131764	22131764	"Gold Standard"
"genus"	"Sphingomonas"	1	1	19137096	19137096	"Gold Standard"
"genus"	"Erwinia"	1	1	17642522	17642522	"Gold Standard"
"species"	"Desulfococcus multivorans"	1	1	51975838	51975838	"Gold Standard"
"species"	"Desulfovibrio desulfuricans"	1	1	26230321	26230321	"Gold Standard"
"species"	"Agromyces subbeticus"	1	1	23924211	23924211	"Gold Standard"
"species"	"Halobacterium salinarum"	1	1	23185149	23185149	"Gold Standard"
"species"	"Clostridium intestinale"	1	1	22131764	22131764	"Gold Standard"
"species"	"Sphingomonas wittichii"	1	1	19137096	19137096	"Gold Standard"
"species"	"Erwinia tracheiphila"	1	1	17642522	17642522	"Gold Standard"
"superkingdom"	"Bacteria"	1	0.01	2081722	161041752	"evil_yalow_0"
"superkingdom"	"Archaea"	1	0.02	475794	23185149	"evil_yalow_0"
"superkingdom"	"unassigned"	NA	NA	181669385	0	"evil_yalow_0"
"phylum"	"Proteobacteria"	1	0.01	869612	114985777	"evil_yalow_0"
"phylum"	"Euryarchaeota"	1	0.02	475794	23185149	"evil_yalow_0"
"phylum"	"Actinobacteria"	1	0.01	130266	23924211	"evil_yalow_0"
"phylum"	"Firmicutes"	1	0.01	124272	22131764	"evil_yalow_0"
"phylum"	"unassigned"	NA	NA	182626957	0	"evil_yalow_0"
"class"	"Halobacteria"	1	0.02	475794	23185149	"evil_yalow_0"
"class"	"Alphaproteobacteria"	1	0.02	425368	19137096	"evil_yalow_0"
"class"	"Deltaproteobacteria"	1	0	251039	78206159	"evil_yalow_0"
"class"	"Actinobacteria"	1	0.01	130266	23924211	"evil_yalow_0"
"class"	"Gammaproteobacteria"	1	0.01	128279	17642522	"evil_yalow_0"
"class"	"Clostridia"	1	0.01	124272	22131764	"evil_yalow_0"
"class"	"unassigned"	NA	NA	182691883	0	"evil_yalow_0"
"order"	"Halobacteriales"	1	0.02	475794	23185149	"evil_yalow_0"
"order"	"Sphingomonadales"	1	0.02	425368	19137096	"evil_yalow_0"
"order"	"Desulfovibrionales"	1	0.01	171123	26230321	"evil_yalow_0"
"order"	"Actinomycetales"	1	0.01	130266	23924211	"evil_yalow_0"
"order"	"Enterobacteriales"	1	0.01	128279	17642522	"evil_yalow_0"
"order"	"Clostridiales"	1	0.01	124272	22131764	"evil_yalow_0"
"order"	"Desulfobacterales"	1	0	79916	51975838	"evil_yalow_0"
"order"	"unassigned"	NA	NA	182691883	0	"evil_yalow_0"
"family"	"Halobacteriaceae"	1	0.02	475794	23185149	"evil_yalow_0"
"family"	"Sphingomonadaceae"	1	0.02	425368	19137096	"evil_yalow_0"
"family"	"Enterobacteriaceae"	1	0.01	128279	17642522	"evil_yalow_0"
"family"	"Clostridiaceae"	1	0.01	124272	22131764	"evil_yalow_0"
"family"	"Desulfobacteraceae"	1	0	79916	51975838	"evil_yalow_0"
"family"	"Desulfovibrionaceae"	1	0	45340	26230321	"evil_yalow_0"
"family"	"Microbacteriaceae"	1	0	24731	23924211	"evil_yalow_0"
"family"	"unassigned"	NA	NA	182923201	0	"evil_yalow_0"
"genus"	"Sphingomonas"	1	0.02	425368	19137096	"evil_yalow_0"
"genus"	"Halobacterium"	1	0.01	325011	23185149	"evil_yalow_0"
"genus"	"Desulfococcus"	1	0	78393	51975838	"evil_yalow_0"
"genus"	"Desulfovibrio"	1	0	45340	26230321	"evil_yalow_0"
"genus"	"Erwinia"	1	0	25120	17642522	"evil_yalow_0"
"genus"	"Clostridium"	1	0	18812	22131764	"evil_yalow_0"
"genus"	"Haloferax"	0	NA	7681	0	"evil_yalow_0"
"genus"	"unassigned"	NA	NA	183301176	0	"evil_yalow_0"
"species"	"Desulfococcus multivorans"	1	0	78393	51975838	"evil_yalow_0"
"species"	"Halobacterium salinarum"	1	0	12499	23185149	"evil_yalow_0"
"species"	"unassigned"	NA	NA	184136009	0	"evil_yalow_0"
"superkingdom"	"Bacteria"	1	0.01	2085765	161041752	"fervent_sammet_1"
"superkingdom"	"Archaea"	1	0.02	475794	23185149	"fervent_sammet_1"
