"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"strain"	"1010920"	0.601438079391	0.00223408515085	16828	4530266	"evil_yalow_0"
"strain"	"1049023"	1	0.0221033486283	130848	5919827	"evil_yalow_0"
"strain"	"1287_BM"	0.145579375966	0.0534378598343	1755544	4782583	"evil_yalow_0"
"strain"	"1139_AK"	0.703574654794	0.0196207212378	123984	4445912	"evil_yalow_0"
"strain"	"1035924"	1	0.00865631593432	7549	872080	"evil_yalow_0"
"strain"	"Sample9_128"	0.0180987091346	1	458762	8303	"evil_yalow_0"
"strain"	"1287_BU"	1	0.0769163818385	304003	3952383	"evil_yalow_0"
"strain"	"1049047"	1	0.3476711444	1104570	3177054	"evil_yalow_0"
"strain"	"1286_CD"	0.174342478144	0.0584300658305	1729068	5159159	"evil_yalow_0"
"strain"	"Sample19_19"	0.139108367882	1	430312	59860	"evil_yalow_0"
"strain"	"1021_N"	1	0.000559580284375	4416	7891629	"evil_yalow_0"
"strain"	"1048900"	1	0.0607487613828	315204	5188649	"evil_yalow_0"
"strain"	"1220_AZ"	0.852903671566	0.0505004381259	393674	6648774	"evil_yalow_0"
"strain"	"1049086"	1	0.0280932878486	127786	4548631	"evil_yalow_0"
"strain"	"1220_AP"	0.600390663102	0.0452811539474	399833	5301455	"evil_yalow_0"
"strain"	"evo_1052962.015"	0.768061444916	0.00355297504294	12499	2701961	"evil_yalow_0"
"strain"	"1139_BI"	0.950583232776	0.192830007787	974568	4804273	"evil_yalow_0"
"strain"	"1220_F"	0.947273660411	0.144483006081	720930	4726632	"evil_yalow_0"
"strain"	"1139_CC"	0.657522721336	0.173452192271	884301	3352209	"evil_yalow_0"
"strain"	"1030734"	1	0.00616248660372	30982	5027516	"evil_yalow_0"
"strain"	"1036656"	1	0.000299996744903	1023	3410037	"evil_yalow_0"
"strain"	"1139_BU"	1	0.0041240827369	15317	3714038	"evil_yalow_0"
"strain"	"1286_AX"	0.422476073062	0.157173897458	1541150	4142539	"evil_yalow_0"
"strain"	"1139_CH"	1	0.0631592121379	243244	3851283	"evil_yalow_0"
"strain"	"1285_AV"	0.244168977477	0.107038139254	2197642	5013129	"evil_yalow_0"
"strain"	"1030830"	1	0.0070878606967	34730	4899927	"evil_yalow_0"
"strain"	"1220_BP"	0.954464285714	0.00271038302352	16800	5916138	"evil_yalow_0"
"strain"	"1030707"	0.288580057729	0.0260191782666	358916	3980756	"evil_yalow_0"
"strain"	"1220_AH"	0.356337298034	0.0226268779577	275851	4344214	"evil_yalow_0"
"strain"	"1286_AM"	1	0.0601253296184	463273	7705122	"evil_yalow_0"
"strain"	"1052956"	1	0.00305841935345	7681	2511428	"evil_yalow_0"
"strain"	"1036605"	1	0.00508956212638	24070	4729287	"evil_yalow_0"
"strain"	"1287_CC"	0.559533788164	0.0699678476823	779045	6230033	"evil_yalow_0"
"strain"	"1052983"	0.322967915272	0.0368226838707	577658	5066578	"evil_yalow_0"
"strain"	"evo_1048972.019"	0.246768696547	0.0381991312	466530	3013812	"evil_yalow_0"
"strain"	"1030767"	0.436566621716	0.0613339437264	199477	1419850	"evil_yalow_0"
"strain"	"1030839"	1	0.0288758108599	183207	6344653	"evil_yalow_0"
