"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	59633058	59633058	"Gold Standard"
"phylum"	"Bacteroidetes"	1	1	19572379	19572379	"Gold Standard"
"phylum"	"Firmicutes"	1	1	15750864	15750864	"Gold Standard"
"phylum"	"Proteobacteria"	1	1	15144554	15144554	"Gold Standard"
"phylum"	"Tenericutes"	1	1	9165261	9165261	"Gold Standard"
"class"	"Sphingobacteriia"	1	1	19572379	19572379	"Gold Standard"
"class"	"Bacilli"	1	1	15750864	15750864	"Gold Standard"
"class"	"Alphaproteobacteria"	1	1	15144554	15144554	"Gold Standard"
"class"	"Mollicutes"	1	1	9165261	9165261	"Gold Standard"
"order"	"Sphingobacteriales"	1	1	19572379	19572379	"Gold Standard"
"order"	"Bacillales"	1	1	15750864	15750864	"Gold Standard"
"order"	"Rhodobacterales"	1	1	15144554	15144554	"Gold Standard"
"order"	"Anaeroplasmatales"	1	1	9165261	9165261	"Gold Standard"
"family"	"Chitinophagaceae"	1	1	19572379	19572379	"Gold Standard"
"family"	"Rhodobacteraceae"	1	1	15144554	15144554	"Gold Standard"
"family"	"Anaeroplasmataceae"	1	1	9165261	9165261	"Gold Standard"
"family"	"unassigned"	NA	NA	15750864	0	"Gold Standard"
"genus"	"Hydrotalea"	1	1	19572379	19572379	"Gold Standard"
"genus"	"Paracoccus"	1	1	15144554	15144554	"Gold Standard"
"genus"	"Anaeroplasma"	1	1	9165261	9165261	"Gold Standard"
"genus"	"unassigned"	NA	NA	15750864	0	"Gold Standard"
"species"	"Hydrotalea sandarakina"	1	1	19572379	19572379	"Gold Standard"
"species"	"Paracoccus denitrificans"	1	1	15144554	15144554	"Gold Standard"
"species"	"Anaeroplasma bactoclasticum"	1	1	9165261	9165261	"Gold Standard"
"species"	"unassigned"	NA	NA	15750864	0	"Gold Standard"
"superkingdom"	"Bacteria"	1	0.3	17645940	59633058	"evil_yalow_2"
"superkingdom"	"Eukaryota"	0	NA	2049	0	"evil_yalow_2"
"superkingdom"	"unassigned"	NA	NA	41985069	0	"evil_yalow_2"
"phylum"	"Firmicutes"	0.68	0.28	6464741	15750864	"evil_yalow_2"
"phylum"	"Bacteroidetes"	1	0.25	4833854	19572379	"evil_yalow_2"
"phylum"	"Proteobacteria"	1	0.3	4502120	15144554	"evil_yalow_2"
"phylum"	"Tenericutes"	1	0	4964	9165261	"evil_yalow_2"
"phylum"	"Spirochaetes"	0	NA	1327	0	"evil_yalow_2"
"phylum"	"Cyanobacteria"	0	NA	861	0	"evil_yalow_2"
"phylum"	"unassigned"	NA	NA	43825191	0	"evil_yalow_2"
"class"	"Alphaproteobacteria"	1	0.3	4499018	15144554	"evil_yalow_2"
"class"	"Bacilli"	1	0.28	4422935	15750864	"evil_yalow_2"
"class"	"Sphingobacteriia"	1	0.2	3900186	19572379	"evil_yalow_2"
"class"	"Clostridia"	0	NA	601988	0	"evil_yalow_2"
"class"	"Flavobacteriia"	0	NA	22505	0	"evil_yalow_2"
"class"	"Mollicutes"	1	0	4964	9165261	"evil_yalow_2"
"class"	"Spirochaetia"	0	NA	1327	0	"evil_yalow_2"
"class"	"Cytophagia"	0	NA	1085	0	"evil_yalow_2"
"class"	"class_Nostocales"	0	NA	861	0	"evil_yalow_2"
"class"	"Bacteroidia"	0	NA	852	0	"evil_yalow_2"
"class"	"Gammaproteobacteria"	0	NA	150	0	"evil_yalow_2"
"class"	"unassigned"	NA	NA	46177187	0	"evil_yalow_2"
"order"	"Bacillales"	1	0.28	4421242	15750864	"evil_yalow_2"
