"rank"	"bin"	"precision"	"recall"	"predicted_size"	"real_size"	"binner"
"superkingdom"	"Bacteria"	1	1	95313774	95313774	"Gold Standard"
"phylum"	"Proteobacteria"	1	1	50378388	50378388	"Gold Standard"
"phylum"	"Firmicutes"	1	1	16402908	16402908	"Gold Standard"
"phylum"	"Bacteroidetes"	1	1	13206111	13206111	"Gold Standard"
"phylum"	"Actinobacteria"	1	1	8047258	8047258	"Gold Standard"
"phylum"	"Chloroflexi"	1	1	7279109	7279109	"Gold Standard"
"class"	"Betaproteobacteria"	1	1	22078814	22078814	"Gold Standard"
"class"	"Gammaproteobacteria"	1	1	14603716	14603716	"Gold Standard"
"class"	"Clostridia"	1	1	13746445	13746445	"Gold Standard"
"class"	"Sphingobacteriia"	1	1	9572518	9572518	"Gold Standard"
"class"	"Actinobacteria"	1	1	8047258	8047258	"Gold Standard"
"class"	"Ktedonobacteria"	1	1	7279109	7279109	"Gold Standard"
"class"	"Alphaproteobacteria"	1	1	7232122	7232122	"Gold Standard"
"class"	"Deltaproteobacteria"	1	1	6463736	6463736	"Gold Standard"
"class"	"Flavobacteriia"	1	1	3633593	3633593	"Gold Standard"
"class"	"Negativicutes"	1	1	2656463	2656463	"Gold Standard"
"order"	"Burkholderiales"	1	1	17463877	17463877	"Gold Standard"
"order"	"Clostridiales"	1	1	13746445	13746445	"Gold Standard"
"order"	"Sphingobacteriales"	1	1	9572518	9572518	"Gold Standard"
"order"	"Xanthomonadales"	1	1	8325994	8325994	"Gold Standard"
"order"	"Actinomycetales"	1	1	8047258	8047258	"Gold Standard"
"order"	"Ktedonobacterales"	1	1	7279109	7279109	"Gold Standard"
"order"	"Rhodobacterales"	1	1	7232122	7232122	"Gold Standard"
"order"	"Desulfobacterales"	1	1	6463736	6463736	"Gold Standard"
"order"	"Pseudomonadales"	1	1	6277722	6277722	"Gold Standard"
"order"	"Neisseriales"	1	1	4614937	4614937	"Gold Standard"
"order"	"Flavobacteriales"	1	1	3633593	3633593	"Gold Standard"
"order"	"Selenomonadales"	1	1	2656463	2656463	"Gold Standard"
"family"	"Oxalobacteraceae"	1	1	14294209	14294209	"Gold Standard"
"family"	"Chitinophagaceae"	1	1	9572518	9572518	"Gold Standard"
"family"	"Clostridiaceae"	1	1	9103183	9103183	"Gold Standard"
"family"	"Xanthomonadaceae"	1	1	8325994	8325994	"Gold Standard"
"family"	"Thermosporotrichaceae"	1	1	7279109	7279109	"Gold Standard"
"family"	"Rhodobacteraceae"	1	1	7232122	7232122	"Gold Standard"
"family"	"Desulfobacteraceae"	1	1	6463736	6463736	"Gold Standard"
"family"	"Pseudomonadaceae"	1	1	6277722	6277722	"Gold Standard"
"family"	"Chromobacteriaceae"	1	1	4614937	4614937	"Gold Standard"
"family"	"Flavobacteriaceae"	1	1	3633593	3633593	"Gold Standard"
"family"	"Intrasporangiaceae"	1	1	3480725	3480725	"Gold Standard"
"family"	"Comamonadaceae"	1	1	3169668	3169668	"Gold Standard"
"family"	"Veillonellaceae"	1	1	2656463	2656463	"Gold Standard"
"family"	"Peptostreptococcaceae"	1	1	2630685	2630685	"Gold Standard"
"family"	"Proteinivoraceae"	1	1	2012577	2012577	"Gold Standard"
"family"	"unassigned"	NA	NA	4566533	0	"Gold Standard"
"genus"	"Janthinobacterium"	1	1	14294209	14294209	"Gold Standard"
"genus"	"Flavisolibacter"	1	1	9572518	9572518	"Gold Standard"
"genus"	"Thermosporothrix"	1	1	7279109	7279109	"Gold Standard"
"genus"	"Desulfatibacillum"	1	1	6463736	6463736	"Gold Standard"
"genus"	"Pseudomonas"	1	1	6277722	6277722	"Gold Standard"
"genus"	"Anaerosporobacter"	1	1	5098574	5098574	"Gold Standard"
"genus"	"Andreprevotia"	1	1	4614937	4614937	"Gold Standard"
"genus"	"Defluviimonas"	1	1	4107833	4107833	"Gold Standard"
"genus"	"Clostridium"	1	1	4004609	4004609	"Gold Standard"
"genus"	"Nonlabens"	1	1	3633593	3633593	"Gold Standard"
"genus"	"Tetrasphaera"	1	1	3480725	3480725	"Gold Standard"
"genus"	"Lysobacter"	1	1	3288233	3288233	"Gold Standard"
"genus"	"Lampropedia"	1	1	3169668	3169668	"Gold Standard"
"genus"	"Albidovulum"	1	1	3124289	3124289	"Gold Standard"
"genus"	"Schwartzia"	1	1	2656463	2656463	"Gold Standard"
"genus"	"Tepidibacter"	1	1	2630685	2630685	"Gold Standard"
"genus"	"Rhodanobacter"	1	1	2614190	2614190	"Gold Standard"
"genus"	"Xylella"	1	1	2423571	2423571	"Gold Standard"
"genus"	"Anaerobranca"	1	1	2012577	2012577	"Gold Standard"
"genus"	"unassigned"	NA	NA	4566533	0	"Gold Standard"
"species"	"Thermosporothrix hazakensis"	1	1	7279109	7279109	"Gold Standard"
"species"	"Desulfatibacillum alkenivorans"	1	1	6463736	6463736	"Gold Standard"
"species"	"Pseudomonas aeruginosa"	1	1	6277722	6277722	"Gold Standard"
"species"	"Anaerosporobacter mobilis"	1	1	5098574	5098574	"Gold Standard"
"species"	"Flavisolibacter ginsengiterrae"	1	1	4897781	4897781	"Gold Standard"
"species"	"Flavisolibacter ginsengisoli"	1	1	4674737	4674737	"Gold Standard"
"species"	"Andreprevotia lacus"	1	1	4614937	4614937	"Gold Standard"
"species"	"Defluviimonas denitrificans"	1	1	4107833	4107833	"Gold Standard"
"species"	"Clostridium caminithermale"	1	1	4004609	4004609	"Gold Standard"
"species"	"Nonlabens dokdonensis"	1	1	3633593	3633593	"Gold Standard"
"species"	"Tetrasphaera duodecadis"	1	1	3480725	3480725	"Gold Standard"
"species"	"Lysobacter oryzae"	1	1	3288233	3288233	"Gold Standard"
"species"	"Lampropedia hyalina"	1	1	3169668	3169668	"Gold Standard"
"species"	"Albidovulum xiamenense"	1	1	3124289	3124289	"Gold Standard"
"species"	"Schwartzia succinivorans"	1	1	2656463	2656463	"Gold Standard"
"species"	"Tepidibacter formicigenes"	1	1	2630685	2630685	"Gold Standard"
"species"	"Xylella fastidiosa"	1	1	2423571	2423571	"Gold Standard"
"species"	"Anaerobranca californiensis"	1	1	2012577	2012577	"Gold Standard"
"species"	"unassigned"	NA	NA	21474932	0	"Gold Standard"
"superkingdom"	"Bacteria"	1	0.37	35595471	95313774	"evil_yalow_2"
"superkingdom"	"Eukaryota"	0	NA	293	0	"evil_yalow_2"
"superkingdom"	"unassigned"	NA	NA	59718010	0	"evil_yalow_2"
"phylum"	"Proteobacteria"	1	0.38	19376029	50378388	"evil_yalow_2"
"phylum"	"Firmicutes"	1	0.31	5105343	16402908	"evil_yalow_2"
"phylum"	"Bacteroidetes"	1	0.29	3868010	13206111	"evil_yalow_2"
"phylum"	"Actinobacteria"	1	0.28	2220618	8047258	"evil_yalow_2"
"phylum"	"Chloroflexi"	1	0.16	1190166	7279109	"evil_yalow_2"
"phylum"	"Acidobacteria"	0	NA	1082	0	"evil_yalow_2"
"phylum"	"unassigned"	NA	NA	63552526	0	"evil_yalow_2"
"class"	"Betaproteobacteria"	1	0.34	7538299	22078814	"evil_yalow_2"
"class"	"Gammaproteobacteria"	0.99	0.37	5429940	14603716	"evil_yalow_2"
"class"	"Clostridia"	1	0.23	3200261	13746445	"evil_yalow_2"
"class"	"Alphaproteobacteria"	1	0.35	2564827	7232122	"evil_yalow_2"
"class"	"Deltaproteobacteria"	1	0.35	2254059	6463736	"evil_yalow_2"
"class"	"Actinobacteria"	1	0.28	2220618	8047258	"evil_yalow_2"
"class"	"Sphingobacteriia"	1	0.22	2065525	9572518	"evil_yalow_2"
"class"	"Flavobacteriia"	1	0.36	1299461	3633593	"evil_yalow_2"
"class"	"Negativicutes"	1	0.41	1099528	2656463	"evil_yalow_2"
"class"	"Ktedonobacteria"	1	0.07	497029	7279109	"evil_yalow_2"
"class"	"Bacilli"	0	NA	13683	0	"evil_yalow_2"
"class"	"Solibacteres"	0	NA	782	0	"evil_yalow_2"
"class"	"class_Proteobacteria bacterium JGI 0001002-H11"	0	NA	634	0	"evil_yalow_2"
"class"	"Acidobacteriia"	0	NA	300	0	"evil_yalow_2"
"class"	"unassigned"	NA	NA	67128828	0	"evil_yalow_2"
"order"	"Burkholderiales"	1	0.31	5491435	17463877	"evil_yalow_2"
"order"	"Xanthomonadales"	1	0.33	2765288	8325994	"evil_yalow_2"
"order"	"Clostridiales"	1	0.19	2671255	13746445	"evil_yalow_2"
