instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	0.00	nan	640215	0
superkingdom	Archaea	0.00	nan	82409	0
superkingdom	unassigned	nan	nan	14151	0
phylum	Proteobacteria	0.00	nan	256910	0
phylum	Firmicutes	0.00	nan	98939	0
phylum	Bacteroidetes	0.00	nan	91028	0
phylum	Cyanobacteria	0.00	nan	36436	0
phylum	unassigned	nan	nan	253462	736775
class	Alphaproteobacteria	0.00	nan	185271	0
class	Flavobacteriia	0.00	nan	88065	0
class	Gammaproteobacteria	0.00	nan	71639	0
class	Bacilli	0.00	nan	35680	0
class	Bacteroidia	0.00	nan	2963	0
class	unassigned	nan	nan	353157	736775
order	Rhizobiales	0.00	nan	185271	0
order	Vibrionales	0.00	nan	71639	0
order	Lactobacillales	0.00	nan	35680	0
order	Bacteroidales	0.00	nan	2963	0
order	unassigned	nan	nan	441222	736775
family	Rhizobiaceae	0.00	nan	185271	0
family	Porphyromonadaceae	0.00	nan	2963	0
family	unassigned	nan	nan	548541	736775
genus	Sinorhizobium	0.00	nan	185271	0
genus	Porphyromonas	0.00	nan	2963	0
genus	unassigned	nan	nan	548541	736775
species	Sinorhizobium meliloti	0.00	nan	185271	0
species	rumen bacterium NK4B9	0.00	nan	30382	0
species	Porphyromonas crevioricanis	0.00	nan	2963	0
species	unassigned	nan	nan	518159	736775
