instance	class	precision	recall	predicted class size	real class size
superkingdom	Viruses	1.00	0.01	87750	10938300
superkingdom	Bacteria	0.00	nan	41550	0
superkingdom	unassigned	nan	nan	10809000	0
phylum	Firmicutes	0.00	nan	12600	0
phylum	unassigned	nan	nan	10925700	10938300
class	Clostridia	0.00	nan	12300	0
class	unassigned	nan	nan	10926000	10938300
order	Clostridiales	0.00	nan	12300	0
order	unassigned	nan	nan	10926000	10938300
family	Papillomaviridae	0.00	nan	85350	0
family	Microviridae	0.00	nan	1350	0
family	Peptococcaceae	0.00	nan	750	0
family	Clostridiaceae	0.00	nan	600	0
family	Oscillospiraceae	0.00	nan	150	0
family	unassigned	nan	nan	10850100	10938300
genus	Microvirus	0.00	nan	1350	0
genus	Gammapapillomavirus	0.00	nan	1200	0
genus	Dehalobacter	0.00	nan	750	0
genus	Clostridium	0.00	nan	600	0
genus	Oscillibacter	0.00	nan	150	0
genus	unassigned	nan	nan	10934250	10938300
species	Human papillomavirus	0.00	nan	84000	0
species	uncultured bacterium	0.00	nan	28950	0
species	Faecal-associated gemycircularvirus 8	0.00	nan	1050	0
species	Gammapapillomavirus 7	0.00	nan	1050	0
species	Dehalobacter sp. UNSWDHB	0.00	nan	750	0
species	Enterobacteria phage WA13 sensu lato	0.00	nan	750	0
species	Clostridium sp. CAG:242	0.00	nan	600	0
species	Firmicutes bacterium CAG:124	0.00	nan	300	0
species	Enterobacteria phage St-1	0.00	nan	150	0
species	Enterobacteria phage phiK	0.00	nan	150	0
species	Human papillomavirus type 129	0.00	nan	150	0
species	Human papillomavirus type 136	0.00	nan	150	0
species	Oscillibacter sp. ER4	0.00	nan	150	0
species	unassigned	nan	nan	10820100	10938300
