instance	class	precision	recall	predicted class size	real class size
superkingdom	Bacteria	1.00	0.08	10981436	136397801
superkingdom	Archaea	1.00	0.10	609977	6411802
superkingdom	unassigned	nan	nan	131218190	0
phylum	Proteobacteria	1.00	0.08	6609971	86840326
phylum	Firmicutes	1.00	0.07	3031640	41994973
phylum	Bacteroidetes	1.00	0.16	1245280	7562502
phylum	Euryarchaeota	1.00	0.09	597434	6411802
phylum	unassigned	nan	nan	131325278	0
class	Alphaproteobacteria	1.00	0.07	4626644	61809107
class	Clostridia	1.00	0.06	1888203	29404258
class	Gammaproteobacteria	1.00	0.07	1319798	19184976
class	Bacilli	1.00	0.09	1139030	12590715
class	Sphingobacteriia	1.00	0.19	896118	4779416
class	Thermoplasmata	1.00	0.37	565814	1534116
class	Bacteroidia	1.00	0.13	349162	2783086
class	Betaproteobacteria	0.90	0.08	240157	2734309
class	Halobacteria	1.00	0.01	31620	4877686
class	unassigned	nan	nan	131753057	0
order	Rhizobiales	1.00	0.09	1785494	18801163
order	Rhodospirillales	1.00	0.08	1673721	22154048
order	Clostridiales	1.00	0.06	1202921	19004148
order	Rhodobacterales	1.00	0.06	1099882	17120811
order	Bacillales	1.00	0.09	914910	10193867
order	Sphingobacteriales	1.00	0.19	896118	4779416
order	Thermoanaerobacterales	1.00	0.07	681445	10400110
order	Vibrionales	1.00	0.08	644712	8287247
order	Pseudomonadales	1.00	0.11	595419	5477884
order	Thermoplasmatales	1.00	0.37	565814	1534116
order	Bacteroidales	1.00	0.13	349162	2783086
order	Lactobacillales	1.00	0.09	224120	2396848
order	Nitrosomonadales	1.00	0.08	217140	2734309
order	Enterobacteriales	1.00	0.01	59519	5419845
order	Halobacteriales	1.00	0.01	31620	4877686
order	Rhodocyclales	0.00	nan	23017	0
order	unassigned	nan	nan	131844589	0
family	Rhodospirillaceae	1.00	0.08	1673721	22154048
family	Rhizobiaceae	1.00	0.11	1512984	13774939
family	Rhodobacteraceae	1.00	0.06	1098183	17120811
family	Sphingobacteriaceae	1.00	0.19	896118	4779416
family	Thermoanaerobacteraceae	1.00	0.07	676527	10400110
family	Vibrionaceae	1.00	0.08	644712	8287247
family	Pseudomonadaceae	1.00	0.11	595419	5477884
family	Peptococcaceae	1.00	0.15	398310	2625413
family	Bacillaceae	0.90	0.12	397624	2948556
family	Porphyromonadaceae	1.00	0.14	291930	2044131
family	Lachnospiraceae	1.00	0.06	285454	4834992
family	Xanthobacteraceae	1.00	0.05	272510	5026224
family	Planococcaceae	1.00	0.04	253809	7245311
family	Enterococcaceae	1.00	0.09	224120	2396848
family	Nitrosomonadaceae	1.00	0.08	217140	2734309
family	Clostridiaceae	1.00	0.04	216078	6056587
family	Peptostreptococcaceae	1.00	0.04	210844	5487156
family	Enterobacteriaceae	1.00	0.01	59519	5419845
family	Prevotellaceae	1.00	0.08	56106	738955
family	Halobacteriaceae	1.00	0.01	31620	4877686
family	Rhodocyclaceae	0.00	nan	23017	0
family	unassigned	nan	nan	132773858	0
genus	Sinorhizobium	1.00	0.11	1512984	13774939
genus	Pedobacter	1.00	0.19	894725	4779416
genus	Phaeospirillum	1.00	0.06	846422	15012162
genus	Vibrio	1.00	0.08	644712	8287247
genus	Azospirillum	1.00	0.08	589349	7141886
genus	Paracoccus	1.00	0.05	491681	9589943
genus	Desulfotomaculum	1.00	0.15	398310	2625413
genus	Bacillus	0.90	0.12	397624	2948556
genus	Moorella	1.00	0.07	382365	5136963
genus	Azotobacter	1.00	0.06	353421	5477884
genus	Porphyromonas	1.00	0.14	291930	2044131
genus	Butyrivibrio	1.00	0.06	285454	4834992
genus	Thermoanaerobacter	1.00	0.05	267194	5263147
genus	Rhodobacter	1.00	0.03	255644	7530868
genus	Sporosarcina	1.00	0.04	253809	7245311
genus	Tetragenococcus	1.00	0.09	224120	2396848
genus	Nitrosomonas	1.00	0.08	217140	2734309
genus	Clostridium	1.00	0.05	127831	2788202
genus	Xanthobacter	1.00	0.02	100848	5026224
genus	Butyricicoccus	1.00	0.03	88247	3268385
genus	Prevotella	1.00	0.08	55956	738955
genus	Pseudomonas	0.00	nan	5110	0
genus	Intestinibacter	1.00	0.00	3197	2937124
genus	Rahnella	1.00	0.00	291	5419845
genus	unassigned	nan	nan	134121239	0
species	Sinorhizobium meliloti	1.00	0.11	1501192	13774939
species	Azospirillum brasilense	1.00	0.08	589349	7141886
species	Desulfotomaculum hydrothermale	1.00	0.15	391171	2625413
species	Moorella thermoacetica	1.00	0.07	382365	5136963
species	Bacillus coagulans	1.00	0.12	356780	2948556
species	Azotobacter vinelandii	1.00	0.06	353421	5477884
species	Porphyromonas crevioricanis	1.00	0.09	193805	2044131
species	Paracoccus pantotrophus	1.00	0.01	142757	9589943
species	Clostridium tetani	1.00	0.05	127831	2788202
species	Vibrio cholerae	0.00	nan	127499	0
species	Rhodobacter capsulatus	1.00	0.01	100380	7530868
species	Butyricicoccus pullicaecorum	1.00	0.03	88247	3268385
species	Prevotella oulorum	1.00	0.06	43655	738955
species	Intestinibacter bartlettii	1.00	0.00	3197	2937124
species	Nitrosomonas europaea	1.00	0.00	2510	2734309
species	Sporosarcina newyorkensis	1.00	0.00	2016	7245311
species	unassigned	nan	nan	138403428	0
